DISTRICT,DA311TA09R,DA311TA10R,DA311TC09R,DA311TC10R,DA311TM09R,DA311TM10R,DA311TR09R,DA311TR10R,DA311TS09R,DA311TS10R,DA311TW09R,DA311TW10R,DB311TA09R,DB311TA10R,DB311TC09R,DB311TC10R,DB311TM09R,DB311TM10R,DB311TR09R,DB311TR10R,DB311TS09R,DB311TS10R,DB311TW09R,DB311TW10R,DE311TA09R,DE311TA10R,DE311TC09R,DE311TC10R,DE311TM09R,DE311TM10R,DE311TR09R,DE311TR10R,DE311TS09R,DE311TS10R,DE311TW09R,DE311TW10R,DF311TA09R,DF311TA10R,DF311TC09R,DF311TC10R,DF311TM09R,DF311TM10R,DF311TR09R,DF311TR10R,DF311TS09R,DF311TS10R,DF311TW09R,DF311TW10R,DH311TA09R,DH311TA10R,DH311TC09R,DH311TC10R,DH311TM09R,DH311TM10R,DH311TR09R,DH311TR10R,DH311TS09R,DH311TS10R,DH311TW09R,DH311TW10R,DI311TA09R,DI311TA10R,DI311TC09R,DI311TC10R,DI311TM09R,DI311TM10R,DI311TR09R,DI311TR10R,DI311TS09R,DI311TS10R,DI311TW09R,DI311TW10R,DL311TA09R,DL311TA10R,DL311TC09R,DL311TC10R,DL311TM09R,DL311TM10R,DL311TR09R,DL311TR10R,DL311TS09R,DL311TS10R,DL311TW09R,DL311TW10R,DM311TA09R,DM311TA10R,DM311TC09R,DM311TC10R,DM311TM09R,DM311TM10R,DM311TR09R,DM311TR10R,DM311TS09R,DM311TS10R,DM311TW09R,DM311TW10R,DP311TA09R,DP311TA10R,DP311TC09R,DP311TC10R,DP311TM09R,DP311TM10R,DP311TR09R,DP311TR10R,DP311TS09R,DP311TS10R,DP311TW09R,DP311TW10R,DR311TA09R,DR311TA10R,DR311TC09R,DR311TC10R,DR311TM09R,DR311TM10R,DR311TR09R,DR311TR10R,DR311TS09R,DR311TS10R,DR311TW09R,DR311TW10R,DS311TA09R,DS311TA10R,DS311TC09R,DS311TC10R,DS311TM09R,DS311TM10R,DS311TR09R,DS311TR10R,DS311TS09R,DS311TS10R,DS311TW09R,DS311TW10R,DW311TA09R,DW311TA10R,DW311TC09R,DW311TC10R,DW311TM09R,DW311TM10R,DW311TR09R,DW311TR10R,DW311TS09R,DW311TS10R,DW311TW09R,DW311TW10R
"010902",76,82,87,91,84,87,89,92,97,97,92,95,67,86,-1,-1,67,-4,80,83,-1,-1,-1,-1,69,75,80,86,79,81,84,89,94,94,90,94,76,82,83,89,84,87,91,94,95,97,95,99,63,73,73,85,75,80,83,86,93,94,90,90,17,60,60,-1,50,60,33,80,-4,-1,-1,-1,34,30,20,29,49,49,38,56,56,80,67,71,75,81,90,93,83,86,87,91,99,97,90,92,63,88,-1,-1,75,-4,63,88,-1,-1,-1,-1,59,59,74,80,72,69,81,82,94,94,86,85,41,52,73,75,55,64,65,74,97,86,78,86,80,85,91,93,87,89,92,94,98,98,93,97
"011901",65,70,72,79,75,79,84,87,89,95,87,87,48,58,57,68,61,69,76,84,83,91,83,84,55,62,61,72,68,74,77,83,84,92,83,84,66,70,71,76,75,79,87,89,89,95,93,90,55,62,59,70,70,74,78,82,85,92,86,85,72,74,76,67,78,81,94,85,83,80,-4,-1,38,43,29,41,59,64,56,62,50,77,81,74,63,69,73,82,75,79,81,85,90,95,81,84,83,85,-4,-4,97,97,86,91,-4,-4,-4,90,43,50,53,64,57,64,72,78,82,91,78,79,23,31,38,51,39,47,47,60,56,77,48,49,75,79,84,89,82,85,91,93,94,98,88,89
"011902",57,63,65,74,69,72,79,83,85,92,82,85,42,52,49,65,54,65,69,77,72,85,81,81,48,55,54,66,62,66,72,78,78,90,76,82,61,65,61,72,71,73,83,86,84,93,91,89,49,57,55,65,63,68,74,79,84,90,78,84,71,-4,-1,-1,83,-4,86,-4,-1,-1,-1,-1,33,42,32,45,52,58,51,58,50,68,65,73,54,61,69,75,67,72,74,81,87,92,74,80,67,63,83,-1,80,63,79,75,-1,-1,-1,-1,35,43,47,59,52,56,66,72,78,88,69,76,18,25,31,41,30,37,42,55,43,71,39,50,75,76,82,88,83,81,89,92,92,98,90,88
"011904",69,78,76,87,78,86,86,91,91,93,86,90,40,57,59,66,49,74,70,75,78,75,82,80,57,69,66,81,69,79,78,87,86,89,81,85,70,78,74,81,78,86,88,92,89,90,92,94,55,67,59,79,69,76,78,85,86,88,78,90,-1,89,-1,88,-1,89,-1,-4,-1,-4,-1,-1,22,38,36,38,39,58,47,67,50,60,56,71,68,78,78,93,79,85,84,91,92,95,80,86,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,37,50,52,65,51,64,69,78,81,81,71,78,22,40,40,57,37,42,46,60,80,61,20,43,76,83,83,91,85,90,90,95,93,95,89,91
"011905",61,77,58,97,73,82,87,87,94,-4,87,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,71,56,96,67,79,80,85,-4,-4,84,81,58,75,33,93,80,81,80,81,89,-4,92,88,54,69,36,93,74,79,77,80,-4,-4,92,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,59,33,-1,88,76,75,71,-1,-1,-4,80,63,78,81,-4,68,82,92,92,-4,-4,83,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,66,45,94,60,73,80,78,92,-4,69,83,22,64,50,-1,29,60,82,82,-1,-1,-1,-1,63,81,70,-4,72,82,92,91,90,-4,84,94
"012901",84,89,84,94,91,93,96,96,98,-4,97,96,58,82,40,-1,73,82,92,91,-1,-1,-1,-1,72,80,72,88,84,88,94,93,96,-4,94,92,84,91,80,92,91,94,97,98,-4,-4,-4,97,74,81,72,92,85,89,92,92,92,-4,90,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,87,89,96,91,92,95,95,95,-4,94,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,76,67,85,81,82,93,92,90,-4,93,95,56,73,60,-1,80,75,64,-4,-4,-1,-1,-1,87,91,89,94,93,95,97,98,99,-4,98,96
"013801",92,92,-4,-4,96,95,97,98,-1,-1,98,90,83,-4,-1,-1,83,-4,-4,-4,-1,-1,-1,-1,93,91,-4,-4,97,94,97,97,-1,-1,-4,92,93,94,-4,-4,96,95,98,99,-1,-1,96,96,93,92,-4,-4,97,94,96,98,-1,-1,-4,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,89,-4,-4,97,95,95,97,-1,-1,-4,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,85,-4,-4,94,88,95,97,-1,-1,94,88,92,-4,-1,-1,91,-4,-4,-4,-1,-1,-1,-1,92,91,-4,-1,96,-4,-4,95,-1,-1,-1,86
"013901",59,62,67,72,68,70,84,84,88,91,90,92,59,58,69,50,69,63,86,93,81,94,86,-4,54,56,60,65,63,66,79,80,83,88,88,90,60,63,65,69,68,71,85,87,85,90,95,96,57,59,64,69,66,68,82,83,86,90,91,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,38,55,46,56,49,59,59,-1,20,83,83,59,61,69,76,68,69,82,82,90,92,85,87,87,73,89,80,93,91,87,82,-4,80,-1,-4,34,38,49,55,44,49,72,72,80,83,79,85,21,32,28,41,33,42,45,54,62,67,53,73,69,75,76,90,76,80,91,90,93,95,88,96
"013902",65,78,79,92,78,85,85,93,-4,-1,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,80,75,91,78,86,83,94,-4,-1,82,89,69,83,82,83,81,90,88,-4,-4,-1,80,83,57,79,73,90,71,82,80,95,-4,-1,83,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,72,75,-4,75,79,82,86,-4,-1,89,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,58,71,-1,55,63,77,88,-4,-1,67,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,76,88,-1,89,90,95,90,-1,-1,-1,73
"013903",75,74,73,77,86,88,90,91,92,95,95,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,68,61,69,83,83,88,89,87,90,93,97,81,72,73,75,87,83,94,93,89,93,-4,97,68,66,64,70,84,86,86,87,91,93,93,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,77,73,79,84,93,87,90,95,96,92,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,57,55,64,73,79,83,83,87,90,95,96,43,48,17,60,58,81,53,80,86,82,80,-1,87,87,86,88,88,91,97,98,93,97,-4,95
"013905",79,85,89,91,85,88,95,97,98,98,97,98,-4,86,-1,-1,-4,86,-4,-4,-1,-1,-1,-1,77,80,86,88,84,84,94,95,99,98,95,-4,75,84,84,89,82,88,95,97,96,97,96,-4,74,80,86,87,80,85,94,96,96,98,97,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,56,-1,-1,88,78,71,78,-1,-1,-1,-1,84,86,93,93,87,89,96,97,-4,99,98,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,71,78,80,73,78,92,93,96,97,92,98,52,59,-4,73,67,63,70,89,-1,92,80,80,87,94,90,97,92,95,97,98,-4,98,97,-4
"014801",16,24,27,46,18,30,59,73,57,75,-1,-1,16,15,28,32,22,23,62,71,66,72,-1,-1,16,22,26,42,15,29,56,73,59,76,-1,-1,18,21,28,45,17,26,63,69,59,81,-1,-1,7,21,13,27,4,18,50,78,40,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,28,27,47,19,36,54,78,55,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,24,26,47,18,29,58,73,57,77,-1,-1,-3,-3,-3,17,-3,-3,20,50,30,50,-1,-1,24,37,42,90,25,50,65,74,67,80,-1,-1
"014802",32,54,47,60,28,68,73,88,88,90,-1,-1,25,50,50,57,29,67,88,80,-4,86,-1,-1,60,38,-1,55,-1,42,80,85,-1,82,-1,-1,38,47,44,50,33,60,77,87,-4,86,-1,-1,17,17,20,20,20,40,50,83,80,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,67,50,83,22,86,67,89,71,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,52,47,58,31,67,80,87,93,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,-1,88,-1,88,-1,-4,-1,-4,-1,-1
"014803",52,41,67,67,58,42,86,78,88,81,88,88,50,33,-1,-1,57,33,-4,58,-1,-1,-1,80,45,43,56,56,52,42,83,77,78,82,-1,82,49,50,60,55,60,48,83,88,86,88,80,-4,30,25,-1,-1,40,14,50,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,32,-1,80,53,36,93,68,-1,75,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,40,69,65,54,38,83,75,92,75,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,48,70,80,68,52,92,86,90,86,-1,90
"014804",13,56,30,60,10,69,50,83,57,79,14,33,15,33,-1,50,-3,45,33,55,-1,-1,-1,-1,13,34,30,25,10,52,50,67,57,56,14,33,-3,56,-1,65,14,63,38,86,-1,81,-1,-1,14,40,-1,50,-1,75,80,85,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,55,43,57,7,74,56,80,60,77,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,45,30,52,10,59,50,75,57,72,14,33,13,33,-1,10,-3,53,58,68,-1,38,-1,-1,10,64,-1,65,29,73,50,88,-1,74,-1,-1
"014901",83,85,91,90,88,90,94,94,97,-4,98,97,67,79,-1,-1,75,79,78,86,-1,-1,-1,-4,73,78,86,85,79,85,89,91,93,98,95,95,84,83,89,86,89,89,94,94,98,99,99,97,75,75,87,79,83,84,89,91,95,-4,94,92,-1,83,-1,-1,-1,83,-1,-4,-1,-1,-1,-1,33,-1,-1,-1,83,-1,50,-1,-1,-1,-1,-1,82,87,93,95,88,92,93,94,97,-4,97,97,-1,33,-1,-1,-1,67,-1,67,-1,-1,-1,-1,58,63,78,79,69,75,85,85,91,-4,94,89,37,36,67,65,55,54,58,64,75,91,90,71,86,88,92,93,90,92,95,95,98,99,99,98
"014902",55,60,65,67,69,72,78,82,87,86,79,82,54,64,76,85,64,71,75,79,93,90,-1,-1,50,55,59,60,68,69,73,79,85,87,74,75,57,66,69,65,72,77,77,87,95,92,79,90,49,57,57,60,67,70,75,82,86,85,77,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,25,14,30,50,54,41,56,-1,71,75,71,53,54,60,69,67,67,79,77,79,83,79,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,40,47,47,48,58,64,72,77,77,70,63,71,44,-1,-1,71,50,-1,60,-1,-1,-1,-1,70,67,80,76,79,80,88,86,87,89,86,78
"014903",78,82,85,88,85,88,91,92,96,97,92,94,64,69,75,77,73,78,87,89,96,97,88,91,67,71,75,79,78,81,85,87,91,95,88,89,78,82,82,86,85,88,92,94,95,97,96,96,69,72,76,79,79,82,86,87,90,95,91,91,79,82,94,82,88,89,88,95,93,-4,86,88,45,40,38,43,63,61,66,61,73,80,86,76,78,82,88,90,86,89,90,91,97,98,89,92,84,85,82,91,90,91,96,92,-4,-4,-4,-4,54,61,67,72,67,74,80,83,90,93,81,85,46,60,69,71,58,71,70,80,86,89,70,79,83,87,90,94,89,92,94,95,98,99,93,95
"014905",86,83,91,90,91,91,92,91,96,99,90,98,68,55,-1,71,89,75,89,75,-1,-1,40,89,80,79,87,89,86,88,88,90,94,98,84,96,88,84,85,87,91,91,96,95,95,98,95,98,79,75,85,80,84,85,87,92,95,-4,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,67,-1,-1,71,67,86,83,-1,-1,-1,-1,85,81,97,95,91,91,89,88,97,-4,85,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,62,83,81,74,75,74,78,87,95,78,93,44,65,-1,86,58,78,47,69,-4,-4,-1,-1,91,88,95,97,94,94,95,92,96,98,96,99
"014906",70,73,78,82,78,81,89,90,95,95,91,93,62,67,70,76,71,76,86,88,93,93,90,92,63,67,71,75,73,77,85,86,91,92,88,91,70,74,75,79,77,82,91,92,94,95,94,96,69,73,75,81,78,81,88,90,94,94,92,94,68,78,76,86,76,84,89,94,95,96,94,88,53,57,48,55,68,70,74,75,72,78,88,89,69,72,80,84,78,80,87,88,95,94,87,89,83,81,84,85,90,89,94,91,97,96,94,96,50,54,63,69,62,66,81,83,91,91,84,87,37,38,49,52,49,49,62,68,78,79,67,68,77,80,87,89,83,86,92,93,96,97,91,93
"014907",77,79,86,86,83,85,90,95,96,96,92,97,73,80,-4,-1,82,90,82,-4,-1,-1,-1,-1,66,64,79,77,74,75,83,88,93,93,87,92,76,85,84,90,83,89,91,96,98,98,93,98,58,69,65,84,71,78,79,90,85,98,89,-4,-1,60,-1,-1,-1,-4,-1,60,-1,-1,-1,-1,25,33,-1,-1,58,67,58,56,-1,-1,-1,-1,77,74,88,83,83,82,88,94,95,95,91,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,54,69,71,60,67,75,89,91,95,81,86,18,24,50,39,32,45,42,82,89,89,30,67,82,82,91,88,86,87,93,96,99,96,92,97
"014908",84,90,87,94,91,95,93,96,96,99,95,94,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-1,64,79,68,84,80,90,82,92,95,97,97,87,83,88,81,91,90,93,94,97,94,99,98,99,64,74,64,69,80,88,80,93,92,96,92,86,56,67,57,-1,71,80,88,83,60,-1,-1,-1,37,58,36,20,57,78,46,78,67,-1,-1,79,85,91,92,96,92,96,92,96,98,99,92,89,80,90,-1,-4,89,-4,80,90,-1,-4,-1,-1,59,70,68,78,75,82,80,89,88,96,86,85,38,58,65,65,51,67,71,81,77,95,67,88,88,93,92,98,93,96,96,97,98,-4,95,96
"014909",62,66,71,75,72,74,80,85,89,92,84,89,45,51,53,62,57,61,71,79,83,86,74,85,52,57,60,66,64,68,74,80,83,89,80,86,62,66,67,72,72,74,82,88,90,93,88,91,57,61,64,69,70,72,77,82,87,92,85,88,80,45,67,43,87,50,93,85,-1,67,-1,83,37,44,34,32,62,63,52,61,58,72,77,82,63,65,75,79,73,75,78,82,89,91,80,86,88,82,90,92,93,90,93,91,-4,94,-4,86,39,43,51,52,53,57,66,72,81,84,72,81,12,26,21,35,20,29,33,48,57,67,40,52,78,82,88,90,85,87,90,92,95,96,90,92
"014910",77,81,82,89,83,87,91,93,94,98,96,95,44,63,17,63,71,73,83,88,-4,83,80,-4,69,73,73,82,78,82,87,89,91,96,94,90,75,80,80,85,82,85,92,93,96,97,95,-4,63,69,67,77,74,78,85,88,92,95,-4,90,70,83,80,-1,78,-4,89,-4,-1,-1,-1,-1,50,50,-1,-1,88,75,63,75,-1,-1,-1,-1,79,81,84,92,85,88,89,92,93,98,96,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,61,60,77,61,69,79,85,88,94,86,91,35,53,50,67,46,60,64,74,79,96,73,89,81,85,88,93,86,89,92,94,95,99,95,96
"015801",18,29,29,45,14,39,50,56,69,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,28,26,44,11,38,48,54,66,63,-1,-1,24,37,34,50,21,44,62,64,82,69,-1,-1,19,28,29,43,13,37,50,54,69,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,21,22,41,6,33,38,46,54,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,25,26,42,10,35,45,53,62,66,-1,-1,4,9,25,26,-3,8,5,20,43,38,-1,-1,11,60,40,-1,22,60,67,-4,80,-1,-1,-1
"015802",34,44,36,63,52,62,58,68,67,81,75,71,31,44,29,65,46,62,54,71,58,85,60,71,35,45,36,61,55,63,57,68,65,80,71,71,28,45,25,59,48,64,56,68,59,76,-1,80,37,40,42,50,57,58,59,65,76,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,52,70,57,59,60,69,80,89,86,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,42,35,57,54,58,57,68,62,74,-1,78,22,17,17,33,29,62,44,44,40,60,-1,-1,60,70,-1,86,80,86,-4,63,-1,-4,-1,-1
"015803",64,59,56,58,76,71,82,77,89,81,-4,97,62,69,-1,83,69,80,69,75,-1,-1,-1,-1,62,60,53,59,75,72,81,77,88,81,-4,97,67,64,54,53,78,71,85,82,-4,-4,-4,-4,66,60,61,56,77,71,85,76,88,81,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,-1,-1,67,83,89,67,-1,-1,-1,-1,61,56,58,62,74,71,79,72,82,64,-4,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,59,56,58,76,70,82,76,89,81,-4,97,46,46,-1,60,50,50,54,80,-1,-1,-1,-1,-1,38,-1,-1,-1,50,-1,86,-1,-1,-1,-1
"015805",53,60,49,64,70,76,79,82,57,88,89,84,83,75,-1,-1,80,86,-4,-4,-1,-1,-1,80,52,60,47,64,69,77,78,81,59,90,88,86,54,59,39,59,70,75,81,85,52,86,96,89,52,59,48,62,69,76,79,81,56,88,88,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,44,50,36,61,74,67,72,-1,86,64,90,52,60,57,71,70,77,77,78,61,92,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,45,40,51,61,67,74,74,49,86,88,81,15,17,27,22,28,37,47,43,22,57,50,50,75,72,-1,88,82,78,83,88,-1,-1,-4,83
"015806",55,70,58,76,67,79,78,87,84,85,83,84,51,69,54,76,65,79,71,84,79,82,79,82,54,72,56,78,66,81,76,86,82,85,81,84,54,70,56,72,66,78,78,88,82,85,90,91,56,70,57,76,68,77,81,87,86,86,85,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,51,31,48,62,65,57,71,60,62,54,77,57,70,60,79,69,79,77,86,86,85,76,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,62,44,68,60,72,70,82,80,80,81,80,22,47,14,57,38,58,46,72,53,73,48,18,75,79,88,76,78,86,94,97,95,88,94,81
"015807",30,30,39,44,27,33,72,70,70,79,-1,-1,15,19,35,41,17,23,61,67,65,85,-1,-1,30,29,43,40,30,33,71,70,72,80,-1,-1,31,32,41,42,29,35,77,75,72,83,-1,-1,30,31,42,44,29,34,72,70,72,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,26,35,49,25,29,65,62,67,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,28,39,44,28,32,72,69,69,78,-1,-1,20,9,10,24,10,7,40,34,20,47,-1,-1,41,40,23,52,28,45,82,76,67,79,-1,-1
"015808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015809",46,49,47,68,57,70,76,68,80,82,71,86,-1,33,-1,-1,-1,50,-1,67,-1,-1,-1,-1,45,49,50,71,58,69,76,69,80,82,70,84,41,47,38,55,52,75,79,70,-1,80,79,90,45,50,47,65,57,72,76,68,80,82,70,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,50,-1,-1,-1,75,60,58,-1,-1,-1,-1,51,50,57,82,63,65,73,66,-1,83,64,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,37,29,69,53,62,64,57,-1,-1,20,83,14,29,-1,-1,-1,67,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015811",36,.,43,.,58,.,65,.,-1,.,89,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,36,.,43,.,58,.,65,.,-1,.,89,.,50,.,-1,.,50,.,79,.,-1,.,-4,.,34,.,43,.,57,.,63,.,-1,.,88,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,32,.,-1,.,44,.,61,.,-1,.,86,.,24,.,43,.,65,.,53,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,33,.,-1,.,50,.,60,.,-1,.,86,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.
"015812",36,24,24,30,12,21,78,68,79,84,-1,-1,-1,40,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,42,19,13,35,17,24,83,70,71,94,-1,-1,41,29,27,31,13,21,79,63,79,75,-1,-1,35,20,25,23,13,19,77,70,83,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,21,21,29,11,21,76,75,79,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,24,24,31,12,17,78,68,79,83,-1,-1,-1,-3,-1,-1,-1,-3,-1,57,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,71,-1,-1,-1,-1
"015813",80,.,-1,.,80,.,-4,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,80,.,-1,.,80,.,-4,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.
"015814",20,37,25,39,23,37,64,75,73,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,39,24,43,25,39,63,75,75,68,-1,-1,22,30,30,36,25,32,71,78,77,77,-1,-1,20,34,25,38,23,34,64,73,73,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,43,15,42,20,42,52,72,64,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,36,26,39,20,32,66,72,71,63,-1,-1,-3,50,-1,-1,-3,-1,43,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015815",45,52,46,54,55,61,79,83,79,89,86,87,41,54,50,17,58,67,84,77,60,-1,71,-4,42,50,41,48,53,60,77,81,73,83,86,85,42,49,42,47,50,57,82,87,79,87,90,98,43,49,42,53,53,59,77,82,77,88,90,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,33,20,25,42,51,39,63,60,-4,63,71,47,54,52,62,59,66,77,78,79,91,83,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,43,37,48,46,54,74,78,78,87,83,82,12,35,29,45,23,39,45,63,50,70,71,33,63,73,75,91,71,78,95,94,-4,-4,89,86
"015816",23,45,42,59,17,48,72,78,77,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,43,55,61,21,42,69,89,85,88,-1,-1,31,45,20,62,22,44,78,86,60,83,-1,-1,22,43,43,60,15,46,65,79,74,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,44,57,58,13,50,67,71,90,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,45,42,59,17,48,72,78,77,90,-1,-1,33,83,-1,-1,33,-1,83,80,-1,-1,-1,-1,33,63,33,67,27,63,92,83,-4,-4,-1,-1
