DISTRICT,D200A001S16R,D200AC01S16R,D200AM01S16R,D200AR01S16R,D200AS01S16R,D200AW01S16R,D300A001S16R,D300AC01S16R,D300AM01S16R,D300AR01S16R,D300AS01S16R,D300AW01S16R,D400A001S16R,D400AC01S16R,D400AM01S16R,D400AR01S16R,D400AS01S16R,D400AW01S16R,DA00A001S16R,DA00AC01S16R,DA00AM01S16R,DA00AR01S16R,DA00AS01S16R,DA00AW01S16R,DB00A001S16R,DB00AC01S16R,DB00AM01S16R,DB00AR01S16R,DB00AS01S16R,DB00AW01S16R,DE00A001S16R,DE00AC01S16R,DE00AM01S16R,DE00AR01S16R,DE00AS01S16R,DE00AW01S16R,DF00A001S16R,DF00AC01S16R,DF00AM01S16R,DF00AR01S16R,DF00AS01S16R,DF00AW01S16R,DH00A001S16R,DH00AC01S16R,DH00AM01S16R,DH00AR01S16R,DH00AS01S16R,DH00AW01S16R,DI00A001S16R,DI00AC01S16R,DI00AM01S16R,DI00AR01S16R,DI00AS01S16R,DI00AW01S16R,DL00A001S16R,DL00AC01S16R,DL00AM01S16R,DL00AR01S16R,DL00AS01S16R,DL00AW01S16R,DM00A001S16R,DM00AC01S16R,DM00AM01S16R,DM00AR01S16R,DM00AS01S16R,DM00AW01S16R,DR00A001S16R,DR00AC01S16R,DR00AM01S16R,DR00AR01S16R,DR00AS01S16R,DR00AW01S16R,DS00A001S16R,DS00AC01S16R,DS00AM01S16R,DS00AR01S16R,DS00AS01S16R,DS00AW01S16R,DW00A001S16R,DW00AC01S16R,DW00AM01S16R,DW00AR01S16R,DW00AS01S16R,DW00AW01S16R
"102901",78,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,63,87,75,-1,81,81,-1,93,72,-1,81,79,63,87,75,-1,81,82,-1,92,78,-1,89,78,-1,82,80,-1,-1,.,.,.,.,.,.,67,-1,71,71,-1,-1,76,-1,83,71,-1,75,66,-1,83,56,-1,-1,36,-1,-1,-1,-1,.,70,-1,67,78,.,-1
"102902",63,64,63,65,73,47,95,88,100,93,-1,-1,80,-1,-1,-1,-1,.,58,62,59,58,57,50,46,47,47,47,46,36,54,58,55,54,53,47,63,64,62,65,57,60,63,67,65,61,58,57,42,-1,-1,-1,-1,-1,51,46,58,50,29,45,53,60,55,52,57,41,43,50,45,42,42,32,26,33,29,22,22,21,70,77,67,72,75,61
"102903",75,92,77,69,-1,75,-1,.,-1,-1,.,.,.,.,.,.,.,.,69,79,68,66,70,67,56,54,51,56,58,75,61,72,59,58,70,59,74,82,69,74,78,74,63,69,63,59,76,63,.,.,.,.,.,.,43,61,46,37,50,-1,65,75,67,60,65,61,47,58,45,45,49,30,40,50,37,34,52,-1,75,88,74,73,74,67
"102904",81,75,86,78,84,78,95,100,89,96,-1,100,.,.,.,.,.,.,84,86,88,81,83,79,69,70,78,62,71,61,75,77,80,71,76,69,87,86,89,86,83,86,81,82,91,77,75,72,81,83,93,65,-1,100,64,50,83,57,-1,52,81,86,86,77,84,72,67,71,77,63,60,53,45,55,52,38,45,33,86,88,88,84,86,82
"102905",68,-1,67,78,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,80,82,78,83,67,84,58,-1,-1,64,-1,-1,75,76,74,78,53,87,83,86,79,89,67,88,76,69,73,85,57,100,.,.,.,.,.,.,56,-1,-1,-1,.,-1,78,79,77,79,67,81,64,66,60,68,57,65,31,39,22,31,42,38,81,85,79,84,69,83
"102906",71,86,71,73,-1,-1,89,-1,-1,-1,-1,-1,.,.,.,.,.,.,83,88,83,85,59,81,78,82,76,78,58,93,77,84,79,77,48,77,86,89,85,89,53,89,79,-1,81,75,-1,-1,-1,.,-1,-1,.,.,75,-1,-1,100,.,.,80,87,81,80,66,72,69,72,71,70,43,63,45,41,45,48,-1,-1,85,90,85,87,58,81
"103901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,59,85,78,40,53,.,.,.,.,.,.,75,74,89,74,-1,-1,71,59,87,77,-1,-1,73,-1,92,71,-1,.,.,.,.,.,.,.,-1,.,-1,-1,.,.,73,58,83,79,-1,63,58,47,63,70,-1,-1,35,-1,75,-1,-1,-1,72,57,84,80,44,53
"103902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,67,87,76,79,58,.,.,.,.,.,.,74,60,84,73,79,59,79,80,87,79,82,53,74,62,83,73,77,57,.,.,.,.,.,.,64,-1,81,63,-1,55,74,55,87,72,75,64,65,-1,82,66,-1,52,50,-1,78,-1,-1,-1,81,75,94,80,81,58
"104901",94,-1,100,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,75,77,74,77,71,76,62,63,57,73,-1,-1,65,66,65,68,57,65,78,83,73,82,74,77,62,60,61,65,58,63,73,-1,-1,83,.,-1,29,-1,-1,-1,-1,-1,72,70,75,71,68,75,53,48,53,56,48,52,40,-1,47,39,-1,40,85,87,84,85,86,84
"104903",100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,68,75,70,68,46,57,-1,.,-1,-1,.,.,64,71,65,67,-1,57,77,75,77,82,-1,83,62,62,67,63,-1,-1,.,.,.,.,.,.,43,-1,-1,-1,.,-1,60,75,64,58,-1,-1,52,57,57,56,-1,-1,36,-1,-1,-1,-1,-1,73,86,74,75,-1,-1
"104907",88,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,82,90,79,85,67,85,.,.,.,.,.,.,81,87,75,87,64,86,87,100,85,96,62,100,73,78,63,81,-1,89,.,.,.,.,.,.,.,.,.,.,.,.,78,82,75,79,-1,80,70,82,68,72,-1,78,50,-1,-1,-1,-1,-1,89,100,92,91,75,80
"105801",88,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,73,84,61,63,97,.,-1,.,-1,.,-1,.,62,75,44,51,100,.,72,88,52,63,96,.,64,83,-1,56,88,.,.,.,.,.,.,.,.,.,.,.,.,.,76,79,82,62,100,.,73,85,61,62,100,.,57,-1,71,-1,-1,.,76,83,68,66,100,.
"105802",-1,.,-1,-1,.,.,-1,.,.,.,.,-1,.,.,.,.,.,.,78,.,73,93,.,70,84,.,86,86,.,-1,75,.,70,90,.,67,87,.,88,100,.,71,77,.,-1,100,.,70,.,.,.,.,.,.,.,.,.,.,.,.,70,.,-1,86,.,69,45,.,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,-1,-1,.,-1
"105803",-1,.,-1,-1,.,.,-1,.,.,-1,.,.,-1,.,-1,-1,.,.,27,40,21,30,-1,-1,-1,-1,-1,-1,-1,.,25,40,18,28,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,-1,.,-1,30,-1,24,29,-1,-1,16,-1,-1,18,-1,-1,24,-1,20,25,-1,-1,29,56,-1,25,-1,-1
"105902",77,92,80,73,60,84,85,88,87,86,80,86,100,-1,100,100,.,-1,67,69,67,67,73,63,63,74,59,62,78,53,61,61,61,60,65,55,71,70,69,71,72,70,63,63,64,63,68,59,-1,-1,-1,-1,.,-1,37,19,52,32,16,32,64,68,65,62,73,57,47,44,50,46,54,42,28,28,30,27,40,18,80,84,78,81,87,75
"105904",92,92,95,93,88,74,93,100,94,93,92,83,100,-1,-1,-1,-1,.,90,92,92,90,90,84,80,90,74,84,-1,83,71,66,76,70,71,66,91,91,91,92,91,88,81,81,84,81,82,71,87,100,87,88,-1,-1,59,45,68,57,38,55,90,93,92,89,90,80,68,65,72,67,69,57,61,64,65,58,62,56,93,94,94,93,92,88
"105905",84,80,87,89,75,-1,97,100,100,100,-1,-1,.,.,.,.,.,.,83,84,83,83,85,77,54,-1,-1,56,-1,-1,68,73,68,66,78,57,85,83,83,87,87,86,69,72,72,68,64,68,81,-1,86,75,-1,.,50,41,57,48,-1,48,81,85,83,80,83,68,60,65,59,58,69,52,44,54,45,42,45,30,87,88,87,87,91,80
"105906",82,81,83,83,82,80,85,89,90,85,83,71,100,-1,-1,-1,-1,-1,70,75,70,70,74,62,67,66,66,68,75,56,60,65,61,59,66,49,73,76,71,75,74,70,64,69,63,63,69,55,75,83,73,77,-1,-1,43,45,48,40,38,32,68,74,69,65,75,55,51,57,52,50,58,38,30,36,31,27,36,22,84,88,84,84,86,77
"106901",100,-1,-1,-1,-1,-1,93,-1,100,-1,-1,-1,.,.,.,.,.,.,88,92,89,85,94,84,.,.,.,.,.,.,79,90,79,76,94,67,89,89,89,88,94,90,81,88,81,77,95,69,100,.,-1,-1,-1,.,61,79,72,54,83,38,86,94,88,82,94,77,73,79,78,67,88,54,55,-1,55,55,71,-1,93,94,94,91,92,94
"107901",72,75,71,71,78,74,82,-1,91,75,-1,-1,-1,.,-1,-1,.,-1,70,69,75,69,63,62,55,51,64,52,45,53,65,64,72,64,57,57,73,71,76,75,59,73,67,65,75,67,57,54,-1,-1,-1,-1,-1,-1,53,47,66,50,35,36,67,67,75,64,65,54,55,52,63,54,45,39,35,40,36,34,44,21,79,79,81,79,75,73
"107902",77,75,79,79,83,64,100,-1,-1,-1,-1,-1,67,-1,-1,-1,-1,-1,76,82,79,75,76,61,61,74,64,58,61,56,69,75,73,68,71,55,80,84,80,82,71,72,71,74,74,69,83,55,86,-1,100,89,-1,-1,54,48,63,54,-1,38,72,80,78,68,81,50,59,66,65,57,58,41,42,50,47,40,40,-1,78,84,81,78,77,63
"107904",58,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,83,80,71,53,56,-1,.,-1,-1,.,.,68,83,75,64,56,44,76,80,82,79,35,56,50,63,56,56,-1,-1,.,.,.,.,.,.,54,-1,86,67,-1,-1,71,85,78,65,67,56,61,73,69,58,46,38,37,59,46,30,-1,-1,75,84,81,73,54,63
"107905",90,88,85,91,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,77,81,76,77,79,76,53,-1,-1,46,-1,-1,73,76,73,72,74,74,80,79,78,83,73,86,85,84,82,87,80,88,83,-1,-1,-1,-1,-1,84,83,94,81,-1,100,74,82,73,70,85,65,64,69,65,63,59,60,31,49,26,31,34,-1,76,80,75,75,78,74
"107906",93,-1,100,88,-1,100,100,-1,-1,-1,-1,.,.,.,.,.,.,.,83,88,86,81,76,83,75,79,80,72,62,78,82,87,84,79,76,81,87,87,90,87,76,91,84,86,85,80,84,91,100,-1,-1,-1,.,.,84,80,90,80,-1,80,80,89,83,75,76,76,70,77,75,66,67,70,45,63,48,43,28,31,84,90,87,82,78,81
"107907",58,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,61,68,59,66,46,55,48,56,45,60,-1,-1,62,64,54,70,56,60,72,76,74,77,50,60,50,-1,45,62,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,.,-1,53,62,45,58,44,50,34,-1,-1,-1,-1,-1,22,56,-1,-1,-1,-1,68,76,65,72,50,69
"107908",-1,.,-1,-1,.,.,100,-1,-1,-1,-1,-1,.,.,.,.,.,.,76,83,77,74,70,76,.,.,.,.,.,.,77,85,79,77,-1,57,77,63,81,78,-1,77,90,88,94,94,-1,-1,.,.,.,.,.,.,82,-1,-1,100,-1,-1,76,90,75,71,86,75,57,71,56,53,-1,63,49,63,47,47,-1,-1,72,80,74,69,-1,76
"107910",-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,69,71,68,74,61,61,49,64,50,45,-1,-1,62,63,60,68,45,62,71,70,67,80,59,63,71,75,66,79,-1,70,.,.,.,.,.,.,42,-1,-1,-1,-1,-1,67,71,70,67,65,58,61,64,60,67,49,49,27,38,28,24,-1,-1,71,70,71,76,64,62
"108802",-1,.,-1,-1,.,-1,100,-1,100,100,.,.,.,.,.,.,.,.,72,57,82,74,35,65,.,.,.,.,.,.,70,53,79,71,37,62,73,46,82,75,37,71,72,57,81,73,37,64,52,-1,71,71,-1,-1,62,42,75,59,-1,58,72,68,82,72,33,58,61,49,72,60,-1,53,38,-1,44,37,-1,50,85,-1,87,87,.,-1
"108804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,79,47,35,74,.,.,.,.,.,.,.,49,76,47,35,74,.,57,90,52,43,77,.,49,79,47,35,74,.,.,.,.,.,.,.,38,80,47,20,53,.,39,67,40,25,68,.,48,76,46,34,72,.,28,-1,-1,-1,-1,.,.,.,.,.,.,.
"108807",89,-1,71,93,-1,-1,98,100,97,100,93,96,96,-1,100,89,.,-1,83,90,84,82,85,76,79,87,79,77,94,77,82,89,83,81,85,75,85,89,86,85,85,82,83,89,84,82,85,76,79,88,70,83,-1,-1,75,81,80,73,69,65,81,90,83,79,86,71,76,83,79,74,74,67,50,59,58,44,48,34,87,94,88,86,84,85
"108808",-1,-1,-1,-1,.,.,100,-1,-1,-1,.,-1,.,.,.,.,.,.,82,86,81,82,87,78,-1,.,-1,-1,.,.,81,85,80,82,86,77,83,83,80,85,84,85,82,86,81,82,87,78,-1,.,-1,-1,.,-1,66,69,69,64,61,59,81,90,83,79,90,71,66,73,67,65,63,56,23,-1,25,27,-1,-1,86,100,90,79,83,80
"108809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,-1,51,52,.,70,.,.,.,.,.,.,50,-1,49,49,.,67,60,-1,55,59,.,92,52,-1,51,52,.,70,.,.,.,.,.,.,41,-1,42,42,.,45,43,-1,45,42,.,45,40,-1,42,42,.,45,-1,-1,-1,-1,.,-1,.,.,.,.,.,.
"108902",100,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,64,72,69,56,78,59,79,-1,83,71,-1,-1,63,71,68,55,77,57,68,72,72,62,77,67,64,72,69,56,78,59,.,.,.,.,.,.,50,57,60,39,58,44,61,72,67,50,79,51,57,66,64,47,72,49,41,44,49,34,44,26,82,100,81,71,100,-1
"108903",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,69,68,62,69,61,83,.,-1,-1,.,-1,65,69,68,62,69,61,70,70,70,69,68,72,65,69,68,62,70,61,.,.,.,.,.,.,49,53,55,42,56,47,62,69,65,57,71,50,53,59,56,49,60,43,33,40,37,29,33,23,51,-1,60,62,-1,-1
"108904",78,67,83,82,64,88,97,97,99,96,86,100,-1,.,-1,-1,.,.,75,79,79,72,72,75,72,67,78,71,-1,83,73,77,77,69,70,72,78,79,81,77,71,82,75,79,79,72,72,75,78,-1,-1,-1,-1,-1,60,59,70,55,43,60,72,79,77,67,73,69,62,66,67,57,60,58,42,42,49,36,41,43,79,85,84,74,81,69
"108905",.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,68,81,72,60,73,66,-1,-1,-1,-1,.,.,66,80,71,58,72,63,73,85,74,67,75,73,68,80,72,60,73,66,.,.,.,.,.,.,53,68,62,44,50,48,63,76,70,54,71,59,57,71,62,48,62,52,32,46,39,23,31,29,-1,.,-1,-1,.,-1
"108906",88,87,85,89,92,88,96,97,98,93,94,98,100,-1,-1,-1,-1,-1,76,77,78,74,78,76,81,69,83,79,100,80,72,73,74,69,73,71,79,79,80,79,76,83,76,77,77,73,77,75,52,55,47,55,-1,-1,61,59,68,57,53,60,73,76,76,69,80,69,64,65,67,60,64,62,41,38,47,38,37,37,86,89,86,85,90,80
"108907",92,-1,100,83,.,.,100,-1,-1,-1,-1,.,.,.,.,.,.,.,64,71,68,61,67,53,60,-1,-1,63,.,-1,61,68,66,58,62,50,67,72,71,65,66,58,64,71,68,61,67,53,80,-1,-1,-1,-1,.,41,41,54,35,25,27,62,70,66,57,68,48,53,60,59,48,55,40,35,37,40,30,33,39,59,83,45,64,-1,-1
"108908",100,.,-1,-1,.,-1,100,.,-1,-1,-1,-1,.,.,.,.,.,.,70,75,74,67,70,65,78,-1,78,78,-1,-1,68,73,72,64,68,62,74,77,77,73,69,72,70,74,74,67,70,65,-1,-1,-1,-1,-1,.,49,53,59,44,35,41,67,73,71,62,71,57,55,60,62,51,53,46,39,44,48,33,40,31,83,90,82,83,85,69
"108909",.,.,.,.,.,.,91,94,96,88,100,71,.,.,.,.,.,.,68,74,74,62,66,68,82,-1,71,84,100,-1,66,72,72,60,64,66,73,77,77,68,67,76,68,74,74,61,66,68,55,-1,-1,-1,-1,-1,57,60,67,48,42,60,63,71,70,56,65,61,58,65,66,51,55,56,34,38,41,28,37,28,77,79,82,71,80,86
"108910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,73,71,55,68,61,.,.,.,.,.,.,64,73,71,55,68,60,69,72,76,62,69,72,64,73,71,55,68,61,.,.,.,.,.,.,47,46,62,38,32,51,59,74,67,49,68,50,52,62,63,41,50,50,33,46,45,22,-1,-1,100,-1,-1,-1,.,.
"108911",79,-1,77,75,-1,-1,98,100,99,97,100,96,100,-1,100,100,.,-1,87,90,90,84,87,88,82,80,74,92,71,86,83,86,87,79,84,85,89,91,90,87,87,92,87,89,89,83,87,88,86,-1,-1,-1,-1,.,72,72,81,66,59,76,85,89,89,80,88,84,74,76,81,69,71,75,58,59,66,50,55,68,93,96,95,92,93,92
"108912",-1,-1,-1,-1,.,.,83,-1,-1,-1,.,-1,.,.,.,.,.,.,66,73,72,59,69,63,75,-1,-1,-1,.,-1,66,73,71,59,69,62,70,76,75,65,69,70,66,73,72,59,69,63,69,-1,-1,-1,.,-1,53,57,63,45,38,54,62,71,69,54,69,56,58,66,66,51,61,53,33,37,40,26,30,30,65,67,75,58,-1,67
"108913",.,.,.,.,.,.,90,100,100,88,82,88,.,.,.,.,.,.,70,75,75,64,72,63,80,-1,-1,-1,-1,-1,66,71,73,60,67,58,73,75,77,70,72,70,69,74,75,64,72,63,64,-1,58,64,-1,-1,54,57,66,45,51,44,67,75,74,59,72,56,56,59,64,49,60,44,33,36,41,26,31,26,84,88,88,78,94,77
"108914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,57,56,56,73,48,.,.,.,.,.,.,55,54,56,54,71,47,59,59,55,63,71,49,57,57,56,56,73,48,.,.,.,.,.,.,37,29,43,32,-1,39,54,55,58,48,75,46,44,44,45,43,55,36,34,57,32,22,67,-1,.,.,.,.,.,.
"108915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,74,70,59,66,60,.,.,.,.,.,.,65,74,70,57,66,60,74,78,78,72,68,68,65,74,70,58,66,59,.,.,.,.,.,.,43,54,56,31,45,28,57,71,62,48,64,53,46,55,56,37,46,38,15,-1,-1,12,-1,-1,80,.,-1,-1,-1,-1
"108916",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,87,89,77,73,90,.,.,.,.,.,.,82,87,89,76,71,89,86,89,91,82,75,93,83,87,89,77,73,90,.,.,.,.,.,.,76,80,86,68,56,86,80,86,88,72,72,87,76,80,85,68,57,87,48,56,60,36,40,52,95,-1,100,100,-1,-1
"109901",75,-1,83,83,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,84,74,90,85,72,88,.,.,.,.,.,.,76,58,84,79,63,80,89,79,92,91,74,100,88,-1,100,94,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,78,65,88,77,68,69,63,47,76,65,48,-1,42,-1,55,42,-1,-1,84,76,90,84,72,92
"109902",53,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,67,67,69,66,83,46,43,-1,-1,-1,.,-1,62,62,64,62,79,42,80,72,86,80,80,69,57,47,63,58,-1,50,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,55,63,54,53,87,-1,50,52,53,48,76,-1,13,-1,-1,-1,-1,-1,77,83,76,75,92,50
"109903",89,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,73,78,71,62,83,.,.,.,.,.,.,68,69,71,67,54,82,79,78,83,80,67,79,75,87,84,67,62,-1,100,-1,-1,-1,.,.,-1,.,-1,-1,-1,-1,68,67,73,63,55,88,47,42,48,41,60,70,40,-1,44,35,55,-1,72,69,77,71,61,81
"109904",67,-1,65,71,-1,-1,100,-1,-1,-1,.,.,.,.,.,.,.,.,69,78,66,69,68,62,49,52,42,55,54,42,66,77,63,65,68,56,72,80,67,75,69,69,69,80,68,68,72,60,-1,.,-1,-1,.,.,40,50,42,36,64,21,65,76,65,63,68,54,50,65,48,50,51,34,38,47,37,38,35,32,77,87,73,80,69,77
"109905",-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,87,83,72,68,85,65,67,83,59,46,-1,76,78,85,72,58,87,79,90,84,74,71,86,82,92,81,81,83,73,-1,.,.,-1,.,.,100,-1,-1,-1,.,.,76,83,82,69,65,85,56,61,67,47,43,67,53,-1,54,63,-1,-1,80,91,84,73,73,88
"109907",74,86,67,80,-1,-1,75,-1,-1,-1,-1,-1,.,.,.,.,.,.,78,86,77,77,79,78,65,83,55,63,79,-1,74,82,73,73,74,71,82,90,81,80,81,80,81,83,83,78,76,86,100,-1,-1,-1,-1,.,75,77,78,76,-1,75,75,82,73,75,77,76,70,79,68,66,71,74,56,75,41,58,61,-1,79,87,76,78,81,76
"109908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,57,82,82,-1,75,-1,.,-1,-1,.,.,76,54,82,85,-1,85,84,-1,85,90,-1,75,81,60,83,92,-1,88,.,.,.,.,.,.,64,-1,75,75,-1,-1,70,-1,79,76,-1,75,63,45,71,71,-1,60,46,-1,60,50,-1,-1,69,-1,82,73,-1,63
"109910",58,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,70,83,74,63,70,67,33,-1,-1,-1,-1,-1,68,83,73,62,60,67,73,91,75,74,45,71,77,89,86,73,-1,75,.,.,.,.,.,.,75,-1,78,78,-1,-1,68,80,73,55,82,60,52,-1,59,42,67,-1,54,-1,67,43,-1,-1,73,85,81,62,76,69
"109911",72,100,69,70,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,82,74,75,77,65,49,67,49,52,-1,-1,69,79,67,70,72,54,77,83,74,79,76,77,68,75,68,67,85,52,74,-1,-1,-1,-1,-1,43,-1,43,49,-1,36,72,81,74,71,78,50,60,69,59,60,62,43,33,48,28,31,46,25,79,84,78,79,78,71
"109912",88,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,82,82,85,81,76,79,-1,.,.,.,-1,.,79,75,83,77,75,80,84,79,88,86,57,88,75,83,79,71,-1,-1,.,.,.,.,.,.,65,-1,-1,-1,-1,-1,80,87,82,76,89,71,67,67,75,65,53,59,41,-1,46,47,-1,-1,84,82,86,84,76,82
"109913",75,-1,-1,83,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,78,82,77,80,75,-1,-1,-1,-1,-1,.,74,68,78,74,71,76,78,70,81,80,64,81,78,75,79,87,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,.,80,84,83,75,93,68,68,59,75,68,68,68,59,75,59,58,-1,-1,80,81,82,77,83,75
"109914",91,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,76,79,85,69,71,74,-1,.,.,-1,-1,.,76,81,85,69,74,76,80,71,95,75,69,73,72,80,77,72,73,-1,.,.,.,.,.,.,26,-1,-1,-1,-1,-1,73,83,78,64,72,75,51,56,67,45,-1,-1,56,-1,67,48,71,-1,77,77,88,68,68,88
"110901",50,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,60,70,64,54,71,52,54,-1,60,-1,-1,-1,55,69,60,48,72,42,58,65,62,54,67,47,58,63,62,53,68,55,.,.,.,.,.,.,-1,.,-1,-1,.,-1,62,74,66,54,75,58,42,53,49,33,50,33,18,-1,-1,-1,-1,-1,71,90,73,67,-1,-1
"110902",88,-1,89,90,-1,-1,91,.,-1,-1,-1,-1,-1,.,-1,-1,.,-1,72,77,75,69,75,62,57,58,61,53,62,60,66,70,69,62,68,56,74,75,74,74,73,71,68,73,73,65,70,58,63,-1,-1,-1,-1,.,52,69,64,42,42,38,70,78,76,65,76,53,55,61,60,52,61,41,42,43,48,38,46,35,84,88,84,84,87,74
"110905",-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,71,72,82,71,94,-1,-1,-1,-1,-1,.,65,58,54,74,67,83,78,63,75,91,64,92,65,57,52,75,71,80,100,-1,-1,-1,.,.,56,-1,-1,-1,.,.,75,83,69,73,82,95,51,39,46,61,46,-1,24,-1,-1,-1,-1,-1,85,80,87,86,73,100
"110906",89,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,66,61,70,68,73,49,38,-1,-1,-1,-1,-1,60,51,65,60,75,44,66,47,71,71,61,59,62,55,67,62,71,45,-1,-1,-1,-1,-1,.,51,-1,69,46,-1,-1,67,74,70,66,81,40,50,42,58,53,58,17,24,24,33,22,-1,-1,73,69,75,76,78,53
"110907",-1,-1,-1,-1,.,.,-1,.,-1,-1,.,.,.,.,.,.,.,.,90,89,94,89,81,90,-1,-1,-1,-1,.,.,84,76,91,82,71,82,92,91,97,93,75,92,87,86,93,85,74,84,100,-1,-1,-1,-1,.,76,-1,80,73,.,-1,88,88,92,86,85,88,78,73,86,79,60,69,54,-1,70,47,-1,83,95,92,97,97,87,100
"110908",-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,88,87,84,81,87,100,-1,-1,-1,.,-1,81,100,77,77,100,71,89,81,91,93,76,100,78,100,78,71,88,70,.,.,.,.,.,.,100,-1,-1,-1,.,.,83,94,85,78,-1,75,74,88,73,71,-1,-1,-1,-1,-1,-1,-1,-1,90,76,94,93,77,100
"111901",74,71,78,71,81,64,95,100,94,95,90,100,75,-1,-1,-1,-1,.,76,83,77,74,77,66,61,71,50,63,-1,-1,65,75,68,63,65,56,79,84,78,80,75,76,68,74,72,65,68,61,66,80,75,60,75,-1,57,61,67,51,52,38,72,81,76,69,78,58,57,68,61,53,54,38,43,52,46,40,40,31,78,86,79,77,79,68
"111902",55,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,82,74,86,86,69,84,-1,.,-1,-1,-1,-1,77,68,80,83,55,77,80,59,84,84,65,91,76,-1,81,81,71,100,.,.,.,.,.,.,75,-1,100,75,-1,-1,85,89,88,88,72,77,65,55,71,70,50,-1,46,-1,50,47,-1,-1,84,80,86,87,69,84
"111903",-1,-1,-1,-1,.,.,88,-1,-1,-1,-1,.,.,.,.,.,.,.,83,91,85,81,81,73,-1,-1,-1,-1,.,-1,75,89,78,72,69,64,84,91,84,84,77,80,78,93,91,68,63,60,-1,.,-1,-1,.,.,56,-1,89,-1,-1,-1,82,92,85,79,85,68,62,87,62,59,70,33,57,65,61,43,67,78,84,91,84,83,83,76
"112901",75,57,78,74,82,83,93,-1,95,90,-1,100,.,.,.,.,.,.,75,75,78,73,77,69,56,56,55,57,63,43,67,66,72,65,69,61,78,75,81,78,77,77,72,69,77,69,71,68,67,-1,-1,67,-1,.,62,53,72,55,47,68,72,75,74,69,78,61,57,56,61,54,58,52,27,28,34,21,33,14,80,82,82,79,83,73
"112905",-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,70,67,61,75,83,69,45,-1,-1,-1,-1,.,67,71,57,73,77,63,76,69,68,81,85,82,70,73,71,70,-1,-1,78,-1,-1,-1,-1,.,64,-1,-1,-1,-1,.,64,65,53,69,82,57,57,51,45,64,74,54,22,-1,-1,23,50,-1,70,71,59,76,84,71
