DISTRICT,DA311TA10R,DA311TA11R,DA311TC10R,DA311TC11R,DA311TM10R,DA311TM11R,DA311TR10R,DA311TR11R,DA311TS10R,DA311TS11R,DA311TW10R,DA311TW11R,DB311TA10R,DB311TA11R,DB311TC10R,DB311TC11R,DB311TM10R,DB311TM11R,DB311TR10R,DB311TR11R,DB311TS10R,DB311TS11R,DB311TW10R,DB311TW11R,DE311TA10R,DE311TA11R,DE311TC10R,DE311TC11R,DE311TM10R,DE311TM11R,DE311TR10R,DE311TR11R,DE311TS10R,DE311TS11R,DE311TW10R,DE311TW11R,DF311TA10R,DF311TA11R,DF311TC10R,DF311TC11R,DF311TM10R,DF311TM11R,DF311TR10R,DF311TR11R,DF311TS10R,DF311TS11R,DF311TW10R,DF311TW11R,DH311TA10R,DH311TA11R,DH311TC10R,DH311TC11R,DH311TM10R,DH311TM11R,DH311TR10R,DH311TR11R,DH311TS10R,DH311TS11R,DH311TW10R,DH311TW11R,DI311TA10R,DI311TA11R,DI311TC10R,DI311TC11R,DI311TM10R,DI311TM11R,DI311TR10R,DI311TR11R,DI311TS10R,DI311TS11R,DI311TW10R,DI311TW11R,DL311TA10R,DL311TA11R,DL311TC10R,DL311TC11R,DL311TM10R,DL311TM11R,DL311TR10R,DL311TR11R,DL311TS10R,DL311TS11R,DL311TW10R,DL311TW11R,DM311TA10R,DM311TA11R,DM311TC10R,DM311TC11R,DM311TM10R,DM311TM11R,DM311TR10R,DM311TR11R,DM311TS10R,DM311TS11R,DM311TW10R,DM311TW11R,DR311TA10R,DR311TA11R,DR311TC10R,DR311TC11R,DR311TM10R,DR311TM11R,DR311TR10R,DR311TR11R,DR311TS10R,DR311TS11R,DR311TW10R,DR311TW11R,DS311TA10R,DS311TA11R,DS311TC10R,DS311TC11R,DS311TM10R,DS311TM11R,DS311TR10R,DS311TR11R,DS311TS10R,DS311TS11R,DS311TW10R,DS311TW11R,DW311TA10R,DW311TA11R,DW311TC10R,DW311TC11R,DW311TM10R,DW311TM11R,DW311TR10R,DW311TR11R,DW311TS10R,DW311TS11R,DW311TW10R,DW311TW11R,D2311TA10R,D2311TA11R,D2311TC10R,D2311TC11R,D2311TM10R,D2311TM11R,D2311TR10R,D2311TR11R,D2311TS10R,D2311TS11R,D2311TW10R,D2311TW11R,D3311TA10R,D3311TA11R,D3311TC10R,D3311TC11R,D3311TM10R,D3311TM11R,D3311TR10R,D3311TR11R,D3311TS10R,D3311TS11R,D3311TW10R,D3311TW11R,D4311TA10R,D4311TA11R,D4311TC10R,D4311TC11R,D4311TM10R,D4311TM11R,D4311TR10R,D4311TR11R,D4311TS10R,D4311TS11R,D4311TW10R,D4311TW11R
"007901",55,49,71,59,71,60,76,75,84,83,91,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,45,70,56,68,54,75,71,85,76,90,60,58,52,66,52,75,65,78,76,83,81,95,74,53,47,69,56,70,59,74,73,82,81,91,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,43,13,63,29,35,45,-1,33,-1,20,53,46,76,65,68,55,75,73,84,84,88,52,37,21,61,41,57,38,65,59,80,80,87,44,30,18,55,36,54,36,67,57,50,75,57,-1,70,71,85,86,77,71,91,93,94,-4,90,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"007902",75,73,82,79,83,84,90,90,90,94,97,97,71,-4,-1,-1,71,-4,86,-4,-1,-1,-1,-1,67,66,76,76,78,80,88,86,88,91,95,96,78,73,79,78,86,84,92,92,91,94,99,-4,69,66,76,73,78,79,89,88,86,91,97,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,36,-1,-1,67,64,60,80,-1,-1,-1,-1,71,73,85,81,79,84,89,87,90,93,94,95,51,47,63,56,66,69,79,79,81,85,94,97,41,46,43,52,63,67,68,83,63,84,81,92,83,84,92,89,89,91,93,93,98,98,96,96,-1,73,-1,-1,-1,91,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"007904",66,65,78,75,75,79,86,84,96,96,92,84,70,70,-1,-1,80,80,80,89,-1,-1,-1,-1,59,58,71,66,71,75,83,80,94,95,90,82,67,66,76,71,76,80,88,87,97,97,94,93,62,62,74,70,72,76,84,83,95,96,92,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,50,52,31,72,80,72,65,75,40,73,62,65,64,80,79,74,78,84,82,95,95,89,75,47,43,65,56,62,65,77,72,93,94,86,73,47,40,54,45,63,61,70,72,82,80,79,55,77,77,88,90,84,87,92,88,99,99,92,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"007905",75,73,78,78,84,84,89,88,88,90,94,91,50,-1,-1,-1,67,-1,83,-1,-1,-1,-1,-1,68,64,72,71,79,79,85,84,84,86,92,87,78,75,77,78,85,85,92,91,89,90,97,97,69,67,73,73,80,81,86,85,84,87,93,88,-1,88,-1,-4,-1,-4,-1,88,-1,-1,-1,-1,61,51,85,67,83,80,70,63,-1,-1,91,80,71,70,79,78,82,82,86,84,87,90,89,84,49,45,56,56,66,66,76,73,76,79,88,78,30,36,47,48,54,58,60,62,62,62,88,75,86,85,89,89,92,90,95,95,96,96,95,97,-1,77,-1,78,-1,85,-1,-4,-1,-4,-1,-1,-1,83,-1,-1,-1,-4,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"007906",62,65,69,69,75,78,86,85,85,87,84,88,57,-1,-1,-1,86,-1,71,-1,-1,-1,-1,-1,58,62,65,64,73,75,84,84,83,84,81,86,65,66,64,68,77,77,89,88,88,86,93,93,59,63,66,66,73,76,85,84,83,85,83,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,53,36,50,71,85,60,62,67,54,86,77,60,63,73,70,73,78,83,82,83,88,75,84,45,46,54,50,63,64,80,76,79,81,72,79,37,46,39,46,58,68,74,71,50,63,29,65,83,78,85,84,90,87,94,93,96,95,95,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"008901",82,84,87,90,89,90,93,94,94,96,95,94,67,59,72,66,80,77,89,87,90,82,91,90,72,74,77,80,84,85,89,88,89,92,92,89,82,86,85,91,89,91,95,95,95,96,99,96,74,77,76,85,86,87,87,89,89,95,92,90,80,-1,80,-1,-4,-1,-4,-1,-4,-1,-1,-1,64,64,63,64,83,86,78,71,79,73,93,85,82,83,90,89,90,90,92,93,94,96,91,91,61,64,72,75,75,78,84,84,88,91,92,86,44,47,67,62,63,65,70,75,74,76,70,80,88,91,94,95,92,94,96,97,97,98,98,96,-1,90,-1,94,-1,97,-1,-4,-1,-4,-1,-1,-1,80,-1,-1,-1,-4,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"008902",75,75,85,84,82,84,89,87,96,98,91,87,51,54,70,71,63,67,81,73,91,99,86,68,66,67,79,79,76,78,84,81,93,97,88,82,75,76,82,80,82,84,91,88,95,98,92,92,72,71,82,81,81,80,87,85,94,97,92,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,46,61,48,65,65,59,57,68,93,78,71,75,75,88,87,83,84,87,86,97,98,89,83,49,48,68,63,64,65,77,72,92,96,79,76,43,43,63,59,63,61,73,72,82,90,63,63,84,85,92,90,89,92,93,93,98,99,90,93,-1,65,-1,86,-1,70,-1,90,-1,-4,-1,-4,-1,83,-1,-1,-1,83,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"008903",82,79,91,87,86,87,94,89,99,97,94,88,71,69,87,69,72,77,94,86,-4,86,-4,82,74,70,86,79,81,80,92,84,-4,94,94,79,82,83,91,89,86,89,94,92,99,-4,97,92,80,75,91,82,85,85,91,86,97,98,95,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,34,75,-1,72,59,72,55,-1,-1,88,50,82,76,91,85,86,85,93,87,99,95,92,85,61,54,77,69,70,69,85,74,96,91,89,75,49,38,71,44,61,60,76,60,83,75,86,67,87,87,92,97,91,92,96,94,-4,-4,92,98,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"009901",74,73,76,79,86,89,89,88,91,95,93,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,72,76,83,87,87,87,90,94,92,92,76,72,72,73,86,90,91,88,91,93,98,94,70,69,71,76,83,87,87,86,89,94,92,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,56,47,61,78,86,75,72,74,63,80,78,72,74,80,85,85,87,87,88,91,97,87,88,54,53,54,62,74,80,81,80,84,90,87,85,57,57,48,64,82,79,79,82,83,84,83,83,91,90,96,94,94,95,98,96,98,-4,95,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"010901",83,81,91,84,90,90,94,93,99,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,73,92,70,88,87,93,89,98,88,-4,-4,88,83,89,85,93,89,99,96,97,97,-4,-4,68,61,94,63,78,81,87,83,91,88,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,25,-1,20,17,63,80,63,-1,60,-1,-1,78,80,93,83,87,92,90,90,-4,93,-4,-4,67,69,83,63,83,86,87,87,97,90,-4,-4,63,59,69,57,82,84,88,84,92,64,-1,-4,87,86,91,89,93,92,97,95,-4,97,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"010902",80,80,90,88,86,86,92,92,96,96,96,93,86,67,-1,-1,-4,83,83,67,-1,-1,-1,-1,74,72,85,83,81,81,89,88,93,95,94,89,81,82,89,88,87,88,94,94,97,97,99,96,72,72,86,78,80,82,86,89,94,94,91,89,71,83,-1,-4,67,92,83,-4,-1,-1,-1,-1,31,52,33,36,50,61,58,78,80,89,71,87,80,77,92,89,85,85,90,90,96,96,93,90,58,58,79,79,69,70,82,82,92,92,86,85,52,48,74,71,66,65,80,77,83,82,92,71,83,83,91,92,88,88,94,93,97,97,97,94,-1,73,-1,92,-1,84,-1,85,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011901",69,70,78,77,79,80,87,87,94,94,86,88,58,60,67,67,69,72,85,83,89,88,81,91,61,63,70,70,74,75,83,83,91,92,84,85,70,70,75,75,79,78,89,89,95,95,90,92,61,62,69,68,74,75,82,82,92,92,85,85,71,75,67,58,81,81,82,94,80,90,-1,90,42,43,41,39,64,65,63,64,77,71,73,80,68,69,81,79,79,81,85,85,94,94,83,84,50,50,63,62,64,65,78,77,90,90,79,78,37,44,51,49,56,63,67,71,76,80,57,62,79,80,88,89,85,86,93,92,97,97,89,91,-1,77,-1,83,-1,83,-1,89,-1,-4,-1,86,-1,92,-1,88,-1,96,-1,-4,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011902",63,66,72,70,72,77,83,84,91,91,84,86,52,54,64,58,66,67,78,83,84,79,81,84,55,59,65,63,67,73,78,80,88,88,82,84,65,68,71,68,73,79,86,88,92,92,88,92,57,60,64,64,69,74,79,79,88,90,83,84,-4,80,-1,-1,-4,-4,-4,80,-1,-1,-1,-1,42,46,45,33,59,65,59,59,67,53,74,80,61,64,74,74,72,75,81,80,90,90,80,80,42,47,58,54,57,64,73,73,86,86,75,77,36,41,40,39,55,61,67,69,63,60,62,63,76,78,87,83,81,85,92,92,96,97,88,90,-1,79,-1,82,-1,88,-1,95,-1,-4,-1,-4,-1,73,-1,75,-1,91,-1,82,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011904",77,77,86,86,84,86,91,91,92,95,89,81,55,59,63,69,72,69,75,88,71,92,75,85,67,69,81,79,78,81,87,87,88,92,84,76,77,80,80,86,85,88,92,93,89,96,94,88,67,68,81,77,76,80,85,84,88,86,89,79,89,90,88,83,89,-4,-4,90,-4,-4,-1,-1,42,43,44,44,58,60,68,50,60,-1,63,73,76,74,92,86,83,84,90,89,94,94,84,74,50,54,66,67,63,69,79,80,81,86,77,71,46,47,63,59,54,68,74,80,62,76,60,62,82,82,90,91,88,90,94,94,95,98,91,83,-1,77,-1,-4,-1,91,-1,95,-1,-4,-1,50,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011905",77,68,97,70,82,82,87,80,-4,82,87,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,68,96,67,80,83,86,79,-4,80,83,84,76,71,93,71,82,80,82,80,-4,-4,88,85,69,67,93,64,80,88,80,76,-4,-1,70,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,57,-1,67,76,86,71,67,-1,-1,80,88,78,66,-4,69,82,83,92,80,-4,67,85,88,67,56,94,65,74,77,79,68,-4,71,85,79,69,55,-1,-1,69,70,85,70,-1,-1,60,-1,81,67,-4,71,83,76,91,83,-4,-4,94,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"012901",89,93,94,95,93,96,97,96,-4,-4,95,-4,85,-4,-1,-4,85,-4,92,-4,-1,-1,-4,-1,81,88,88,92,88,94,94,94,-4,-4,90,-4,91,93,92,96,94,96,98,97,-4,-4,97,-4,82,84,92,88,89,96,92,91,-4,-4,94,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,92,96,94,92,97,95,96,-4,-4,92,-4,76,83,86,88,83,91,93,91,-4,-4,91,-4,81,84,86,88,89,90,-4,97,-4,-4,83,-4,90,94,94,96,95,96,98,98,-4,-4,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013801",91,93,-4,98,95,97,98,97,-1,-1,91,-4,-4,80,-1,-1,-4,80,-4,-4,-1,-1,-1,-1,90,94,-4,-4,93,97,97,97,-1,-1,92,-4,94,93,-4,-4,95,96,99,96,-1,-1,96,-4,91,93,-4,97,93,97,98,97,-1,-1,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,93,-4,95,95,97,96,97,-1,-1,84,-4,85,91,-4,-4,88,95,96,95,-1,-1,90,-4,90,80,-4,90,93,96,97,88,-1,-1,-4,-1,92,96,-1,-4,-4,-4,96,96,-1,-1,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013901",61,60,72,69,70,69,84,84,89,87,91,90,58,50,50,60,63,58,93,91,94,80,-4,-4,56,56,65,65,67,67,81,81,86,83,89,89,62,62,69,67,71,70,87,87,89,86,96,96,58,58,68,65,68,67,83,82,88,86,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,24,43,40,50,44,58,50,17,-1,71,67,60,58,74,71,69,67,82,80,90,88,87,85,38,37,54,51,50,49,73,72,81,79,85,83,41,40,51,41,58,57,71,69,62,51,79,65,74,74,88,90,80,80,90,89,94,94,96,89,-1,75,-1,-1,-1,75,-1,88,-1,-1,-1,-1,-1,83,-1,-1,-1,83,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013902",79,80,92,84,85,86,93,93,-1,-4,87,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,77,91,83,86,84,94,93,-1,-4,89,92,84,84,83,79,90,90,-4,96,-1,-1,83,-4,80,79,90,79,83,84,95,94,-1,-1,-4,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,74,-4,91,80,79,87,88,-1,-4,91,80,62,62,-1,73,65,76,88,85,-1,-1,85,-4,-1,75,-1,-1,-1,75,-1,88,-1,-1,-1,-1,76,80,-1,90,90,90,90,90,-1,-1,73,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013903",73,79,75,83,87,87,91,95,92,90,97,-4,-1,60,-1,-1,-1,60,-1,80,-1,-1,-1,-1,66,75,65,76,82,85,88,94,86,86,98,-4,71,81,74,84,82,88,93,98,93,96,97,-4,64,74,67,77,85,85,87,94,90,84,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,76,75,81,91,86,88,93,91,83,96,-4,56,64,61,76,79,78,82,90,85,82,97,-4,49,62,47,65,79,76,82,95,67,68,91,-4,86,86,84,88,90,92,97,97,94,95,96,-4,-1,83,-1,-1,-1,83,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013905",83,90,88,95,88,95,96,97,92,99,98,98,86,60,-1,-1,86,60,-4,80,-1,-1,-1,-1,79,89,84,93,84,94,95,96,89,99,-4,98,83,88,87,92,88,95,97,95,95,-4,-4,99,78,87,82,93,84,93,95,96,89,99,98,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,86,-1,-1,73,-4,73,-4,-1,-1,-1,-1,83,93,89,98,88,94,96,98,90,99,96,98,69,80,76,89,78,91,93,94,88,99,98,96,57,76,65,90,70,86,88,90,66,94,88,94,93,96,98,98,94,98,98,99,98,-4,-4,98,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014801",25,33,45,43,33,42,74,66,76,80,-1,-1,14,29,30,41,27,31,71,55,74,73,-1,-1,25,33,44,43,31,45,75,66,76,86,-1,-1,24,34,45,35,31,44,70,79,82,86,-1,-1,27,44,33,30,25,53,80,83,75,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,32,44,52,37,40,79,53,67,74,-1,-1,26,32,46,43,32,38,74,64,78,78,-1,-1,14,14,22,-3,31,17,62,36,67,63,-1,-1,37,40,90,58,50,50,74,73,80,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014802",52,57,57,67,70,41,88,68,90,82,-1,-1,50,44,57,40,67,27,80,57,86,71,-1,-1,36,58,50,-1,46,-3,86,79,83,-1,-1,-1,44,67,47,-1,63,40,88,80,87,-1,-1,-1,14,57,17,-1,50,-1,86,80,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,52,83,57,86,42,89,60,-4,75,-1,-1,50,57,55,67,68,41,88,68,90,82,-1,-1,-1,-3,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,88,-4,88,-1,88,-1,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014803",43,59,63,71,47,72,80,88,75,88,88,86,27,37,29,56,40,53,67,79,-1,88,80,60,45,54,55,70,47,69,78,84,77,87,83,80,47,56,54,55,44,74,86,92,88,75,-4,-4,22,67,-1,50,13,83,67,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,62,71,93,48,69,74,84,67,-4,71,75,42,53,61,67,45,68,78,86,69,84,93,82,46,57,50,60,62,75,85,86,50,60,-1,-1,54,66,83,83,57,75,89,93,88,92,90,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014804",56,69,60,79,70,76,85,90,79,98,43,89,29,-1,50,-1,43,-1,64,-1,-1,-1,-1,-1,39,65,25,-1,59,75,77,87,56,-1,43,80,54,70,65,70,62,77,88,91,81,96,-1,93,44,63,50,65,76,73,89,95,88,94,-1,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,67,57,89,75,74,84,89,77,-4,50,83,45,52,52,64,60,61,79,86,72,-4,43,-1,39,18,10,60,62,27,81,73,38,-4,-1,-1,65,70,65,81,74,76,89,89,74,99,-1,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014901",85,86,90,91,90,90,94,95,-4,97,96,91,75,88,-4,83,75,-4,88,-4,-1,-4,-4,-1,78,76,85,84,85,83,91,92,99,94,91,82,84,87,86,92,89,90,95,97,99,98,97,96,75,76,78,81,83,84,91,93,-4,96,88,90,83,67,-1,-1,83,83,-4,83,-1,-1,-1,-1,-1,58,-1,-1,-1,67,-1,75,-1,-1,-1,-1,86,84,94,91,90,90,94,93,-4,96,95,88,63,61,80,69,74,71,85,86,-4,88,85,82,50,51,69,70,63,65,74,80,94,81,69,63,88,89,93,93,92,92,95,96,99,97,97,93,-1,72,-1,-4,-1,94,-1,78,-1,-4,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014902",58,64,66,72,70,76,82,81,85,90,83,81,60,77,86,80,73,77,77,91,82,-4,-1,83,54,62,58,67,68,74,79,78,85,87,76,80,66,67,66,75,77,80,87,88,92,90,91,81,56,62,59,68,68,75,82,80,86,92,88,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,33,30,50,52,57,59,53,71,60,71,67,50,61,65,69,64,73,77,75,80,89,76,82,38,51,47,64,57,66,73,71,76,88,63,87,33,58,50,64,46,68,78,88,75,92,-1,63,63,63,71,81,75,80,86,80,85,83,80,78,-1,80,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014903",81,80,87,88,88,88,92,92,96,97,93,91,69,69,77,78,78,79,89,91,96,96,90,90,71,70,77,81,82,82,87,86,93,95,89,86,81,81,85,87,88,88,94,93,96,97,95,94,72,71,77,80,82,83,86,86,93,95,90,85,82,82,81,86,89,93,94,91,95,-4,89,-4,43,47,46,55,65,68,65,66,80,92,78,73,81,80,89,90,88,88,91,91,96,97,91,89,62,61,70,75,75,75,84,83,91,93,86,81,65,68,70,80,80,84,86,89,83,89,84,81,86,86,92,93,92,91,95,95,98,98,95,94,-1,83,-1,92,-1,92,-1,90,-1,-4,-1,97,-1,95,-1,90,-1,99,-1,99,-1,-4,-1,-4,-1,82,-1,-1,-1,91,-1,-4,-1,-1,-1,-1
"014905",83,84,90,94,92,91,92,94,98,98,98,95,57,73,75,86,76,80,76,93,-4,-4,89,-1,79,79,87,91,89,88,91,92,96,96,97,95,84,84,87,94,91,89,95,95,96,-4,98,94,74,74,78,91,87,83,93,88,97,98,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,50,-1,-1,67,60,83,80,-1,-1,-1,-1,82,85,93,95,92,93,89,93,-4,97,98,95,62,66,80,89,80,79,81,83,92,95,94,92,71,72,81,86,96,90,86,90,91,92,-4,-1,88,91,97,96,95,95,93,98,98,99,99,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014906",73,73,81,82,81,81,90,89,94,93,92,91,67,66,75,75,76,75,88,87,92,91,92,90,67,67,74,77,77,77,87,86,91,91,90,88,74,74,79,80,82,81,92,92,94,94,96,94,73,72,81,80,81,81,90,89,94,93,93,92,77,69,85,80,83,77,93,87,93,97,88,91,58,57,56,58,71,74,77,76,78,76,88,83,72,72,83,83,81,81,88,87,94,93,89,88,54,53,68,69,67,66,83,82,90,89,86,84,47,48,59,60,61,63,76,75,78,77,74,73,80,80,89,90,86,87,93,92,96,96,92,91,-1,78,-1,86,-1,86,-1,92,-1,96,-1,93,-1,84,-1,89,-1,91,-1,93,-1,99,-1,96,-1,73,-1,77,-1,81,-1,86,-1,88,-1,89
"014907",78,76,86,90,85,82,94,89,96,95,94,91,80,60,-1,63,90,73,-4,87,-1,-4,-1,-1,64,64,76,81,76,74,89,84,93,94,91,89,84,76,90,89,89,82,96,91,98,97,98,95,68,64,82,80,78,75,91,80,98,92,96,89,60,43,-1,-1,-4,57,60,71,-1,-1,-1,-1,36,9,-1,67,73,45,64,36,-1,-1,80,-1,73,75,83,91,82,81,93,88,95,94,90,87,54,47,71,75,67,60,88,75,95,89,81,84,30,43,46,68,52,53,81,74,91,77,55,73,82,80,88,94,87,84,96,92,96,97,95,93,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
