DISTRICT,DD200A001217R,DD200A001317R,DD200A001S17R,DD200AC01217R,DD200AC01317R,DD200AC01S17R,DD200AM01217R,DD200AM01317R,DD200AM01S17R,DD200AR01217R,DD200AR01317R,DD200AR01S17R,DD200AS01217R,DD200AS01317R,DD200AS01S17R,DD200AW01217R,DD200AW01317R,DD200AW01S17R,DD300A001217R,DD300A001317R,DD300A001S17R,DD300AC01217R,DD300AC01317R,DD300AC01S17R,DD300AM01217R,DD300AM01317R,DD300AM01S17R,DD300AR01217R,DD300AR01317R,DD300AR01S17R,DD300AS01217R,DD300AS01317R,DD300AS01S17R,DD300AW01217R,DD300AW01317R,DD300AW01S17R,DD400A001217R,DD400A001317R,DD400A001S17R,DD400AC01217R,DD400AC01317R,DD400AC01S17R,DD400AM01217R,DD400AM01317R,DD400AM01S17R,DD400AR01217R,DD400AR01317R,DD400AR01S17R,DD400AS01217R,DD400AS01317R,DD400AS01S17R,DD400AW01217R,DD400AW01317R,DD400AW01S17R,DDA00A001217R,DDA00A001317R,DDA00A001S17R,DDA00AC01217R,DDA00AC01317R,DDA00AC01S17R,DDA00AM01217R,DDA00AM01317R,DDA00AM01S17R,DDA00AR01217R,DDA00AR01317R,DDA00AR01S17R,DDA00AS01217R,DDA00AS01317R,DDA00AS01S17R,DDA00AW01217R,DDA00AW01317R,DDA00AW01S17R,DDB00A001217R,DDB00A001317R,DDB00A001S17R,DDB00AC01217R,DDB00AC01317R,DDB00AC01S17R,DDB00AM01217R,DDB00AM01317R,DDB00AM01S17R,DDB00AR01217R,DDB00AR01317R,DDB00AR01S17R,DDB00AS01217R,DDB00AS01317R,DDB00AS01S17R,DDB00AW01217R,DDB00AW01317R,DDB00AW01S17R,DDE00A001217R,DDE00A001317R,DDE00A001S17R,DDE00AC01217R,DDE00AC01317R,DDE00AC01S17R,DDE00AM01217R,DDE00AM01317R,DDE00AM01S17R,DDE00AR01217R,DDE00AR01317R,DDE00AR01S17R,DDE00AS01217R,DDE00AS01317R,DDE00AS01S17R,DDE00AW01217R,DDE00AW01317R,DDE00AW01S17R,DDF00A001217R,DDF00A001317R,DDF00A001S17R,DDF00AC01217R,DDF00AC01317R,DDF00AC01S17R,DDF00AM01217R,DDF00AM01317R,DDF00AM01S17R,DDF00AR01217R,DDF00AR01317R,DDF00AR01S17R,DDF00AS01217R,DDF00AS01317R,DDF00AS01S17R,DDF00AW01217R,DDF00AW01317R,DDF00AW01S17R,DDH00A001217R,DDH00A001317R,DDH00A001S17R,DDH00AC01217R,DDH00AC01317R,DDH00AC01S17R,DDH00AM01217R,DDH00AM01317R,DDH00AM01S17R,DDH00AR01217R,DDH00AR01317R,DDH00AR01S17R,DDH00AS01217R,DDH00AS01317R,DDH00AS01S17R,DDH00AW01217R,DDH00AW01317R,DDH00AW01S17R,DDI00A001217R,DDI00A001317R,DDI00A001S17R,DDI00AC01217R,DDI00AC01317R,DDI00AC01S17R,DDI00AM01217R,DDI00AM01317R,DDI00AM01S17R,DDI00AR01217R,DDI00AR01317R,DDI00AR01S17R,DDI00AS01217R,DDI00AS01317R,DDI00AS01S17R,DDI00AW01217R,DDI00AW01317R,DDI00AW01S17R,DDL00A001217R,DDL00A001317R,DDL00A001S17R,DDL00AC01217R,DDL00AC01317R,DDL00AC01S17R,DDL00AM01217R,DDL00AM01317R,DDL00AM01S17R,DDL00AR01217R,DDL00AR01317R,DDL00AR01S17R,DDL00AS01217R,DDL00AS01317R,DDL00AS01S17R,DDL00AW01217R,DDL00AW01317R,DDL00AW01S17R,DDM00A001217R,DDM00A001317R,DDM00A001S17R,DDM00AC01217R,DDM00AC01317R,DDM00AC01S17R,DDM00AM01217R,DDM00AM01317R,DDM00AM01S17R,DDM00AR01217R,DDM00AR01317R,DDM00AR01S17R,DDM00AS01217R,DDM00AS01317R,DDM00AS01S17R,DDM00AW01217R,DDM00AW01317R,DDM00AW01S17R,DDR00A001217R,DDR00A001317R,DDR00A001S17R,DDR00AC01217R,DDR00AC01317R,DDR00AC01S17R,DDR00AM01217R,DDR00AM01317R,DDR00AM01S17R,DDR00AR01217R,DDR00AR01317R,DDR00AR01S17R,DDR00AS01217R,DDR00AS01317R,DDR00AS01S17R,DDR00AW01217R,DDR00AW01317R,DDR00AW01S17R,DDS00A001217R,DDS00A001317R,DDS00A001S17R,DDS00AC01217R,DDS00AC01317R,DDS00AC01S17R,DDS00AM01217R,DDS00AM01317R,DDS00AM01S17R,DDS00AR01217R,DDS00AR01317R,DDS00AR01S17R,DDS00AS01217R,DDS00AS01317R,DDS00AS01S17R,DDS00AW01217R,DDS00AW01317R,DDS00AW01S17R,DDW00A001217R,DDW00A001317R,DDW00A001S17R,DDW00AC01217R,DDW00AC01317R,DDW00AC01S17R,DDW00AM01217R,DDW00AM01317R,DDW00AM01S17R,DDW00AR01217R,DDW00AR01317R,DDW00AR01S17R,DDW00AS01217R,DDW00AS01317R,DDW00AS01S17R,DDW00AW01217R,DDW00AW01317R,DDW00AW01S17R
"054903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,9,62,25,7,63,26,10,63,34,10,63,25,12,59,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,60,25,5,59,22,8,62,31,8,61,19,11,57,-1,-1,-1,34,11,68,-1,-1,-1,30,11,65,41,12,70,-1,-1,-1,-1,-1,-1,26,7,60,-1,-1,-1,24,8,59,31,8,61,20,10,59,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,7,58,24,8,60,23,9,62,28,7,56,-1,-1,-1,-1,-1,-1,15,1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,12,33,-1,-1,-1,-1,-1,-1,25,19,34,-1,-1,-1,-1,-1,-1,38,16,71,40,24,68,32,16,76,45,15,73,-1,-1,-1,-1,-1,-1
"055901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,28,10,58,25,5,51,27,13,61,29,10,57,31,13,56,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,9,52,-1,-1,-1,20,11,55,27,9,50,29,12,48,-1,-1,-1,30,11,63,-1,-1,-1,29,16,64,32,11,65,-1,-1,-1,-1,-1,-1,27,9,58,-1,-1,-1,26,12,61,27,9,56,31,12,56,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,10,55,-1,-1,-1,26,10,57,26,9,50,35,14,54,-1,-1,-1,12,2,44,-1,-1,-1,14,5,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,13,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"056901",27,17,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,13,69,39,13,74,41,15,75,35,12,65,37,16,72,25,5,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,8,61,28,9,65,33,10,70,25,7,56,27,6,65,-1,-1,-1,41,14,73,39,13,74,45,17,79,43,14,73,34,15,71,29,7,59,27,8,63,24,7,68,33,10,71,25,7,58,27,9,61,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,11,65,39,13,75,37,14,72,29,9,58,40,18,74,-1,-1,-1,13,3,50,12,3,55,17,4,61,11,3,44,19,5,51,-1,-1,-1,13,4,33,-1,-1,-1,-1,-1,-1,11,4,25,-1,-1,-1,-1,-1,-1,49,19,78,59,20,83,51,22,82,48,18,74,47,24,84,33,9,59
"056902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,11,70,-1,-1,-1,27,13,78,37,13,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,24,10,66,-1,-1,-1,24,11,78,31,11,62,-1,-1,-1,-1,-1,-1,32,13,78,-1,-1,-1,27,12,83,43,17,80,-1,-1,-1,-1,-1,-1,19,5,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,9,61,-1,-1,-1,27,14,73,31,9,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,21,78,-1,-1,-1,42,24,85,51,22,76,-1,-1,-1,-1,-1,-1
"057802",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,5,53,27,3,55,20,6,53,23,6,58,15,5,39,-1,-1,-1,16,3,46,-1,-1,-1,-1,-1,-1,18,4,51,-1,-1,-1,-1,-1,-1,22,5,52,-1,-1,-1,21,6,51,22,6,57,16,5,40,-1,-1,-1,24,5,54,-1,-1,-1,23,6,54,26,7,60,-1,-1,-1,-1,-1,-1,24,6,56,-1,-1,-1,25,7,58,25,6,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,6,58,-1,-1,-1,26,9,62,25,6,60,-1,-1,-1,-1,-1,-1,19,5,53,-1,-1,-1,18,6,53,20,5,57,-1,-1,-1,-1,-1,-1,18,3,50,-1,-1,-1,18,4,51,18,4,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"057803",54,25,83,67,29,92,43,27,81,61,24,84,81,31,94,-1,-1,-1,85,58,97,85,54,97,88,64,97,84,56,97,83,66,96,79,43,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,16,73,45,14,76,41,18,77,43,17,72,44,23,76,31,9,62,34,12,68,37,8,72,31,11,69,38,14,68,34,15,70,27,7,63,35,12,70,39,8,72,35,14,74,36,12,68,38,18,72,25,5,57,43,17,77,45,13,76,41,18,78,46,18,78,42,22,75,35,12,69,37,12,71,41,8,73,38,15,76,38,12,70,39,17,73,26,6,58,27,14,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,6,61,26,3,61,29,10,69,22,5,59,19,7,58,14,2,48,39,16,70,45,14,75,40,19,75,39,15,67,46,25,76,28,6,56,33,9,68,39,7,72,33,12,73,33,8,67,32,14,70,23,4,55,14,3,35,14,2,38,16,4,41,14,3,31,-1,-1,-1,-1,-1,-1,61,30,85,69,36,91,57,24,87,64,34,83,61,43,87,50,16,74
"057804",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,15,1,54,-1,-1,-1,10,1,64,13,0,37,23,4,79,.,.,.,12,1,50,-1,-1,-1,8,1,62,-1,-1,-1,18,2,72,.,.,.,14,1,53,-1,-1,-1,10,2,64,12,0,36,22,3,78,.,.,.,15,1,59,-1,-1,-1,12,2,69,15,0,42,20,3,79,.,.,.,15,1,56,-1,-1,-1,11,1,65,13,0,38,25,4,82,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,7,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,14,1,51,-1,-1,-1,8,1,60,11,0,34,27,4,80,.,.,.,14,1,54,-1,-1,-1,10,1,64,12,0,37,22,3,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,26,3,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"057805",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,18,59,.,.,.,-1,-1,-1,44,26,65,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,24,12,50,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,30,14,55,.,.,.,-1,-1,-1,41,23,64,.,.,.,.,.,.,21,10,48,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,46,25,67,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,75,42,92,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"057806",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,77,35,96,-1,-1,-1,75,63,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,10,59,21,7,55,26,10,61,28,12,61,23,10,58,24,3,55,20,7,50,-1,-1,-1,18,6,47,25,10,56,-1,-1,-1,-1,-1,-1,22,8,56,17,7,50,23,8,59,25,10,58,-1,-1,-1,21,2,51,26,10,60,19,7,52,25,9,60,29,14,62,22,9,60,30,4,62,24,8,58,21,7,55,24,9,61,25,9,58,18,5,57,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,16,5,49,-1,-1,-1,16,6,55,16,6,49,-1,-1,-1,-1,-1,-1,25,9,59,23,8,58,26,10,61,27,11,60,24,11,56,-1,-1,-1,12,3,47,-1,-1,-1,12,3,48,14,4,49,-1,-1,-1,-1,-1,-1,22,8,42,-1,-1,-1,25,10,46,22,7,40,-1,-1,-1,-1,-1,-1,43,22,76,28,13,67,42,16,75,45,31,78,43,33,71,59,19,89
"057807",45,18,69,56,24,79,34,11,66,50,26,71,-1,-1,-1,-1,-1,-1,69,34,94,-1,-1,-1,74,35,96,73,38,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,11,69,40,9,77,28,9,67,39,14,70,36,13,72,27,7,62,30,8,66,34,5,73,21,6,62,36,12,67,33,10,69,30,6,63,27,8,63,32,6,73,21,7,61,32,10,64,26,8,64,23,5,56,37,12,72,40,9,78,29,9,68,44,17,74,35,12,73,33,9,70,31,9,67,35,7,77,26,8,66,35,11,68,29,12,67,21,4,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,13,3,47,-1,-1,-1,14,4,50,14,3,47,-1,-1,-1,-1,-1,-1,31,9,66,39,9,76,26,8,65,35,11,66,37,14,71,21,4,54,14,2,53,19,1,65,9,1,50,18,2,52,18,4,58,-1,-1,-1,16,5,35,-1,-1,-1,17,6,34,16,4,30,-1,-1,-1,15,10,29,53,21,84,66,22,91,49,17,84,56,24,82,56,21,90,34,15,75
"057808",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,57,95,85,48,96,85,65,97,80,60,94,82,53,94,70,31,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,36,86,56,24,83,61,40,87,62,40,86,62,35,84,55,20,84,48,21,78,38,10,75,46,17,78,51,28,80,62,35,73,51,16,77,39,14,78,32,8,73,37,15,77,43,17,79,54,32,85,-1,-1,-1,60,36,85,52,23,83,61,39,85,64,42,87,60,36,85,53,20,82,39,15,78,32,5,74,37,15,76,43,19,79,53,30,88,-1,-1,-1,64,43,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,37,17,73,-1,-1,-1,42,22,76,36,18,72,-1,-1,-1,-1,-1,-1,60,35,87,61,25,83,62,40,89,59,38,86,64,33,82,57,20,87,43,21,76,42,13,73,46,26,78,41,21,76,64,39,88,30,7,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,40,98,-1,-1,-1,67,40,93,67,47,100,-1,-1,-1,-1,-1,-1
"057809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,18,82,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,19,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,46,21,92,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,25,79,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,29,75,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,19,81,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,4,62,-1,-1,-1,18,4,57,22,5,68,-1,-1,-1,-1,-1,-1,17,3,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,4,62,-1,-1,-1,19,4,58,22,5,68,-1,-1,-1,-1,-1,-1,24,3,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,5,67,-1,-1,-1,27,8,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,4,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,3,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,7,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"057813",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,13,69,38,13,65,38,16,75,32,14,67,18,10,56,26,5,62,22,9,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,13,68,38,13,65,37,16,74,31,13,66,16,9,56,25,5,61,35,14,71,36,11,66,38,15,75,33,15,70,17,11,52,31,7,69,34,14,69,38,13,66,39,16,75,32,14,68,17,9,56,26,5,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,8,61,19,6,48,31,11,70,22,9,59,-1,-1,-1,16,2,53,32,13,66,41,15,65,37,17,74,30,13,64,-1,-1,-1,21,3,54,27,10,64,30,8,58,32,12,71,26,10,62,-1,-1,-1,19,3,56,18,8,36,27,12,34,20,10,46,16,5,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"057814",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"057816",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,22,8,57,17,4,55,22,8,59,25,9,57,-1,-1,-1,22,7,54,22,8,56,17,5,54,22,8,59,25,9,56,-1,-1,-1,22,7,53,23,7,63,-1,-1,-1,24,7,66,24,8,57,-1,-1,-1,.,.,.,25,9,59,16,5,57,24,8,59,29,11,60,-1,-1,-1,27,8,62,21,6,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,6,54,19,4,54,19,7,59,21,8,53,-1,-1,-1,16,5,45,6,1,36,-1,-1,-1,-1,-1,-1,8,2,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057819",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,9,56,-1,-1,-1,21,8,56,21,8,57,-1,-1,-1,35,14,57,43,20,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,23,9,56,-1,-1,-1,20,7,55,20,8,56,-1,-1,-1,-1,-1,-1,25,11,57,-1,-1,-1,-1,-1,-1,28,11,60,-1,-1,-1,33,19,56,21,8,53,-1,-1,-1,19,7,54,18,6,52,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,3,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,6,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"057827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,12,70,31,7,65,32,10,71,32,14,69,62,40,89,-1,-1,-1,23,8,56,-1,-1,-1,19,7,53,25,11,54,-1,-1,-1,-1,-1,-1,33,12,68,32,7,64,31,11,69,31,14,67,66,45,87,-1,-1,-1,33,11,71,-1,-1,-1,32,9,72,35,14,72,50,23,85,-1,-1,-1,38,14,76,36,9,66,39,12,79,36,15,76,63,41,87,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,7,66,-1,-1,-1,27,8,71,23,9,66,-1,-1,-1,-1,-1,-1,33,13,67,38,10,73,33,12,70,30,13,65,72,55,93,-1,-1,-1,22,7,60,-1,-1,-1,23,7,63,23,9,60,43,26,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
