DISTRICT,DA311CA12R,DA311CC12R,DA311CM12R,DA311CR12R,DA311CS12R,DA311TA12R,DA311TC12R,DA311TM12R,DA311TR12R,DA311TS12R,DB311CA12R,DB311CC12R,DB311CM12R,DB311CR12R,DB311CS12R,DB311TA12R,DB311TC12R,DB311TM12R,DB311TR12R,DB311TS12R,DE311CA12R,DE311CC12R,DE311CM12R,DE311CR12R,DE311CS12R,DE311TA12R,DE311TC12R,DE311TM12R,DE311TR12R,DE311TS12R,DF311CA12R,DF311CC12R,DF311CM12R,DF311CR12R,DF311CS12R,DF311TA12R,DF311TC12R,DF311TM12R,DF311TR12R,DF311TS12R,DH311CA12R,DH311CC12R,DH311CM12R,DH311CR12R,DH311CS12R,DH311TA12R,DH311TC12R,DH311TM12R,DH311TR12R,DH311TS12R,DI311CA12R,DI311CC12R,DI311CM12R,DI311CR12R,DI311CS12R,DI311TA12R,DI311TC12R,DI311TM12R,DI311TR12R,DI311TS12R,DL311CA12R,DL311CC12R,DL311CM12R,DL311CR12R,DL311CS12R,DL311TA12R,DL311TC12R,DL311TM12R,DL311TR12R,DL311TS12R,DM311CA12R,DM311CC12R,DM311CM12R,DM311CR12R,DM311CS12R,DM311TA12R,DM311TC12R,DM311TM12R,DM311TR12R,DM311TS12R,DR311CA12R,DR311CC12R,DR311CM12R,DR311CR12R,DR311CS12R,DR311TA12R,DR311TC12R,DR311TM12R,DR311TR12R,DR311TS12R,DS311CA12R,DS311CC12R,DS311CM12R,DS311CR12R,DS311CS12R,DS311TA12R,DS311TC12R,DS311TM12R,DS311TR12R,DS311TS12R,DW311CA12R,DW311CC12R,DW311CM12R,DW311CR12R,DW311CS12R,DW311TA12R,DW311TC12R,DW311TM12R,DW311TR12R,DW311TS12R,D2311CA12R,D2311CC12R,D2311CM12R,D2311CR12R,D2311CS12R,D2311TA12R,D2311TC12R,D2311TM12R,D2311TR12R,D2311TS12R,D3311CA12R,D3311CC12R,D3311CM12R,D3311CR12R,D3311CS12R,D3311TA12R,D3311TC12R,D3311TM12R,D3311TR12R,D3311TS12R,D4311CA12R,D4311CC12R,D4311CM12R,D4311CR12R,D4311CS12R,D4311TA12R,D4311TC12R,D4311TM12R,D4311TR12R,D4311TS12R
"073903",1,3,8,6,34,43,56,50,79,90,1,1,8,8,29,43,53,48,80,90,1,2,6,6,31,39,48,46,76,88,2,3,13,8,34,46,54,53,89,91,-3,3,7,3,43,42,63,57,74,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,2,2,4,33,38,58,46,67,88,-3,-3,1,1,20,30,46,37,74,88,-3,-3,-3,-3,4,16,17,26,56,74,-3,14,14,-3,57,43,57,43,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"073904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"073905",2,8,12,13,40,64,73,72,89,95,-3,-3,-3,6,-3,33,39,39,72,89,2,7,9,6,33,53,64,62,83,93,-3,9,9,17,44,70,80,74,96,98,-3,6,9,6,42,65,74,79,88,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,15,9,37,57,65,70,81,92,-3,-3,4,4,8,36,46,50,71,84,-3,-3,5,-3,-3,16,28,32,56,75,4,14,17,21,53,73,84,79,94,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074903",8,21,17,28,47,78,88,83,97,97,-3,18,9,25,45,75,82,82,92,91,3,14,12,21,36,72,85,80,95,95,9,18,16,30,40,78,86,85,98,98,6,18,18,19,47,67,82,82,-4,97,-3,20,20,-3,80,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,33,50,67,-4,80,8,25,18,25,55,79,91,81,95,95,3,10,5,15,15,48,64,63,92,87,-3,21,8,10,21,55,79,64,87,85,9,22,16,30,46,80,90,84,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074904",15,33,39,48,67,82,94,94,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,33,20,33,60,67,87,93,87,-4,8,17,42,58,58,92,92,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,43,38,43,71,76,95,90,90,-4,-3,-3,13,25,50,50,88,75,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,37,43,50,70,90,97,-4,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074905",8,15,28,15,56,77,82,90,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,14,33,19,48,81,90,86,95,-4,11,26,26,21,47,79,79,84,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,30,10,65,75,85,95,90,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,13,25,38,38,63,75,-4,9,15,29,18,56,74,79,88,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074907",9,13,23,21,44,73,81,79,90,94,-3,-3,8,8,33,50,58,67,75,83,11,11,20,17,33,67,74,72,85,89,5,11,22,24,46,78,81,84,-4,-4,40,40,60,40,50,80,90,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,15,24,17,41,68,80,76,80,88,-3,-3,4,4,22,56,67,67,78,85,-3,-3,10,-3,10,30,50,60,70,90,6,10,18,20,44,80,88,86,92,96,-3,20,40,20,60,60,60,60,-4,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074909",6,21,18,18,49,66,81,80,94,97,-3,-3,-3,14,14,43,57,71,-4,86,3,15,11,14,37,59,74,77,93,94,5,16,13,19,45,70,80,89,95,95,-3,13,-3,12,25,47,50,75,88,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,25,21,17,52,63,82,73,93,99,-3,2,4,7,26,44,67,70,89,94,-3,11,10,15,21,50,68,90,85,89,7,23,21,19,55,70,88,81,94,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074911",3,6,5,17,42,84,92,86,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,8,17,77,92,77,-4,-4,-3,8,8,31,46,85,92,92,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,9,39,83,91,83,-4,-4,-3,-3,5,14,32,73,86,77,95,-4,-3,-3,-3,13,13,63,88,63,-4,-4,3,6,6,18,39,85,94,88,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074912",6,26,24,25,48,88,96,89,-4,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,15,10,26,40,80,90,85,-4,95,2,19,14,24,40,88,-4,88,-4,-4,-3,-3,-3,43,43,86,-4,86,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,34,34,27,55,87,92,89,-4,97,-3,6,6,6,18,59,82,65,-4,94,-3,14,14,17,29,71,86,71,-4,86,6,29,26,24,47,87,96,88,-4,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"074917",6,20,24,23,60,85,91,87,99,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,9,4,8,48,75,83,78,-4,-4,11,28,33,38,72,86,92,89,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,12,15,6,47,82,91,85,-4,-4,-3,-3,-3,6,18,61,71,65,-4,-4,-3,17,-3,-3,17,-4,-4,-4,-4,-4,5,17,22,23,58,83,91,86,98,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"075901",8,19,26,31,42,85,91,89,96,96,-3,-3,-3,40,20,80,80,-4,80,-4,-3,10,15,31,19,83,93,88,93,95,7,16,24,37,33,84,91,90,95,93,2,11,14,27,22,84,89,89,96,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,22,28,26,50,87,91,87,96,98,-3,-3,5,14,19,71,81,76,86,90,-3,8,8,17,-3,42,67,67,75,75,16,32,45,37,66,87,95,87,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"075902",10,20,31,24,54,79,86,87,92,96,-3,7,7,11,21,41,61,61,79,93,3,7,13,11,32,68,78,82,85,93,13,18,30,32,47,82,88,88,95,96,3,3,10,10,31,72,76,85,87,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,14,14,29,29,43,9,22,31,17,61,76,84,85,90,97,-3,3,4,5,27,52,64,66,81,90,-3,3,6,6,17,19,50,56,69,89,16,31,44,32,72,88,94,91,97,99,-3,14,43,14,57,88,86,86,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"075903",8,23,24,25,52,79,88,84,96,97,-3,-3,8,-3,27,67,75,83,-4,-4,3,17,13,13,50,73,80,83,97,97,5,15,28,35,54,80,90,85,-4,97,10,25,20,25,45,75,85,80,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,29,22,19,51,78,86,83,93,97,4,4,4,4,13,50,65,54,88,88,-3,13,-3,13,13,25,50,50,88,-4,9,27,30,31,58,83,91,86,97,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"075906",16,26,38,28,52,91,94,94,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,29,29,29,33,86,86,86,-4,-4,19,25,31,25,53,88,88,94,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,27,44,31,50,94,-4,94,-4,-4,-3,-3,-3,-3,38,75,88,88,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,28,37,30,52,90,93,93,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"075908",7,17,24,29,46,86,90,90,96,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,17,-3,20,67,67,67,67,80,67,-3,5,21,28,39,84,84,89,94,89,-3,-3,14,-3,29,71,86,71,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,40,30,30,60,90,-4,90,-4,-4,-3,-3,-3,-3,17,50,67,50,80,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,23,27,38,52,91,91,95,-4,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"076903",16,41,34,28,63,88,91,91,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,35,25,30,65,85,85,90,95,95,30,60,40,40,60,80,90,90,-4,-4,9,18,18,18,55,73,73,82,91,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,32,32,23,64,91,91,91,95,95,8,25,8,17,42,75,83,83,92,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,52,43,33,67,95,-4,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"076904",6,10,15,22,32,67,82,75,94,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,17,14,50,75,58,92,-4,9,9,24,36,18,55,73,62,95,95,-3,-3,5,10,26,62,81,65,-4,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,11,7,11,44,78,89,85,93,-4,-3,-3,-3,7,15,46,68,61,89,96,-3,-3,-3,-3,-3,43,43,86,86,-4,13,21,25,33,33,75,88,83,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"077901",12,17,41,26,56,73,79,89,96,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,25,13,45,59,68,85,92,90,16,23,43,41,58,75,80,91,93,93,4,9,31,15,48,65,72,87,94,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,13,-3,-3,14,38,50,63,83,71,9,11,39,11,53,70,78,87,98,96,-3,3,11,3,24,39,54,71,88,85,-3,-3,-3,-3,25,25,63,38,88,88,38,43,76,62,81,95,-4,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"077902",8,18,20,27,47,80,86,84,95,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,10,9,9,30,76,81,82,94,97,7,15,12,29,37,73,77,80,93,98,2,13,10,17,35,76,83,82,94,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,21,29,24,60,89,97,89,97,-4,-3,-3,-3,6,12,55,69,64,88,97,-3,-3,-3,-3,14,-3,43,14,43,86,19,29,38,46,73,88,92,88,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"078901",3,11,28,18,53,70,83,81,85,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,36,25,50,71,82,77,92,95,7,14,57,36,71,79,86,86,93,93,13,13,25,29,50,88,88,88,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,9,9,8,41,65,82,77,80,91,-3,-3,13,7,27,33,60,53,71,80,-3,-3,-3,-3,-3,22,44,33,78,67,-3,11,26,13,52,67,81,78,83,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"079901",13,27,29,26,57,78,87,85,94,97,7,17,19,19,47,70,80,79,93,94,4,13,17,14,42,67,79,78,91,93,13,22,27,32,53,80,87,86,97,97,6,16,20,17,45,72,83,81,92,96,17,17,17,17,40,50,67,50,-4,-4,-3,3,9,3,14,45,62,64,73,86,12,31,32,21,61,77,87,85,92,96,2,7,8,8,30,57,73,69,87,92,-3,5,3,2,11,31,53,54,65,73,22,42,43,39,76,89,95,93,96,99,27,47,46,39,58,95,94,97,-4,-4,30,52,62,47,81,94,98,97,98,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"079906",12,29,24,32,60,84,90,88,98,99,10,20,10,30,60,80,90,80,-4,-4,3,16,14,21,51,76,83,82,98,97,15,29,25,42,56,84,87,88,99,98,3,16,13,20,46,74,81,83,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,10,-3,-3,-3,30,40,60,90,70,10,30,23,22,63,85,92,89,97,99,1,9,6,5,27,66,72,75,95,96,3,12,6,3,16,45,55,67,84,91,19,39,33,41,68,91,96,92,98,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"079907",18,33,36,33,62,83,89,88,96,97,6,15,17,20,46,72,82,80,94,95,6,16,19,17,44,69,80,78,92,94,18,29,35,39,58,83,89,88,97,97,9,20,22,22,49,74,83,81,93,95,7,17,14,17,54,70,82,83,86,94,-3,7,12,2,19,38,59,59,62,79,18,37,38,28,66,82,89,87,94,97,2,9,10,11,35,62,75,73,90,93,1,6,6,10,15,37,51,56,76,74,26,48,48,46,77,93,97,94,99,99,22,46,42,38,74,92,95,94,99,99,34,54,64,50,79,94,97,97,98,99,15,23,46,62,69,85,92,92,-4,-4
"079910",5,16,18,17,42,67,77,77,92,96,4,14,15,16,39,63,72,73,92,95,3,12,15,14,39,63,71,73,90,96,6,14,21,20,36,68,76,79,94,97,2,11,14,8,38,60,71,73,89,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,13,-3,-3,17,22,38,25,50,83,4,19,15,13,49,65,78,75,90,96,-3,4,2,3,23,42,58,57,85,93,-3,3,6,6,17,24,38,58,63,83,11,19,12,30,44,81,96,80,-4,-4,13,25,38,38,50,88,-4,88,-4,-4,17,34,41,37,63,90,97,95,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"080901",10,18,25,35,49,80,86,89,96,96,8,9,18,25,55,75,82,73,92,-4,11,17,25,24,38,76,83,89,95,94,7,11,21,40,39,74,77,88,96,93,7,11,20,20,27,67,76,82,91,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,40,-3,-3,40,60,80,60,60,13,24,29,31,57,84,93,90,96,98,3,5,12,16,30,64,78,76,92,89,-3,-3,12,15,8,56,69,85,89,81,12,22,29,42,56,84,89,92,98,97,-3,-3,-3,20,60,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"081902",14,23,29,35,49,91,95,97,96,97,3,9,9,12,18,82,91,94,88,91,7,10,14,23,32,86,90,94,95,96,16,16,31,42,40,92,95,98,98,98,21,28,34,34,41,86,97,93,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,29,27,28,57,90,96,95,94,97,3,5,7,15,17,81,91,93,93,94,-3,7,-3,13,3,77,83,87,87,83,16,25,30,40,56,93,96,98,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"081904",4,17,21,15,41,75,87,81,92,95,-3,14,14,7,21,73,79,79,80,86,2,18,21,11,27,68,80,77,86,95,3,15,21,21,32,77,88,82,93,94,2,13,17,10,28,59,77,71,87,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,18,21,11,49,73,86,79,91,96,2,9,5,7,24,55,70,64,82,87,-3,9,9,-3,18,42,55,55,75,64,6,18,23,18,49,82,93,86,95,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"081905",3,14,15,24,32,70,82,78,94,98,-3,8,17,25,8,58,67,75,83,92,-3,6,9,19,15,61,73,70,94,97,-3,7,9,34,27,73,78,78,-4,98,7,21,21,29,21,71,86,86,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,21,21,14,38,67,86,79,88,98,-3,-3,-3,11,7,52,67,59,-4,96,-3,-3,-3,-3,-3,23,54,54,73,-4,3,13,13,24,40,74,83,78,97,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"081906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"082902",2,9,12,11,31,59,71,71,80,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,10,11,22,53,67,67,79,90,2,9,14,18,29,69,70,81,91,95,-3,7,8,9,24,57,68,70,79,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,9,10,5,33,52,72,64,71,91,-3,-3,-3,-3,17,34,46,56,65,89,-3,-3,-3,6,12,26,47,44,67,76,18,18,36,27,82,73,91,82,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"082903",2,7,13,8,23,53,62,69,83,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,11,7,19,51,59,67,82,88,1,6,12,9,19,55,60,68,92,88,1,5,11,7,20,50,59,67,81,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-3,10,40,10,67,2,7,14,7,28,51,65,70,73,91,-3,3,3,1,8,39,49,58,77,85,-3,4,4,4,4,15,26,33,41,52,9,17,30,22,48,78,87,91,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"083901",3,6,8,16,24,54,67,59,90,97,-3,-3,-3,40,-3,80,80,80,-4,-4,-3,2,7,8,20,54,66,59,88,98,3,6,9,21,24,62,74,71,97,-4,-3,2,6,9,21,48,63,54,89,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,17,-3,-3,50,50,50,60,80,3,7,7,11,25,45,59,45,82,93,-3,-3,4,7,11,38,55,45,87,96,-3,-3,-3,-3,-3,8,38,15,69,85,22,22,22,33,44,67,78,67,89,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"083902",13,14,32,39,64,96,95,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,33,44,78,-4,-4,-4,-4,-4,17,17,33,58,67,-4,-4,-4,-4,-4,-3,-3,50,38,88,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,11,30,18,60,91,89,90,-4,-4,-3,-3,14,38,43,-4,-4,-4,-4,-4,-3,-1,-1,-3,-1,80,-1,-1,-4,-1,20,23,21,40,50,93,92,93,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"083903",10,24,35,16,50,81,84,93,94,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,18,30,15,45,69,74,87,88,96,8,22,31,18,44,84,86,93,97,97,2,10,16,6,25,68,71,89,88,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,27,39,15,55,78,83,93,91,97,2,6,11,7,19,57,64,84,86,93,-3,-3,-3,5,-3,34,46,68,70,81,16,34,48,24,66,90,94,97,97,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"084801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"084802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
