DISTRICT,D200A001512R,D200A001513R,D200AC01512R,D200AC01513R,D200AM01512R,D200AM01513R,D200AR01512R,D200AR01513R,D200AS01512R,D200AS01513R,D200AW01512R,D200AW01513R,D300A001512R,D300A001513R,D300AC01512R,D300AC01513R,D300AM01512R,D300AM01513R,D300AR01512R,D300AR01513R,D300AS01512R,D300AS01513R,D300AW01512R,D300AW01513R,D400A001512R,D400A001513R,D400AC01512R,D400AC01513R,D400AM01512R,D400AM01513R,D400AR01512R,D400AR01513R,D400AS01512R,D400AS01513R,D400AW01512R,D400AW01513R,DA00A001512R,DA00A001513R,DA00AC01512R,DA00AC01513R,DA00AM01512R,DA00AM01513R,DA00AR01512R,DA00AR01513R,DA00AS01512R,DA00AS01513R,DA00AW01512R,DA00AW01513R,DB00A001512R,DB00A001513R,DB00AC01512R,DB00AC01513R,DB00AM01512R,DB00AM01513R,DB00AR01512R,DB00AR01513R,DB00AS01512R,DB00AS01513R,DB00AW01512R,DB00AW01513R,DE00A001512R,DE00A001513R,DE00AC01512R,DE00AC01513R,DE00AM01512R,DE00AM01513R,DE00AR01512R,DE00AR01513R,DE00AS01512R,DE00AS01513R,DE00AW01512R,DE00AW01513R,DF00A001512R,DF00A001513R,DF00AC01512R,DF00AC01513R,DF00AM01512R,DF00AM01513R,DF00AR01512R,DF00AR01513R,DF00AS01512R,DF00AS01513R,DF00AW01512R,DF00AW01513R,DH00A001512R,DH00A001513R,DH00AC01512R,DH00AC01513R,DH00AM01512R,DH00AM01513R,DH00AR01512R,DH00AR01513R,DH00AS01512R,DH00AS01513R,DH00AW01512R,DH00AW01513R,DI00A001512R,DI00A001513R,DI00AC01512R,DI00AC01513R,DI00AM01512R,DI00AM01513R,DI00AR01512R,DI00AR01513R,DI00AS01512R,DI00AS01513R,DI00AW01512R,DI00AW01513R,DL00A001512R,DL00A001513R,DL00AC01512R,DL00AC01513R,DL00AM01512R,DL00AM01513R,DL00AR01512R,DL00AR01513R,DL00AS01512R,DL00AS01513R,DL00AW01512R,DL00AW01513R,DM00A001512R,DM00A001513R,DM00AC01512R,DM00AC01513R,DM00AM01512R,DM00AM01513R,DM00AR01512R,DM00AR01513R,DM00AS01512R,DM00AS01513R,DM00AW01512R,DM00AW01513R,DR00A001512R,DR00A001513R,DR00AC01512R,DR00AC01513R,DR00AM01512R,DR00AM01513R,DR00AR01512R,DR00AR01513R,DR00AS01512R,DR00AS01513R,DR00AW01512R,DR00AW01513R,DS00A001512R,DS00A001513R,DS00AC01512R,DS00AC01513R,DS00AM01512R,DS00AM01513R,DS00AR01512R,DS00AR01513R,DS00AS01512R,DS00AS01513R,DS00AW01512R,DS00AW01513R,DW00A001512R,DW00A001513R,DW00AC01512R,DW00AC01513R,DW00AM01512R,DW00AM01513R,DW00AR01512R,DW00AR01513R,DW00AS01512R,DW00AS01513R,DW00AW01512R,DW00AW01513R
"112910",82,83,-1,-1,86,86,86,86,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,81,77,80,88,83,81,83,86,79,56,76,62,-1,90,.,.,-1,-1,-1,-1,.,.,.,-1,79,67,80,76,80,73,78,79,71,29,85,50,79,76,66,89,86,79,86,83,62,56,77,59,90,74,-1,-1,100,92,89,71,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,75,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,79,92,87,81,82,81,88,93,56,76,64,64,57,57,63,60,61,71,73,73,41,-1,35,62,64,-1,70,55,62,73,77,-1,62,-1,-1,81,77,81,87,82,79,82,87,81,57,72,61
"113901",83,92,83,100,80,93,87,93,-1,88,86,-1,100,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,57,60,67,68,54,63,60,61,62,60,43,47,48,49,55,56,45,51,50,51,53,48,35,35,52,55,60,64,49,58,55,56,56,55,41,41,58,63,60,70,54,65,63,65,58,57,51,52,60,69,68,75,59,76,63,67,60,69,48,56,-1,100,.,-1,-1,-1,-1,-1,.,-1,.,-1,43,58,67,55,34,67,46,54,-1,67,44,48,57,58,73,67,54,61,57,57,66,63,34,41,39,42,53,52,34,45,42,43,48,43,20,27,42,39,50,41,37,36,47,43,53,42,22,34,73,79,87,94,66,79,75,79,81,78,52,66
"113902",-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,71,73,81,74,76,75,68,77,70,70,53,63,59,55,71,62,66,58,51,59,59,50,43,36,63,67,73,69,69,68,59,70,60,63,45,58,78,76,82,79,81,80,79,82,73,67,68,64,83,70,100,78,92,67,76,65,82,71,-1,77,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,65,71,79,71,72,71,58,74,67,72,40,62,53,52,65,53,60,50,45,56,56,55,29,42,40,46,45,37,42,42,45,51,-1,47,-1,53,75,81,82,79,79,83,74,87,75,76,60,71
"113903",88,85,-1,-1,100,92,100,83,-1,-1,-1,-1,86,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,80,79,84,82,86,88,86,62,74,74,56,66,73,73,58,68,86,68,86,-1,-1,-1,80,76,75,79,75,79,85,85,82,53,65,67,53,80,81,74,84,79,87,91,86,61,71,82,64,67,68,67,69,63,82,75,78,-1,50,67,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,79,79,84,85,84,86,83,86,65,77,67,49,68,71,64,76,68,68,80,76,41,77,64,53,46,48,59,42,53,63,40,53,46,50,-1,-1,81,81,80,87,83,86,89,87,64,79,76,56
"113905",100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,100,100,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,75,78,73,66,74,82,84,68,70,67,68,58,72,-1,-1,50,73,70,91,-1,-1,-1,-1,67,67,74,69,58,66,77,78,66,56,61,54,74,80,74,70,67,80,86,91,57,68,76,79,66,71,63,65,65,76,75,75,-1,67,100,64,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,72,70,82,77,65,67,77,77,78,74,55,58,54,61,68,67,43,56,63,69,58,62,37,48,47,45,50,-1,38,45,58,57,58,43,-1,-1,73,75,80,74,66,73,82,84,72,71,64,68
"113906",69,96,-1,-1,-1,83,-1,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,74,74,86,85,68,72,77,80,73,63,65,62,64,65,67,93,53,53,74,76,55,53,70,55,71,67,81,79,64,64,77,77,68,52,63,58,73,78,83,89,70,72,74,87,73,66,71,69,100,86,-1,100,100,91,100,100,.,-1,-1,-1,55,54,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,74,70,88,83,68,71,79,75,73,60,59,57,60,59,64,74,54,58,70,68,48,48,67,44,58,37,-1,-1,73,33,67,61,-1,-1,-1,-1,76,74,90,82,71,74,77,79,77,65,64,64
"114901",43,56,-1,52,43,56,54,57,-1,71,35,50,61,85,-1,100,63,82,78,91,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,54,56,61,64,51,52,58,61,53,59,41,40,55,50,61,55,48,43,62,59,58,55,36,40,46,47,53,55,44,44,50,53,43,49,34,33,57,59,61,63,53,53,64,66,51,58,50,50,49,51,54,59,47,48,52,57,47,55,38,35,71,78,100,-1,67,83,56,-1,-1,-1,-1,-1,12,22,-1,-1,-1,33,-1,21,-1,-1,-1,-1,51,53,61,64,50,52,52,57,54,61,33,31,38,41,48,53,34,37,40,46,41,45,21,23,30,39,28,45,29,37,36,45,28,37,18,28,64,66,75,74,62,63,69,70,62,68,49,49
"114902",56,48,-1,-1,-1,-1,-1,75,-1,-1,-1,-1,-1,82,.,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,72,70,74,77,67,66,79,82,68,61,65,58,75,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,69,72,62,65,74,78,67,55,59,47,71,70,72,71,66,66,79,85,61,53,69,63,68,65,73,69,60,59,74,78,69,59,63,50,76,96,-1,-1,-1,100,100,100,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,72,70,76,83,68,65,78,78,74,69,61,53,53,55,55,70,49,46,59,67,55,53,45,39,58,62,58,72,47,59,67,77,65,60,57,32,74,72,75,81,70,68,81,83,69,61,67,61
"114904",90,88,-1,83,78,78,100,100,-1,100,86,-1,-1,100,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,84,85,86,84,76,82,89,91,84,82,88,84,72,75,-1,-1,50,-1,90,-1,-1,-1,-1,-1,77,75,82,73,68,71,82,84,80,67,80,76,84,85,80,84,75,83,92,91,77,80,95,86,79,75,77,77,70,67,88,85,78,71,80,73,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,67,83,83,-1,-1,-1,83,-1,-1,-1,-1,-1,84,85,91,85,77,82,85,91,90,85,81,81,63,69,67,69,48,64,72,81,65,60,67,65,51,64,-1,60,48,61,57,72,-1,50,55,67,85,89,89,88,78,87,88,93,88,86,90,88
"115901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,73,76,77,71,78,71,73,76,74,58,56,.,.,.,.,.,.,.,.,.,.,.,.,70,71,74,77,71,79,69,71,74,72,58,54,68,72,69,75,68,81,68,73,74,67,60,55,71,72,76,78,73,78,70,72,75,74,58,56,.,.,.,.,.,.,.,.,.,.,.,.,53,47,53,41,61,65,46,46,35,45,62,27,74,73,83,79,74,76,74,73,78,81,56,56,59,60,64,63,64,70,53,59,56,60,57,42,26,37,-1,-1,-1,44,-1,56,-1,-1,-1,-1,72,81,-1,-1,50,78,88,100,-1,-1,-1,-1
"115902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,68,82,81,62,60,72,80,86,68,59,47,-1,.,-1,.,-1,.,-1,.,.,.,.,.,66,64,75,75,62,55,62,77,88,68,60,42,75,78,80,81,67,77,81,86,90,65,64,73,64,67,80,81,53,54,67,79,83,69,41,48,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,65,58,85,83,56,42,63,75,81,72,50,-1,55,58,80,70,44,44,56,74,64,62,-1,42,62,55,-1,-1,50,50,58,60,-1,-1,-1,-1,85,73,92,81,79,74,83,82,92,67,91,47
"115903",100,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,64,78,88,51,67,68,62,60,77,45,31,.,100,.,-1,.,-1,.,-1,.,-1,.,-1,60,61,76,86,50,64,65,59,57,72,-1,28,56,61,69,93,46,64,67,60,46,71,-1,26,59,60,67,93,55,60,68,56,62,77,-1,28,.,.,.,.,.,.,.,.,.,.,.,.,41,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,68,91,82,59,70,71,65,86,88,-1,-1,53,66,72,87,41,72,63,64,50,75,-1,32,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,65,91,78,44,72,67,67,-1,71,-1,-1
"116801",61,70,71,-1,50,70,64,80,-1,-1,-1,-1,86,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,64,63,68,65,58,57,68,73,79,68,54,50,44,51,60,47,35,44,42,61,71,62,42,35,58,59,56,59,52,53,63,67,81,66,53,44,61,65,51,63,53,58,69,77,64,56,69,60,64,61,57,65,62,56,67,73,73,59,64,43,-1,75,.,-1,-1,-1,-1,-1,.,-1,.,-1,42,34,-1,-1,53,32,47,36,.,-1,-1,-1,67,62,82,66,62,57,66,69,90,77,40,41,48,55,53,57,37,47,51,64,78,64,45,44,61,58,55,50,50,49,61,70,100,70,69,48,69,69,72,73,61,62,74,77,81,74,55,57
"116901",89,89,91,100,84,93,95,90,79,83,100,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,88,91,94,85,92,89,90,81,84,83,75,75,76,100,-1,69,71,77,80,-1,-1,-1,67,82,84,88,93,77,88,87,85,80,77,79,66,88,90,89,93,88,92,91,92,85,83,85,83,81,83,83,92,79,88,84,86,69,78,80,63,100,89,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,65,64,-1,-1,88,63,63,63,.,-1,-1,-1,85,87,92,95,83,91,88,88,78,86,80,68,73,75,79,85,68,82,77,77,64,68,74,54,71,73,88,78,74,77,70,78,69,63,56,60,88,89,92,94,87,92,90,91,84,86,82,78
"116902",86,95,-1,-1,-1,100,-1,83,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,86,87,90,92,84,88,90,93,86,81,80,76,87,86,100,100,89,100,78,-1,-1,-1,-1,-1,83,83,88,92,79,83,86,89,84,80,78,67,87,89,87,92,85,89,93,93,83,81,86,84,84,88,88,94,80,84,92,94,64,79,100,81,100,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,88,82,-1,-1,-1,-1,-1,-1,.,.,-1,-1,85,86,94,92,82,87,86,93,90,81,70,70,82,80,91,88,75,84,83,87,88,75,77,59,83,83,75,86,80,80,89,94,92,68,72,75,86,88,90,92,83,88,89,93,89,82,78,75
"116903",51,49,67,-1,38,37,52,53,100,100,-1,-1,85,87,100,100,83,85,83,90,-1,100,75,63,48,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,72,75,77,67,71,68,74,85,82,50,55,51,55,53,56,47,58,51,60,73,62,31,37,61,66,68,71,60,64,60,68,78,76,43,49,75,75,77,77,73,73,75,77,88,83,62,65,64,68,64,75,66,65,62,68,86,88,48,55,81,75,-1,-1,100,75,71,89,-1,-1,-1,-1,28,26,-1,-1,31,26,31,25,-1,-1,-1,21,63,70,72,77,62,70,62,71,82,81,40,47,45,53,49,62,44,51,42,53,69,68,23,33,52,58,51,56,56,59,54,61,59,58,35,47,76,79,85,83,74,79,76,82,89,86,56,64
"116905",70,67,70,59,73,73,73,76,68,53,60,58,85,96,78,100,82,100,83,93,100,86,100,100,63,64,-1,-1,75,83,67,-1,-1,-1,-1,-1,72,72,75,72,72,77,74,76,71,66,62,56,56,57,55,59,53,63,61,64,54,45,53,41,65,65,67,64,66,72,68,70,63,57,55,48,74,73,73,70,73,77,78,78,70,63,72,62,68,66,70,65,72,74,69,69,68,60,52,48,67,83,100,71,67,92,67,92,-1,-1,-1,-1,46,51,38,35,55,61,48,50,48,36,31,46,70,71,76,74,72,76,71,74,72,69,53,51,58,59,59,59,59,66,61,65,56,51,46,40,55,57,53,45,55,61,62,67,55,42,41,44,82,83,87,85,81,85,84,87,81,82,75,71
"116906",100,90,100,100,100,87,100,93,-1,-1,-1,88,-1,100,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,90,87,94,87,88,91,93,92,90,83,82,75,96,81,100,-1,86,-1,100,-1,100,-1,.,-1,87,84,93,84,86,88,90,89,86,76,78,71,92,89,96,86,89,91,96,94,90,80,86,86,86,86,92,81,83,93,90,91,90,85,73,68,88,84,-1,-1,80,89,89,100,-1,-1,-1,-1,-1,100,.,-1,-1,-1,-1,-1,.,-1,-1,-1,89,86,92,88,88,91,91,90,90,86,78,66,81,71,87,69,76,78,89,81,82,68,59,51,75,65,69,65,76,68,83,73,62,64,71,47,90,87,94,88,89,91,93,92,90,83,82,76
"116908",60,70,-1,83,56,71,63,88,-1,-1,-1,-1,95,100,-1,-1,100,100,100,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,72,74,75,74,76,76,78,73,69,58,56,57,68,-1,88,-1,70,67,55,-1,88,-1,-1,70,68,72,70,71,72,74,74,69,63,55,54,75,75,73,77,77,79,80,81,68,68,67,63,67,70,63,70,73,75,71,73,62,67,51,57,72,64,-1,100,100,50,73,83,-1,-1,-1,-1,49,52,44,52,56,63,53,49,43,48,31,40,70,70,75,73,72,74,72,74,77,69,51,48,58,56,61,60,60,63,62,62,61,48,37,40,55,52,46,46,60,55,62,59,57,41,37,46,74,73,77,75,75,77,77,79,76,69,60,56
"116909",.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,86,88,90,85,88,89,93,75,77,74,73,65,76,67,70,55,68,85,95,-1,60,-1,71,81,82,87,82,82,84,87,90,72,75,64,65,86,87,87,86,83,86,91,95,77,74,88,82,78,83,75,78,86,86,76,87,-1,77,70,79,82,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,76,88,-1,-1,88,91,75,92,.,-1,-1,83,84,86,89,93,87,90,88,91,73,79,65,68,69,78,76,85,69,81,76,88,56,64,48,58,66,86,55,100,70,89,71,90,56,86,-1,63,88,87,92,92,88,90,91,93,77,77,77,72
"116910",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,73,67,81,67,76,74,79,62,67,49,53,46,58,-1,-1,-1,-1,-1,63,-1,-1,-1,-1,66,72,70,80,63,73,74,77,66,71,48,53,66,76,54,79,67,76,80,82,53,70,54,65,64,69,69,80,68,76,71,70,60,58,47,47,-1,-1,-1,.,-1,.,-1,-1,-1,-1,-1,-1,56,52,-1,73,58,71,58,47,-1,-1,50,-1,67,70,79,82,68,76,69,75,71,65,44,45,54,64,50,77,55,67,62,71,54,56,38,39,70,63,67,73,65,69,76,69,86,-1,-1,-1,68,75,66,83,68,77,76,82,63,71,51,55
"116915",67,68,-1,-1,-1,67,100,58,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,83,82,90,71,83,77,82,78,84,75,77,65,45,-1,.,63,-1,75,-1,-1,.,-1,-1,73,79,78,85,68,79,74,77,74,77,75,76,73,82,81,90,68,79,74,81,73,84,76,77,74,79,80,82,72,80,76,76,75,71,67,84,.,100,.,-1,.,-1,.,-1,.,-1,.,-1,50,63,-1,82,53,64,53,50,-1,-1,-1,71,79,85,83,91,75,88,81,83,84,84,74,77,56,64,66,82,51,60,52,59,58,70,55,63,54,63,39,69,59,57,54,66,59,65,56,62,77,86,84,94,72,86,77,86,80,88,78,75
"116916",75,80,.,-1,-1,75,83,75,.,-1,-1,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,80,84,82,85,77,89,84,88,79,73,75,79,77,65,-1,100,-1,82,-1,73,-1,-1,-1,-1,73,82,72,78,73,89,79,85,66,66,69,79,79,82,75,81,77,88,86,84,75,68,76,83,79,85,71,83,76,91,79,86,88,71,89,82,-1,71,.,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,81,87,90,90,78,90,82,91,82,78,73,75,62,71,58,75,62,76,63,74,54,54,71,65,55,67,50,65,45,78,66,76,63,50,50,47,80,85,83,86,78,89,84,89,78,75,73,80
"117901",70,82,79,86,71,81,71,83,50,83,71,69,70,96,-1,100,-1,100,-1,100,-1,-1,-1,-1,-1,83,.,-1,-1,-1,-1,-1,.,.,-1,-1,72,75,83,85,75,79,73,77,75,73,49,54,63,71,77,74,69,77,63,77,65,70,31,41,65,69,74,81,69,73,66,72,67,62,41,44,75,78,84,84,77,81,78,80,72,70,55,64,67,70,77,82,71,75,67,73,68,66,43,49,78,60,92,69,80,80,76,57,75,57,67,39,46,48,45,64,51,60,47,41,45,62,31,17,70,72,82,85,72,76,69,74,77,75,42,46,54,58,73,76,57,62,52,59,58,62,23,28,54,60,70,67,59,67,56,62,51,63,23,31,77,79,87,88,78,81,79,81,80,78,53,60
"117903",68,70,-1,71,70,55,70,79,-1,77,83,71,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,72,70,73,75,69,68,78,82,66,57,69,55,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,59,61,57,66,58,56,66,76,42,47,57,49,71,71,66,71,71,70,78,84,58,53,73,63,60,65,73,76,57,67,64,77,60,44,45,46,63,61,-1,-1,83,63,-1,75,-1,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,73,69,78,79,68,65,77,81,72,60,66,48,53,59,55,66,49,54,59,76,45,44,52,43,57,61,53,54,44,56,63,80,63,47,81,55,74,71,73,76,71,68,80,83,67,58,72,56
"117904",67,86,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,79,88,80,80,83,83,85,71,64,73,71,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,77,76,84,83,79,79,79,83,71,58,68,65,82,80,86,79,80,83,84,89,71,60,84,75,76,77,76,73,76,83,80,82,70,53,72,77,76,67,100,-1,91,70,75,73,-1,-1,-1,63,63,.,-1,.,-1,.,-1,.,-1,.,.,.,78,78,89,82,80,84,81,82,71,67,62,67,63,64,79,67,65,68,62,76,58,40,52,54,63,63,67,69,78,72,66,68,50,46,40,47,81,81,89,82,81,85,84,87,73,67,74,71
"117907",-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,43,91,-1,72,34,77,55,.,.,-1,33,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,70,39,100,-1,70,35,70,55,.,.,-1,-1,86,44,-1,-1,83,32,83,64,.,.,-1,-1,77,29,-1,-1,77,31,77,38,.,.,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,69,42,88,-1,68,36,74,50,.,.,-1,45,57,22,100,-1,54,-1,58,31,.,.,-1,-1,75,42,-1,-1,-1,-1,-1,-1,.,.,.,-1,72,47,83,-1,70,34,78,61,.,.,-1,45
"118902",.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,84,83,84,85,91,88,86,83,82,70,67,95,92,-1,-1,100,86,100,100,-1,-1,-1,-1,79,81,73,80,84,90,89,83,72,78,52,63,85,87,82,81,83,93,89,91,83,80,86,83,78,80,75,72,79,90,88,81,72,79,61,66,100,88,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,82,81,83,86,87,89,87,82,82,83,57,53,68,76,71,76,68,83,71,82,76,74,44,53,65,58,71,-1,58,56,69,60,83,-1,-1,-1,85,85,86,88,87,91,87,87,87,81,72,66
"119901",100,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,76,76,80,86,76,81,76,83,79,76,65,43,.,.,.,.,.,.,.,.,.,.,.,.,73,74,81,84,74,77,72,81,78,76,63,39,78,75,83,82,80,80,77,83,80,62,64,49,69,66,80,89,75,85,69,67,-1,60,-1,31,.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,74,78,76,90,71,82,75,82,78,90,67,38,54,73,50,80,58,80,55,81,53,61,50,45,63,71,-1,69,59,74,69,88,-1,60,-1,47,77,78,80,86,76,81,77,85,83,78,68,46
"119902",70,81,-1,86,-1,67,86,92,.,100,-1,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,78,83,84,78,77,84,84,71,71,67,65,48,55,-1,-1,-1,60,63,-1,-1,-1,-1,-1,70,70,78,76,71,72,75,77,60,66,57,51,81,78,86,82,77,80,87,84,69,66,82,70,64,70,57,74,66,68,74,79,53,62,50,58,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,42,53,-1,55,48,60,44,57,-1,-1,-1,33,76,78,80,85,80,75,80,84,72,76,54,61,57,62,65,74,54,61,66,71,46,60,40,39,57,57,52,61,55,49,67,63,38,67,50,45,83,80,90,86,83,81,87,86,76,73,72,68
"119903",87,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,74,76,76,78,72,81,78,83,74,65,68,58,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,68,73,67,70,70,78,69,83,65,61,67,56,76,78,81,81,70,81,80,87,73,57,75,69,66,79,67,67,57,83,71,83,63,75,73,83,56,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,-1,-1,-1,75,-1,63,-1,-1,.,-1,.,73,74,71,75,74,81,76,81,74,73,61,50,56,61,59,67,55,64,58,69,65,61,38,32,52,47,63,47,53,53,50,53,53,33,38,33,75,76,76,81,74,81,79,83,74,66,68,54
"120901",100,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,69,67,73,71,69,70,70,71,68,64,62,53,55,53,60,59,50,57,58,55,60,44,47,39,59,58,60,57,59,62,61,63,56,49,53,45,72,70,75,68,71,74,75,77,66,61,66,58,65,62,67,60,65,64,69,69,61,57,58,50,.,-1,.,.,.,-1,.,-1,.,.,.,-1,28,40,-1,-1,32,44,24,47,-1,-1,38,30,66,65,71,73,66,67,64,66,69,67,59,48,46,42,51,49,46,47,43,46,48,38,39,24,35,40,27,34,31,36,39,54,35,39,44,28,77,77,85,81,78,80,74,79,77,76,71,61
"120902",57,77,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,75,81,82,72,80,76,80,71,74,59,53,67,76,-1,-1,63,67,75,88,-1,-1,-1,-1,65,67,75,77,63,73,68,71,61,65,48,38,78,78,86,81,74,80,83,84,72,70,71,65,65,67,70,78,63,74,71,71,62,65,49,41,.,100,.,.,.,-1,.,-1,.,.,.,-1,35,34,50,-1,42,63,36,36,-1,-1,-1,-1,68,73,75,83,70,80,69,76,69,76,47,42,48,58,58,66,50,67,49,63,45,60,33,28,49,64,38,54,48,77,61,67,-1,63,50,42,83,86,94,86,82,88,82,92,85,85,73,69
