DISTRICT,D200A001512R,D200A001513R,D200AC01512R,D200AC01513R,D200AM01512R,D200AM01513R,D200AR01512R,D200AR01513R,D200AS01512R,D200AS01513R,D200AW01512R,D200AW01513R,D300A001512R,D300A001513R,D300AC01512R,D300AC01513R,D300AM01512R,D300AM01513R,D300AR01512R,D300AR01513R,D300AS01512R,D300AS01513R,D300AW01512R,D300AW01513R,D400A001512R,D400A001513R,D400AC01512R,D400AC01513R,D400AM01512R,D400AM01513R,D400AR01512R,D400AR01513R,D400AS01512R,D400AS01513R,D400AW01512R,D400AW01513R,DA00A001512R,DA00A001513R,DA00AC01512R,DA00AC01513R,DA00AM01512R,DA00AM01513R,DA00AR01512R,DA00AR01513R,DA00AS01512R,DA00AS01513R,DA00AW01512R,DA00AW01513R,DB00A001512R,DB00A001513R,DB00AC01512R,DB00AC01513R,DB00AM01512R,DB00AM01513R,DB00AR01512R,DB00AR01513R,DB00AS01512R,DB00AS01513R,DB00AW01512R,DB00AW01513R,DE00A001512R,DE00A001513R,DE00AC01512R,DE00AC01513R,DE00AM01512R,DE00AM01513R,DE00AR01512R,DE00AR01513R,DE00AS01512R,DE00AS01513R,DE00AW01512R,DE00AW01513R,DF00A001512R,DF00A001513R,DF00AC01512R,DF00AC01513R,DF00AM01512R,DF00AM01513R,DF00AR01512R,DF00AR01513R,DF00AS01512R,DF00AS01513R,DF00AW01512R,DF00AW01513R,DH00A001512R,DH00A001513R,DH00AC01512R,DH00AC01513R,DH00AM01512R,DH00AM01513R,DH00AR01512R,DH00AR01513R,DH00AS01512R,DH00AS01513R,DH00AW01512R,DH00AW01513R,DI00A001512R,DI00A001513R,DI00AC01512R,DI00AC01513R,DI00AM01512R,DI00AM01513R,DI00AR01512R,DI00AR01513R,DI00AS01512R,DI00AS01513R,DI00AW01512R,DI00AW01513R,DL00A001512R,DL00A001513R,DL00AC01512R,DL00AC01513R,DL00AM01512R,DL00AM01513R,DL00AR01512R,DL00AR01513R,DL00AS01512R,DL00AS01513R,DL00AW01512R,DL00AW01513R,DM00A001512R,DM00A001513R,DM00AC01512R,DM00AC01513R,DM00AM01512R,DM00AM01513R,DM00AR01512R,DM00AR01513R,DM00AS01512R,DM00AS01513R,DM00AW01512R,DM00AW01513R,DR00A001512R,DR00A001513R,DR00AC01512R,DR00AC01513R,DR00AM01512R,DR00AM01513R,DR00AR01512R,DR00AR01513R,DR00AS01512R,DR00AS01513R,DR00AW01512R,DR00AW01513R,DS00A001512R,DS00A001513R,DS00AC01512R,DS00AC01513R,DS00AM01512R,DS00AM01513R,DS00AR01512R,DS00AR01513R,DS00AS01512R,DS00AS01513R,DS00AW01512R,DS00AW01513R,DW00A001512R,DW00A001513R,DW00AC01512R,DW00AC01513R,DW00AM01512R,DW00AM01513R,DW00AR01512R,DW00AR01513R,DW00AS01512R,DW00AS01513R,DW00AW01512R,DW00AW01513R
"057843",50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,67,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,71,75,79,84,71,71,74,78,67,84,59,57,71,74,79,80,70,66,73,79,67,83,59,60,69,74,77,86,69,69,71,76,65,83,56,55,75,77,81,82,73,72,80,82,68,82,67,63,73,78,82,92,73,82,77,75,65,86,62,51,.,-1,.,.,.,-1,.,-1,.,.,.,.,57,67,65,95,60,68,63,58,43,82,39,37,67,73,78,86,68,70,67,73,66,86,49,50,62,66,81,85,63,68,65,65,54,75,35,39,48,55,61,52,55,50,39,71,60,63,-1,27,74,67,-1,-1,-1,-1,100,-1,-1,-1,-1,-1
"057844",-1,86,-1,.,-1,-1,-1,-1,.,.,.,-1,84,86,75,53,89,89,85,87,.,-1,73,93,.,-1,.,.,.,.,.,-1,.,.,.,.,72,74,48,41,69,76,77,80,.,67,76,72,65,66,-1,31,59,65,72,79,.,-1,80,63,63,67,28,38,61,69,67,74,.,70,75,60,76,77,44,43,72,75,85,83,.,-1,82,90,38,67,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,55,63,-1,-1,63,71,58,64,.,-1,50,70,68,70,53,38,67,76,70,76,.,-1,70,55,65,69,-1,27,64,79,71,71,.,-1,67,70,22,46,-1,-1,-1,62,-1,46,.,-1,55,-1,67,66,-1,41,59,69,75,72,.,-1,79,56
"057845",.,100,.,100,.,100,.,100,.,-1,.,-1,.,97,.,-1,.,93,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,85,.,86,.,77,.,91,.,88,.,86,.,71,.,-1,.,65,.,82,.,-1,.,-1,.,82,.,-1,.,75,.,88,.,-1,.,100,.,82,.,75,.,74,.,91,.,81,.,83,.,81,.,80,.,69,.,90,.,-1,.,86,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,-1,.,71,.,86,.,.,.,-1,.,89,.,97,.,81,.,91,.,94,.,91,.,68,.,-1,.,55,.,73,.,-1,.,-1,.,73,.,-1,.,-1,.,88,.,.,.,-1,.,85,.,90,.,77,.,91,.,88,.,85
"057846",.,47,.,-1,.,-1,.,71,.,.,.,-1,.,88,.,-1,.,84,.,95,.,.,.,90,.,100,.,-1,.,-1,.,-1,.,.,.,-1,.,50,.,37,.,39,.,62,.,.,.,51,.,43,.,35,.,30,.,56,.,.,.,43,.,48,.,33,.,39,.,61,.,.,.,46,.,53,.,39,.,42,.,66,.,.,.,56,.,46,.,33,.,36,.,59,.,.,.,44,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,-1,.,30,.,43,.,.,.,-1,.,45,.,35,.,36,.,57,.,.,.,44,.,25,.,-1,.,17,.,34,.,.,.,23,.,23,.,-1,.,23,.,32,.,.,.,-1,.,66,.,45,.,54,.,78,.,.,.,75
"057903",85,84,89,89,82,81,85,87,89,90,80,72,94,93,96,96,96,96,93,93,95,94,85,84,93,87,100,100,93,87,87,87,89,100,100,-1,80,80,85,86,80,81,82,82,83,82,68,65,74,74,80,81,70,72,78,78,79,75,63,59,75,75,80,81,75,77,77,77,77,76,61,59,82,82,84,86,81,83,85,85,82,81,74,71,76,76,80,82,77,79,77,78,78,78,60,59,86,84,93,96,80,82,88,86,92,88,80,65,54,58,51,58,60,65,55,59,41,52,48,44,78,78,85,85,79,80,79,79,84,82,62,58,65,66,72,74,65,69,65,68,70,69,47,45,60,58,61,60,59,59,63,62,64,57,52,45,91,90,95,95,89,90,92,92,93,91,83,78
"057904",85,77,88,90,84,75,88,81,78,73,84,62,93,87,92,91,98,91,88,89,90,85,93,78,80,59,91,83,75,56,81,70,100,-1,-1,-1,77,73,78,78,74,74,78,77,82,71,71,62,75,71,76,76,72,72,77,75,81,69,69,60,73,70,74,74,71,71,75,74,78,67,67,60,80,76,78,79,76,75,84,80,80,71,78,68,78,76,79,79,77,79,79,78,80,72,72,67,67,64,67,82,55,58,79,71,73,-1,65,-1,60,63,48,57,65,68,58,59,38,50,72,68,74,71,78,77,73,73,73,74,83,70,65,56,61,63,66,70,58,64,63,67,71,61,46,46,53,49,51,49,51,50,56,56,67,47,40,36,86,83,93,86,85,86,83,86,92,82,78,68
"057905",74,80,77,85,70,78,77,82,83,83,67,75,77,75,87,83,84,82,70,70,84,77,62,64,86,88,91,92,86,87,85,92,90,91,78,80,67,69,69,75,65,70,69,71,74,72,57,53,60,62,64,70,54,60,63,66,69,66,52,49,65,67,67,73,63,68,67,69,72,70,55,51,69,70,69,75,66,71,73,74,72,70,63,59,68,69,69,75,68,72,69,71,74,72,58,52,72,71,80,85,67,71,75,74,80,76,47,46,57,59,53,62,60,65,58,60,53,53,50,44,65,67,70,75,65,69,65,67,76,73,52,47,55,57,57,64,54,60,57,59,62,58,44,39,46,49,44,49,45,51,49,52,49,48,39,37,85,87,89,91,82,86,87,89,91,89,78,77
"057906",79,73,78,78,73,75,84,73,83,74,79,61,83,81,80,89,81,75,82,82,89,78,88,82,90,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,65,70,69,68,67,74,71,65,63,62,48,69,65,69,69,67,66,74,71,64,62,62,48,66,63,66,66,65,65,71,69,61,61,58,46,71,68,69,69,69,68,78,75,64,64,67,54,69,65,69,68,72,70,72,69,63,62,60,46,59,49,-1,56,64,54,73,46,-1,-1,-1,-1,53,52,49,53,57,60,53,54,38,29,52,36,67,63,70,69,67,66,71,68,65,62,57,43,53,53,52,58,52,55,58,58,51,52,44,32,41,42,42,37,41,45,46,51,33,33,37,32,74,73,73,78,76,73,75,75,78,84,66,55
"057907",71,72,76,83,63,59,76,80,54,75,82,63,84,86,86,86,84,87,82,86,92,91,82,81,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,72,70,74,73,68,69,78,76,76,71,66,56,69,67,73,71,63,64,75,74,75,68,62,52,70,67,71,70,65,67,75,73,73,68,63,54,74,72,71,72,69,71,82,80,75,69,72,62,73,71,73,73,70,72,79,77,74,71,66,57,65,73,65,79,56,72,68,72,79,83,69,56,48,50,36,40,47,53,52,53,39,48,56,46,71,68,77,74,67,68,74,72,77,72,60,51,58,57,62,64,51,54,64,64,63,62,46,40,50,48,46,45,47,48,56,55,55,43,42,38,84,83,87,88,81,82,86,84,89,84,79,75
"057909",84,83,90,90,80,83,87,86,89,89,74,67,92,92,94,93,93,93,91,92,93,93,85,83,86,87,86,95,90,87,79,87,100,94,81,64,80,80,85,85,81,82,81,83,83,81,70,63,74,73,79,80,71,73,76,78,79,75,62,55,75,74,79,80,75,77,76,77,76,75,64,57,82,82,84,86,81,83,84,85,82,80,76,69,77,76,80,81,79,79,77,78,78,76,65,58,82,81,91,85,81,84,81,84,81,86,74,63,60,60,59,60,65,68,58,60,40,39,57,52,79,78,85,84,80,80,79,80,84,82,65,58,64,65,71,74,64,68,63,68,71,68,47,42,54,53,59,53,52,54,55,57,59,54,43,38,89,88,94,92,87,89,89,91,92,90,80,74
"057910",86,87,89,92,86,88,86,88,86,88,81,78,92,91,96,94,95,94,90,91,92,92,87,83,87,79,-1,100,-1,63,-1,75,-1,-1,-1,-1,74,73,79,79,75,77,76,76,75,72,64,55,73,72,77,76,72,73,77,76,75,71,61,58,70,70,75,75,71,74,72,73,71,67,60,51,76,76,78,79,76,79,80,80,72,71,71,62,72,71,76,77,73,76,73,74,72,68,61,51,78,73,83,76,80,78,78,69,78,80,70,64,59,60,61,63,64,70,59,62,53,49,50,42,73,71,80,78,74,75,72,73,77,72,57,49,60,61,65,67,62,67,60,64,61,57,47,41,57,53,57,50,57,57,60,58,56,43,53,42,83,82,89,88,83,84,85,84,84,83,74,65
"057911",99,98,100,100,98,97,100,98,100,100,100,100,99,100,99,100,100,100,98,99,98,100,100,99,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,95,96,98,97,98,98,96,96,95,96,87,93,88,88,85,88,85,94,83,100,100,100,.,-1,.,-1,.,-1,.,.,.,-1,.,.,97,97,95,95,98,98,99,99,95,95,97,98,94,95,90,96,95,95,97,95,94,97,91,92,96,95,-1,100,100,100,100,90,100,100,-1,88,86,72,.,-1,-1,100,100,83,.,-1,-1,-1,97,97,96,97,98,97,97,97,96,97,93,95,88,91,82,91,91,92,92,91,87,90,79,87,84,84,79,82,86,85,89,87,80,79,78,79,97,97,95,96,98,98,98,98,96,96,95,96
"057912",72,75,75,79,65,73,77,79,85,76,66,65,87,87,89,91,87,89,88,87,89,87,83,80,73,61,75,64,56,68,76,62,88,75,83,-1,68,67,74,74,65,68,69,70,72,65,60,53,64,62,72,69,56,60,68,68,71,62,57,49,65,64,71,71,63,66,67,67,69,62,57,50,69,68,73,73,66,69,73,72,70,63,66,59,66,65,71,72,64,67,67,67,69,63,58,51,75,71,78,79,71,70,76,72,88,87,65,60,47,49,44,52,50,56,47,50,44,40,41,36,66,65,75,74,65,67,66,67,75,67,55,47,53,56,60,63,52,59,54,59,60,52,43,40,43,42,41,41,40,42,46,46,53,43,38,33,79,76,89,85,75,76,79,80,84,75,71,61
"057913",86,69,-1,-1,86,50,86,75,-1,-1,-1,100,77,71,100,.,71,-1,71,-1,-1,.,.,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,72,74,65,67,70,70,77,70,52,46,65,65,71,72,63,65,68,69,75,70,49,44,66,66,71,73,65,67,69,69,75,69,52,46,71,70,71,73,68,70,75,75,77,70,59,53,75,73,79,80,77,75,77,74,81,74,60,55,74,66,70,82,67,61,75,67,86,73,-1,-1,68,67,73,70,75,75,66,67,65,50,53,50,65,64,73,75,63,65,65,66,76,71,45,41,56,57,63,65,53,59,57,62,70,59,35,36,38,39,35,41,37,39,42,38,44,45,28,32,76,73,69,83,72,75,82,78,81,69,70,48
"057914",81,82,85,90,81,82,82,84,83,82,70,68,94,93,95,95,94,94,93,94,95,94,93,87,83,86,86,90,83,83,80,90,78,94,93,71,77,77,80,82,80,81,78,80,77,74,65,61,71,71,74,77,72,72,73,76,73,69,60,54,74,74,76,79,77,78,74,77,72,69,62,57,79,79,79,82,81,82,81,83,75,73,71,67,77,77,79,82,82,83,77,80,75,72,63,61,80,81,80,84,81,84,79,86,82,81,73,57,61,63,57,61,72,75,59,64,38,38,54,51,75,75,81,82,79,80,74,78,79,76,59,56,62,63,66,67,66,69,61,67,64,58,44,43,54,51,50,46,57,57,57,59,51,43,41,36,83,83,88,87,85,85,84,86,83,82,73,69
"057916",86,88,93,92,86,89,85,88,90,91,74,75,91,89,95,95,95,95,89,87,94,92,83,75,85,84,100,93,81,84,90,84,88,92,70,60,83,83,89,90,85,85,82,84,87,85,70,66,74,74,82,84,74,74,75,77,81,77,58,55,75,75,82,85,78,79,74,76,80,77,60,55,84,84,88,90,85,86,85,86,86,83,75,71,77,77,84,86,81,82,75,77,81,79,61,56,86,85,94,89,82,82,85,89,88,88,85,74,56,58,55,66,65,68,52,55,48,50,51,40,82,82,89,91,85,85,80,82,89,87,65,62,63,65,74,79,67,70,60,65,73,70,42,39,57,59,59,62,60,63,58,63,63,60,41,41,94,94,97,98,95,95,94,95,96,95,86,85
"057919",95,97,88,100,95,96,95,100,100,100,100,86,97,96,97,98,96,96,98,96,100,99,96,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,93,91,96,94,92,91,95,93,94,90,88,83,85,84,96,92,86,87,87,88,79,79,68,71,84,73,91,87,79,74,84,77,90,69,83,53,93,92,93,94,91,93,94,95,94,86,94,85,85,84,91,80,85,87,84,92,88,72,79,69,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,60,29,-1,-1,71,50,-1,-1,.,.,-1,-1,94,90,98,94,93,90,95,92,95,93,83,81,76,61,88,64,71,62,79,65,90,62,50,50,76,63,91,56,67,73,84,65,68,54,68,53,94,90,96,95,92,90,96,93,94,89,89,82
"057922",92,90,92,93,94,90,93,95,90,89,86,82,96,96,96,96,96,97,96,97,97,96,95,95,88,95,-1,-1,100,83,100,100,-1,-1,-1,-1,92,92,92,93,90,91,93,94,93,92,88,86,72,76,72,76,67,72,81,83,72,78,63,68,77,79,77,81,75,77,81,85,82,80,70,72,92,92,92,93,90,91,96,96,92,91,93,89,85,86,86,87,82,83,88,90,91,89,80,78,90,94,83,100,85,86,92,97,-1,100,100,92,54,64,43,60,56,69,55,65,50,65,54,58,91,91,92,93,90,91,91,93,94,93,84,82,70,73,73,76,65,71,73,81,78,74,60,59,65,61,66,67,62,59,69,66,68,63,60,46,93,92,94,95,91,91,95,95,95,92,89,85
"058902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,78,75,80,72,80,87,86,76,70,52,62,.,.,.,.,.,.,.,.,.,.,.,.,70,73,73,72,64,74,85,79,73,71,44,56,80,81,75,83,75,84,96,91,78,66,60,70,73,75,68,78,65,78,87,84,80,64,53,57,.,.,.,.,.,.,.,.,.,.,.,.,-1,47,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,72,76,75,78,70,77,81,82,75,76,47,53,53,64,60,70,46,71,67,74,58,59,-1,28,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,83,86,84,83,85,86,89,70,82,50,67
"058905",-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,95,98,97,98,99,96,95,93,92,98,88,.,.,.,.,.,.,.,.,.,.,.,.,94,93,95,96,96,98,90,90,86,100,100,83,97,96,96,94,97,98,99,97,89,81,100,100,96,92,96,92,100,98,92,90,95,90,100,84,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,94,100,-1,.,100,-1,86,-1,-1,.,-1,-1,97,95,100,100,100,100,93,93,96,100,94,77,91,86,100,-1,94,100,88,73,-1,-1,-1,83,100,100,-1,.,-1,100,-1,100,-1,.,-1,-1,97,97,100,100,97,100,99,98,92,94,96,90
"058906",75,52,-1,-1,70,-1,80,71,-1,-1,-1,-1,100,62,.,-1,-1,100,-1,56,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,61,60,62,66,56,57,64,67,63,57,60,48,56,61,50,57,67,54,55,80,64,50,32,52,56,55,56,60,51,52,59,63,60,50,54,44,62,64,60,69,58,58,67,72,58,55,67,60,58,56,58,61,53,53,61,63,61,51,58,46,93,93,.,-1,-1,-1,100,-1,.,-1,-1,.,37,40,-1,38,45,42,32,37,-1,-1,42,48,59,57,65,62,54,56,61,62,68,59,54,39,47,48,48,52,41,45,50,54,54,45,45,39,45,50,42,48,39,46,47,56,66,59,31,38,74,79,85,85,68,78,77,83,77,82,70,58
"058909",.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,86,87,95,92,83,87,89,91,80,82,85,77,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,85,84,96,83,81,85,86,88,83,77,76,79,87,88,91,96,83,87,92,92,75,78,87,81,79,81,93,86,72,81,80,90,77,68,75,72,.,-1,.,.,.,-1,.,-1,.,.,.,.,80,68,-1,-1,76,60,82,70,-1,.,-1,71,86,86,97,89,82,87,86,91,83,84,83,75,75,75,91,83,66,76,80,84,67,67,75,57,84,76,88,100,81,81,81,69,100,-1,-1,63,93,91,96,97,91,94,96,92,82,93,91,80
"059901",83,76,-1,86,100,73,86,82,-1,100,-1,-1,81,82,-1,-1,83,88,83,75,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,64,61,63,68,65,67,68,66,64,54,50,41,62,53,71,-1,40,69,71,43,-1,-1,-1,-1,59,57,57,63,60,63,63,61,56,47,46,37,65,62,60,68,65,67,71,69,61,49,60,45,60,58,59,65,62,64,64,63,60,49,47,37,100,71,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,40,44,29,49,46,54,42,43,34,42,40,26,62,61,66,69,65,67,64,63,67,59,41,37,45,46,44,56,46,52,50,50,50,42,28,23,51,41,50,45,49,43,54,45,60,41,34,26,83,81,87,88,83,83,85,84,84,81,73,63
"059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,82,83,91,80,73,93,91,.,.,100,75,.,.,.,.,.,.,.,.,.,.,.,.,87,-1,100,-1,76,-1,91,-1,.,.,100,.,83,78,75,100,73,69,93,88,.,.,100,63,86,80,82,89,78,69,93,90,.,.,100,77,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,100,91,-1,.,-1,-1,-1,-1,.,.,.,-1,96,87,100,83,95,79,95,96,.,.,100,88,80,72,-1,-1,70,58,90,84,.,.,100,70,93,83,-1,.,83,-1,100,100,.,.,-1,-1,89,87,83,-1,83,85,94,92,.,.,-1,-1
"060902",65,70,-1,-1,63,57,69,79,-1,-1,-1,71,-1,100,.,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,77,75,80,80,79,79,80,78,68,76,67,55,64,59,53,54,68,68,69,60,63,53,61,48,69,65,70,71,70,68,73,70,64,63,61,41,80,76,82,77,79,82,84,79,69,75,79,62,81,66,79,75,80,73,80,70,80,67,91,-1,75,100,-1,-1,-1,100,-1,100,-1,-1,.,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,74,73,79,83,79,75,75,76,68,76,56,49,57,59,56,71,61,58,61,61,51,66,38,35,61,71,52,73,57,60,75,82,53,77,54,62,79,77,86,84,82,80,82,81,68,79,68,57
"060914",64,84,-1,100,-1,83,-1,86,-1,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,68,61,71,78,73,64,71,58,64,42,56,53,57,-1,46,68,64,56,53,-1,64,-1,55,62,66,56,67,73,70,63,67,56,65,43,57,64,70,52,61,80,79,66,77,46,50,46,63,59,31,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,65,67,67,76,75,69,63,67,65,71,38,51,45,62,50,63,79,79,-1,69,-1,58,-1,32,35,63,-1,-1,-1,58,33,65,-1,-1,-1,67,70,74,72,74,80,78,69,83,65,59,50,61
"061802",100,77,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,.,95,-1,-1,.,83,-1,100,-1,-1,.,-1,.,62,60,62,60,55,55,68,68,70,64,60,48,46,57,42,48,34,45,51,68,64,71,53,62,53,54,53,50,46,48,54,64,62,62,59,42,59,60,51,63,53,52,68,72,63,55,63,56,54,49,63,38,49,46,55,64,60,50,48,25,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,26,36,-1,-1,42,38,-1,44,-1,-1,-1,-1,65,60,75,58,57,58,67,65,78,71,58,41,54,56,50,58,47,51,61,62,61,62,47,46,44,38,35,41,38,39,46,42,64,54,41,-1,68,64,65,70,61,61,76,70,74,65,64,51
"061804",100,94,.,-1,-1,83,-1,100,.,.,-1,-1,98,99,.,100,96,100,100,100,.,.,100,96,.,.,.,.,.,.,.,.,.,.,.,.,95,92,.,81,94,93,97,95,.,.,91,92,90,81,.,-1,-1,88,100,88,.,.,.,-1,94,75,.,-1,100,89,88,89,.,.,-1,-1,95,90,.,76,95,91,95,92,.,.,92,90,88,76,.,-1,91,75,100,83,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,95,95,.,86,93,96,100,99,.,.,90,95,-1,88,.,-1,-1,100,-1,100,.,.,.,-1,-1,70,.,-1,-1,75,-1,75,.,.,.,-1,95,89,.,79,96,90,92,92,.,.,100,86
"061901",81,86,83,88,76,84,86,91,81,89,82,71,94,94,93,93,95,95,95,95,95,92,93,88,97,95,100,100,91,100,100,92,100,-1,-1,-1,82,81,84,84,81,83,84,85,83,79,74,68,71,70,73,75,67,70,76,76,74,67,65,56,70,70,71,73,71,73,73,75,70,66,59,54,83,83,83,84,81,84,87,88,83,77,80,75,72,72,73,74,75,77,75,77,72,67,62,56,84,85,91,85,81,88,85,89,89,86,74,66,54,55,48,55,61,64,56,60,46,39,45,40,80,80,84,84,80,82,82,82,84,80,68,62,61,62,63,67,62,67,64,68,63,58,48,42,57,57,55,53,57,60,61,65,59,49,49,45,89,88,92,91,87,88,91,91,91,88,81,78
"061902",89,90,91,93,88,88,90,94,91,89,83,86,95,95,95,95,96,96,95,95,96,94,92,92,86,83,63,86,90,76,94,84,86,82,86,92,88,88,89,91,88,87,88,90,90,89,82,79,78,77,79,80,76,74,80,81,83,82,74,69,75,75,76,79,76,75,76,77,79,79,66,61,89,89,89,90,88,88,91,92,89,88,87,84,78,78,78,83,80,79,78,80,81,81,69,65,86,88,92,89,87,88,86,89,81,89,85,82,58,59,52,64,65,65,57,58,56,65,51,42,87,87,89,91,88,87,86,88,91,90,77,75,68,70,69,75,70,73,67,73,74,75,59,52,68,68,67,69,69,70,69,72,74,72,55,55,92,92,94,95,92,91,93,94,94,93,87,85
"061903",76,86,-1,90,64,76,79,88,-1,100,75,86,100,100,-1,-1,-1,100,-1,100,-1,-1,-1,-1,100,100,-1,.,-1,-1,-1,-1,.,.,.,-1,81,83,86,88,79,84,82,84,89,85,72,72,85,76,79,81,81,85,93,77,83,79,86,47,71,75,74,81,69,78,72,75,76,75,62,59,82,83,83,84,78,84,85,85,87,79,74,77,69,73,71,78,69,79,70,71,74,75,60,55,63,79,-1,100,70,69,60,69,-1,100,-1,-1,38,48,28,52,40,56,41,43,36,52,37,34,81,83,89,91,81,84,78,83,91,90,70,67,63,69,66,74,58,71,64,69,76,73,57,51,59,76,58,84,45,74,71,79,55,80,67,58,87,89,93,93,85,88,87,91,95,89,78,82
"061905",76,76,-1,100,67,73,92,87,-1,-1,-1,-1,96,88,-1,-1,88,100,100,75,-1,-1,-1,-1,83,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,84,83,89,89,85,86,87,86,82,82,75,67,92,75,100,86,93,81,93,81,-1,-1,-1,56,75,73,80,82,75,77,78,77,74,71,62,53,86,85,90,88,85,87,90,89,77,78,79,75,77,80,79,85,78,84,81,81,72,79,70,64,90,97,-1,100,100,100,89,100,-1,-1,-1,-1,38,65,50,56,43,69,35,71,-1,-1,-1,50,83,82,88,89,84,85,83,84,88,86,70,59,66,65,79,74,63,70,69,70,66,59,43,44,70,67,72,65,64,73,77,73,90,63,54,46,86,85,91,89,86,87,88,88,85,83,75,69
"061906",73,67,-1,71,100,64,75,67,-1,86,-1,-1,88,96,-1,100,-1,100,100,100,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,83,83,82,87,81,81,86,86,88,86,76,70,92,76,-1,-1,75,60,100,82,-1,-1,-1,78,73,76,69,78,69,73,77,82,86,80,67,62,83,84,81,85,79,82,89,90,85,84,79,78,74,74,70,75,69,71,76,80,84,76,74,61,68,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,62,-1,78,-1,64,-1,57,-1,-1,-1,-1,83,81,83,88,83,81,83,83,91,88,72,63,59,61,56,70,55,56,62,65,76,69,48,43,68,63,62,59,66,66,70,69,77,63,68,50,85,85,85,89,83,83,88,88,90,88,76,72
"061907",76,83,-1,88,-1,100,-1,75,-1,86,-1,-1,95,100,-1,-1,100,100,100,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,88,88,92,94,88,89,87,92,87,84,81,73,84,79,88,87,82,85,88,86,91,62,56,56,80,81,85,88,82,82,79,87,82,72,67,68,89,89,91,93,88,90,90,94,85,82,86,81,85,84,90,90,86,85,85,88,83,71,70,77,100,93,-1,-1,100,-1,100,-1,-1,-1,-1,-1,63,66,67,50,75,76,56,72,-1,-1,50,64,87,87,93,94,88,88,85,91,89,85,77,66,73,74,85,82,71,72,71,78,83,77,46,52,71,71,81,71,67,71,73,81,81,66,62,54,88,89,93,95,88,90,88,93,88,87,83,73
"061908",79,75,86,87,73,74,83,70,80,85,70,72,100,96,.,-1,100,89,100,100,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,82,80,87,84,83,85,85,84,81,78,66,59,63,69,73,78,56,69,69,72,56,83,58,50,73,71,80,77,75,77,77,76,68,68,52,49,83,82,86,84,84,86,88,87,76,76,70,66,75,70,80,77,77,77,77,74,73,68,59,50,82,81,90,78,76,90,88,80,100,71,-1,71,46,45,-1,50,53,61,53,37,-1,-1,37,42,81,78,89,84,82,83,82,80,85,80,61,54,58,60,70,68,60,70,61,65,58,58,32,33,70,66,73,73,65,67,80,70,67,67,56,48,85,83,90,87,86,88,88,88,83,81,68,63
