DISTRICT,D200A004216R,D200A004217R,D200AC04216R,D200AC04217R,D200AM04216R,D200AM04217R,D200AR04216R,D200AR04217R,D200AS04216R,D200AS04217R,D200AW04216R,D200AW04217R,D300A004216R,D300A004217R,D300AC04216R,D300AC04217R,D300AM04216R,D300AM04217R,D300AR04216R,D300AR04217R,D300AS04216R,D300AS04217R,D300AW04216R,D300AW04217R,D400A004216R,D400A004217R,D400AC04216R,D400AC04217R,D400AM04216R,D400AM04217R,D400AR04216R,D400AR04217R,D400AS04216R,D400AS04217R,D400AW04216R,D400AW04217R,DA00A004216R,DA00A004217R,DA00AC04216R,DA00AC04217R,DA00AM04216R,DA00AM04217R,DA00AR04216R,DA00AR04217R,DA00AS04216R,DA00AS04217R,DA00AW04216R,DA00AW04217R,DB00A004216R,DB00A004217R,DB00AC04216R,DB00AC04217R,DB00AM04216R,DB00AM04217R,DB00AR04216R,DB00AR04217R,DB00AS04216R,DB00AS04217R,DB00AW04216R,DB00AW04217R,DE00A004216R,DE00A004217R,DE00AC04216R,DE00AC04217R,DE00AM04216R,DE00AM04217R,DE00AR04216R,DE00AR04217R,DE00AS04216R,DE00AS04217R,DE00AW04216R,DE00AW04217R,DF00A004216R,DF00A004217R,DF00AC04216R,DF00AC04217R,DF00AM04216R,DF00AM04217R,DF00AR04216R,DF00AR04217R,DF00AS04216R,DF00AS04217R,DF00AW04216R,DF00AW04217R,DH00A004216R,DH00A004217R,DH00AC04216R,DH00AC04217R,DH00AM04216R,DH00AM04217R,DH00AR04216R,DH00AR04217R,DH00AS04216R,DH00AS04217R,DH00AW04216R,DH00AW04217R,DI00A004216R,DI00A004217R,DI00AC04216R,DI00AC04217R,DI00AM04216R,DI00AM04217R,DI00AR04216R,DI00AR04217R,DI00AS04216R,DI00AS04217R,DI00AW04216R,DI00AW04217R,DL00A004216R,DL00A004217R,DL00AC04216R,DL00AC04217R,DL00AM04216R,DL00AM04217R,DL00AR04216R,DL00AR04217R,DL00AS04216R,DL00AS04217R,DL00AW04216R,DL00AW04217R,DM00A004216R,DM00A004217R,DM00AC04216R,DM00AC04217R,DM00AM04216R,DM00AM04217R,DM00AR04216R,DM00AR04217R,DM00AS04216R,DM00AS04217R,DM00AW04216R,DM00AW04217R,DR00A004216R,DR00A004217R,DR00AC04216R,DR00AC04217R,DR00AM04216R,DR00AM04217R,DR00AR04216R,DR00AR04217R,DR00AS04216R,DR00AS04217R,DR00AW04216R,DR00AW04217R,DS00A004216R,DS00A004217R,DS00AC04216R,DS00AC04217R,DS00AM04216R,DS00AM04217R,DS00AR04216R,DS00AR04217R,DS00AS04216R,DS00AS04217R,DS00AW04216R,DS00AW04217R,DW00A004216R,DW00A004217R,DW00AC04216R,DW00AC04217R,DW00AM04216R,DW00AM04217R,DW00AR04216R,DW00AR04217R,DW00AS04216R,DW00AS04217R,DW00AW04216R,DW00AW04217R
"058909",-1,-1,.,.,.,.,-1,.,.,-1,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,44,60,57,63,44,56,52,65,-1,62,58,54,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,37,45,43,50,42,45,41,52,-1,50,75,50,44,69,44,60,45,67,59,71,-1,63,63,70,25,47,50,54,30,43,29,51,-1,36,46,39,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,45,54,67,65,44,47,46,60,-1,62,53,35,20,23,37,-1,28,25,20,28,-1,-1,-1,-1,-1,46,-1,-1,-1,67,-1,67,-1,-1,-1,-1,59,70,62,67,55,63,69,75,-1,80,61,72
"059901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,28,32,31,31,33,38,31,35,21,24,35,32,-1,40,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,24,28,27,28,31,36,27,30,15,22,33,28,30,33,31,29,33,40,35,37,15,18,42,39,24,28,27,28,31,36,28,31,16,21,33,30,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,-1,14,14,16,12,24,30,20,14,-1,-1,20,15,27,30,31,33,32,37,28,32,26,31,27,26,13,13,16,16,18,22,15,16,13,14,20,14,4,12,-1,9,5,16,6,14,-1,15,-1,16,55,55,52,47,47,56,57,61,46,41,55,56
"059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,51,29,59,35,72,40,57,.,.,47,65,.,.,.,.,.,.,.,.,.,.,.,.,17,44,-1,50,27,69,32,56,.,.,-1,67,31,47,-1,-1,43,69,37,58,.,.,-1,86,21,46,-1,53,29,74,35,54,.,.,43,45,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,27,56,-1,73,27,75,43,56,.,.,-1,50,-1,-1,-1,-1,23,47,27,32,.,.,-1,-1,-1,-1,.,-1,-1,83,-1,-1,.,.,-1,-1,62,71,-1,-1,62,64,62,71,.,.,-1,100
"060902",36,41,-1,-1,-1,47,43,33,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,44,42,29,47,49,45,44,39,42,27,33,16,18,-1,-1,-1,21,-1,19,-1,-1,-1,-1,31,33,35,24,38,43,35,33,26,39,20,26,44,43,38,29,44,50,46,43,41,38,33,40,38,39,44,37,44,48,53,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,71,-1,-1,.,.,.,-1,43,45,45,29,50,48,44,45,37,46,21,25,17,18,19,9,23,23,20,17,-1,27,-1,-1,-1,27,-1,-1,-1,21,14,21,-1,-1,-1,-1,47,49,43,30,51,54,47,48,43,45,30,41
"060914",-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,27,35,-1,30,39,33,35,38,-1,-1,26,39,-1,25,-1,-1,29,25,-1,25,-1,-1,-1,-1,22,31,-1,-1,36,28,28,34,-1,-1,-1,36,29,31,-1,-1,39,27,37,37,-1,-1,-1,55,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,26,38,-1,39,39,38,33,39,-1,-1,-1,-1,-1,26,-1,-1,21,18,19,29,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,45,-1,-1,48,39,47,53,-1,-1,-1,67
"061802",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,23,14,31,22,28,31,27,32,35,30,18,24,21,-1,-1,-1,25,34,28,-1,-1,-1,-1,21,18,11,25,19,24,29,20,24,30,26,15,18,22,-1,33,18,26,31,27,-1,38,38,15,15,18,15,26,15,25,23,18,20,33,18,15,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,12,15,-1,-1,-1,-1,-1,28,23,20,29,26,30,32,26,50,33,22,20,12,14,-1,27,12,20,20,18,-1,30,22,13,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,37,34,-1,45,36,36,44,44,55,-1,42,27
"061804",89,54,-1,-1,89,58,100,67,.,-1,100,63,78,76,58,71,82,82,77,78,55,29,87,79,.,.,.,.,.,.,.,.,.,.,.,.,63,59,50,60,63,62,69,66,26,23,71,59,64,57,-1,67,61,68,60,65,-1,-1,73,41,42,35,-1,-1,45,39,50,45,-1,-1,-1,-1,63,55,50,54,60,56,70,65,25,20,74,67,44,32,45,44,43,43,54,40,-1,-1,50,36,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,23,-1,-1,-1,33,-1,29,-1,-1,-1,-1,64,64,50,66,66,69,69,66,28,28,67,52,-1,31,-1,35,-1,39,-1,36,-1,-1,-1,-1,23,22,-1,-1,16,24,32,24,-1,-1,56,-1,55,57,48,58,52,52,67,65,19,17,57,57
"061805",.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,71,.,-1,.,71,.,82,.,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,51,.,29,.,59,.,62,.,.,.,33,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,57,.,.,.,64,.,64,.,.,.,-1,.,45,.,26,.,52,.,70,.,.,.,27,.,50,.,-1,.,55,.,60,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,56,.,32,.,65,.,56,.,.,.,36,.,-1,.,-1,.,24,.,35,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,53,.,23,.,61,.,66,.,.,.,34
"061901",47,51,46,55,48,54,56,56,48,49,43,45,77,76,73,84,78,80,77,76,69,74,73,62,48,46,-1,42,50,60,61,54,-1,-1,-1,75,50,53,50,58,47,54,52,54,51,55,46,44,34,38,35,44,30,36,38,40,36,44,33,33,31,37,34,42,31,38,34,37,33,39,32,30,53,56,51,57,47,54,59,59,48,54,55,51,36,42,37,46,37,45,39,42,38,42,35,36,44,46,42,28,42,44,43,50,58,52,29,52,17,23,14,25,24,34,19,23,13,16,28,22,47,51,49,59,48,53,47,50,55,56,37,38,19,23,18,28,20,27,21,24,24,26,20,19,11,20,11,25,13,23,14,21,14,22,11,17,60,63,62,68,57,63,63,64,62,65,55,51
"061902",58,64,58,61,54,60,61,65,57,65,51,56,80,82,77,83,81,83,80,81,72,77,77,74,59,54,55,-1,47,44,62,48,55,-1,-1,-1,58,61,56,62,53,58,60,62,58,61,52,49,35,38,31,38,28,34,38,39,40,43,31,26,32,36,31,37,31,37,35,38,34,38,26,26,59,63,55,60,53,58,64,66,55,57,59,56,40,44,37,43,37,44,42,45,39,44,34,32,58,59,59,56,53,54,56,57,59,66,40,50,14,17,17,18,21,27,16,18,8,14,15,16,57,60,57,63,54,59,56,58,60,65,44,42,23,26,24,30,24,27,27,27,25,28,19,16,15,25,17,28,17,28,17,25,16,28,13,19,67,71,66,73,61,67,69,72,67,69,59,57
"061903",-1,50,-1,-1,-1,60,-1,50,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,43,47,43,47,34,47,45,46,50,48,43,38,30,30,-1,-1,28,38,-1,28,-1,-1,-1,-1,30,36,31,37,25,38,30,34,44,34,37,30,44,50,40,45,37,47,49,51,42,44,48,49,32,39,36,38,27,39,35,36,44,45,38,34,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,11,10,12,18,13,23,16,9,-1,-1,23,-1,43,45,45,49,32,47,43,42,58,52,38,29,19,18,19,20,15,24,22,18,29,15,23,15,-1,29,-1,38,-1,37,-1,28,-1,-1,-1,-1,53,55,52,55,42,53,55,55,56,53,48,42
"061905",29,37,-1,62,33,42,26,39,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,48,50,49,55,50,48,48,51,45,47,37,38,30,53,-1,42,22,32,39,58,-1,75,-1,-1,30,36,32,44,35,36,30,37,28,35,32,28,52,52,48,56,51,49,55,55,44,41,47,45,35,40,36,43,40,38,35,42,38,35,35,31,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,16,19,-1,13,25,23,20,24,-1,-1,27,37,45,48,50,54,49,48,42,46,47,51,29,32,20,25,30,30,28,24,18,26,18,25,15,14,25,18,33,22,14,22,22,23,70,24,14,21,53,54,54,61,54,53,53,54,47,49,39,42
"061906",64,43,-1,-1,-1,50,-1,38,100,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,53,52,52,56,57,52,51,51,57,60,46,40,50,39,-1,-1,-1,40,50,-1,.,-1,-1,-1,40,37,43,41,43,39,37,38,48,44,37,24,54,51,50,54,58,50,57,54,44,60,60,38,46,40,46,44,50,41,44,44,46,34,33,24,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,14,-1,-1,-1,-1,51,53,54,58,56,55,45,49,67,60,32,41,14,17,11,26,28,23,16,15,22,25,-1,-1,13,29,-1,37,-1,33,12,30,-1,-1,-1,42,54,56,53,61,59,56,53,54,58,65,48,42
"061907",55,61,50,-1,55,59,63,59,-1,-1,56,42,100,100,-1,-1,100,100,89,100,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,58,60,59,61,55,63,58,59,54,55,54,50,41,35,29,33,27,39,40,44,43,-1,45,-1,43,43,40,38,40,49,46,43,39,46,47,33,61,62,60,60,58,62,64,62,46,48,62,60,47,49,46,49,47,62,47,43,42,61,48,51,50,50,-1,-1,-1,-1,55,45,-1,-1,-1,-1,16,30,-1,-1,25,54,-1,28,-1,-1,-1,-1,54,59,58,62,53,63,53,55,61,62,43,40,22,24,24,24,22,33,21,24,29,30,21,9,17,21,18,29,16,29,19,23,-1,19,-1,-1,61,65,65,66,60,65,62,63,57,57,55,52
"061908",40,56,36,70,30,43,42,57,-1,64,-1,-1,100,85,.,-1,-1,73,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,47,50,47,48,41,44,50,52,45,55,34,38,27,27,-1,-1,14,23,36,33,-1,-1,-1,-1,34,36,33,39,31,33,39,41,32,37,24,25,48,49,47,46,39,44,54,54,42,47,41,41,35,36,34,34,29,32,35,39,38,40,20,26,-1,71,-1,-1,71,80,-1,69,-1,-1,.,-1,20,-1,22,-1,27,14,24,19,-1,-1,-1,-1,46,50,48,50,43,44,47,51,49,61,28,35,15,19,19,27,13,13,18,22,19,26,9,14,6,20,13,27,6,18,6,19,-1,31,-1,13,52,54,53,52,46,48,56,56,47,61,40,41
"061910",62,78,80,67,52,85,68,80,71,77,-1,56,82,82,-1,100,93,96,82,70,-1,-1,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,69,72,70,77,62,71,70,71,64,63,66,57,54,44,-1,-1,60,50,50,50,-1,-1,-1,-1,28,36,25,54,35,36,27,33,-1,43,44,24,67,74,66,77,60,70,72,74,55,62,68,65,48,58,52,66,52,53,48,54,32,57,46,45,86,91,-1,-1,-1,-1,-1,89,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,74,77,64,71,68,68,72,64,64,50,23,30,25,38,21,35,26,32,25,25,30,24,26,35,14,37,32,44,24,40,32,24,30,-1,71,74,72,79,63,72,72,73,67,64,69,57
"061911",61,64,54,74,53,61,64,64,71,63,58,51,71,76,70,78,72,81,71,76,63,74,72,67,50,62,64,83,35,41,58,57,-1,-1,-1,50,58,60,61,67,52,57,60,62,60,65,58,48,47,46,47,48,37,41,51,51,47,47,51,36,40,41,44,49,34,39,42,42,43,49,39,34,61,63,60,67,52,57,65,66,57,61,67,56,48,50,51,55,42,48,50,52,52,57,50,38,57,51,57,64,46,49,53,52,76,83,55,-1,16,21,17,21,21,31,17,23,24,18,23,17,56,58,61,68,52,57,55,58,64,69,50,40,22,27,25,33,18,24,24,28,34,39,28,17,12,19,17,20,11,23,13,21,18,27,13,15,62,64,65,72,55,60,63,65,64,69,61,51
"061912",54,52,56,63,48,54,60,50,58,72,55,49,87,84,84,75,86,90,85,84,100,69,71,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,53,53,54,54,54,55,53,52,59,63,45,45,31,38,33,42,33,41,34,32,54,56,37,24,37,38,40,41,41,44,37,36,47,50,34,34,55,56,53,53,55,56,58,57,50,59,51,56,43,43,42,40,47,50,42,42,46,55,37,39,46,43,-1,45,50,47,48,50,-1,-1,-1,-1,11,4,-1,-1,19,20,10,10,-1,-1,17,-1,51,50,54,55,52,53,48,48,68,66,39,33,21,19,24,24,24,24,21,21,33,31,17,12,14,18,7,23,14,19,15,18,18,30,16,16,59,59,61,61,59,57,59,59,63,67,48,49
"061914",52,55,59,64,51,54,56,62,40,45,48,33,72,74,74,86,79,78,66,75,85,68,68,60,-1,64,-1,-1,-1,63,63,67,-1,-1,-1,-1,43,48,45,51,41,45,46,50,40,47,44,32,33,40,35,47,29,38,39,40,27,41,40,21,34,39,34,42,33,36,36,39,33,41,37,23,46,52,48,50,42,46,52,56,35,46,51,39,36,41,36,40,33,38,38,42,37,41,36,27,47,55,-1,-1,50,56,55,70,-1,-1,-1,-1,21,24,11,20,25,30,25,28,10,14,29,25,40,45,43,51,39,44,39,44,45,49,36,25,20,25,22,25,18,22,21,24,26,34,20,13,10,21,16,28,13,24,9,23,11,19,-1,14,51,56,56,61,48,52,53,58,48,55,53,38
"062901",31,52,43,-1,25,53,35,52,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,34,39,42,49,30,37,38,45,39,48,36,29,19,21,30,33,12,21,22,26,24,34,30,-1,20,25,25,34,20,27,24,34,26,34,23,19,39,42,43,46,32,39,44,50,37,41,47,37,27,30,31,39,25,31,30,40,29,40,29,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,32,-1,-1,21,27,-1,23,-1,-1,-1,-1,31,37,42,52,28,34,32,40,41,55,24,21,16,20,23,31,16,22,19,26,19,30,20,12,-1,21,-1,28,9,25,-1,21,-1,-1,-1,18,47,55,55,66,41,49,51,57,52,59,47,44
"062902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,23,26,17,30,27,19,22,39,25,-1,26,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,22,26,-1,-1,26,36,14,24,42,-1,-1,-1,17,18,-1,-1,21,22,17,21,-1,-1,-1,-1,15,11,-1,-1,24,24,-1,13,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,29,46,-1,38,32,22,22,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,28,35,-1,-1,36,31,28,29,-1,-1,-1,-1
"062903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,31,35,36,38,31,34,32,38,31,31,31,32,14,17,23,-1,15,23,16,22,-1,-1,-1,26,25,29,28,29,26,31,26,34,18,24,25,28,31,37,34,40,31,36,35,44,26,24,40,33,27,30,30,35,28,32,28,35,25,27,28,25,.,.,.,.,.,.,.,.,.,.,.,.,10,10,-1,-1,12,16,9,13,-1,-1,-1,-1,31,32,37,37,31,33,29,33,36,37,22,31,11,8,18,13,14,11,13,13,11,8,14,9,-1,25,-1,31,-1,25,-1,26,-1,23,-1,26,46,52,52,60,46,46,47,53,48,50,49,49
"062904",-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,36,32,43,24,37,41,37,43,49,33,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,25,26,26,38,15,26,30,27,30,50,24,12,44,41,32,39,30,37,51,41,38,56,50,33,24,25,26,33,14,23,31,28,28,52,23,17,-1,.,.,.,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,33,31,46,18,36,32,33,47,43,19,17,17,10,-1,16,10,17,23,10,22,-1,-1,-1,-1,16,-1,-1,-1,19,-1,18,-1,-1,-1,-1,53,50,39,53,35,53,52,48,56,50,43,36
"062905",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,58,-1,60,55,69,42,44,-1,-1,75,77,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,47,67,-1,-1,68,81,42,52,-1,-1,83,75,39,47,-1,-1,50,67,39,40,-1,-1,-1,-1,39,61,-1,-1,56,67,33,44,-1,-1,-1,70,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,47,67,-1,-1,60,71,47,48,-1,-1,-1,89,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,64,60,-1,-1,64,73,73,53,-1,-1,-1,-1
"062906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,48,50,33,46,57,39,54,60,-1,56,47,.,.,.,.,.,.,.,.,.,.,.,.,31,38,-1,-1,31,44,38,50,-1,-1,-1,-1,45,50,71,50,48,63,41,50,-1,-1,67,55,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,46,38,-1,43,50,36,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,49,52,53,31,53,61,44,59,-1,-1,64,54
"063903",-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,32,38,32,38,36,43,37,49,44,33,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,22,24,24,20,26,23,26,35,35,-1,-1,49,35,38,24,44,42,59,43,41,48,35,-1,27,25,19,34,19,28,35,32,45,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,35,30,38,42,33,30,28,32,58,39,31,21,11,14,15,29,12,13,14,15,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,40,53,30,55,46,51,43,55,50,58,35
"063906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,45,52,54,49,52,40,51,61,53,33,38,.,.,.,.,.,.,.,.,.,.,.,.,37,38,40,45,43,48,32,44,56,44,-1,33,51,48,64,47,47,46,43,60,64,50,-1,-1,31,33,-1,-1,48,50,35,42,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,41,-1,64,52,58,35,41,58,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,54,64,67,50,53,43,58,76,60,50,56
"064903",-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,73,-1,-1,-1,-1,-1,-1,-1,83,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,25,27,26,29,22,31,25,27,40,45,18,12,71,-1,-1,.,-1,-1,83,-1,-1,-1,.,.,18,21,21,24,19,27,20,22,31,40,12,7,26,28,24,24,21,29,28,30,40,41,20,16,23,26,25,28,21,30,24,26,37,44,17,12,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,8,16,-1,-1,9,24,17,21,-1,-1,-1,-1,23,26,27,35,22,33,23,24,39,50,16,7,10,12,14,13,7,17,11,13,25,28,4,3,-1,6,-1,-1,-1,6,-1,7,-1,27,-1,-1,41,43,41,40,37,46,38,39,57,55,35,-1
"065901",-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,42,52,52,51,36,49,48,52,51,48,42,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,41,38,51,27,43,35,41,44,40,26,39,35,48,36,45,31,44,44,52,36,27,42,49,26,43,-1,54,21,44,38,51,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,49,57,67,58,42,54,51,51,64,62,42,55,15,19,-1,22,11,23,21,25,-1,19,14,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,48,58,61,53,42,55,55,56,55,57,46,58
"065902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,52,-1,25,53,47,48,50,69,70,58,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,50,48,-1,25,50,44,46,46,69,69,55,-1,58,61,-1,-1,58,48,57,68,58,80,77,-1,33,36,-1,-1,41,-1,26,42,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,.,.,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,41,43,-1,-1,46,45,38,31,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,60,59,-1,38,60,53,57,55,64,79,71,-1
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,-1,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"066901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,30,19,30,21,30,37,35,19,30,49,50,.,.,.,.,.,.,.,.,.,.,.,.,25,30,18,30,22,30,38,33,15,34,51,51,28,31,19,29,23,30,46,38,18,29,50,65,26,30,19,30,21,30,37,35,19,29,50,50,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,29,18,32,19,30,29,33,20,31,48,39,8,8,-1,-1,-1,11,18,16,-1,-1,23,27,-1,25,-1,-1,-1,30,-1,25,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.
