DISTRICT,D200A004216R,D200A004217R,D200AC04216R,D200AC04217R,D200AM04216R,D200AM04217R,D200AR04216R,D200AR04217R,D200AS04216R,D200AS04217R,D200AW04216R,D200AW04217R,D300A004216R,D300A004217R,D300AC04216R,D300AC04217R,D300AM04216R,D300AM04217R,D300AR04216R,D300AR04217R,D300AS04216R,D300AS04217R,D300AW04216R,D300AW04217R,D400A004216R,D400A004217R,D400AC04216R,D400AC04217R,D400AM04216R,D400AM04217R,D400AR04216R,D400AR04217R,D400AS04216R,D400AS04217R,D400AW04216R,D400AW04217R,DA00A004216R,DA00A004217R,DA00AC04216R,DA00AC04217R,DA00AM04216R,DA00AM04217R,DA00AR04216R,DA00AR04217R,DA00AS04216R,DA00AS04217R,DA00AW04216R,DA00AW04217R,DB00A004216R,DB00A004217R,DB00AC04216R,DB00AC04217R,DB00AM04216R,DB00AM04217R,DB00AR04216R,DB00AR04217R,DB00AS04216R,DB00AS04217R,DB00AW04216R,DB00AW04217R,DE00A004216R,DE00A004217R,DE00AC04216R,DE00AC04217R,DE00AM04216R,DE00AM04217R,DE00AR04216R,DE00AR04217R,DE00AS04216R,DE00AS04217R,DE00AW04216R,DE00AW04217R,DF00A004216R,DF00A004217R,DF00AC04216R,DF00AC04217R,DF00AM04216R,DF00AM04217R,DF00AR04216R,DF00AR04217R,DF00AS04216R,DF00AS04217R,DF00AW04216R,DF00AW04217R,DH00A004216R,DH00A004217R,DH00AC04216R,DH00AC04217R,DH00AM04216R,DH00AM04217R,DH00AR04216R,DH00AR04217R,DH00AS04216R,DH00AS04217R,DH00AW04216R,DH00AW04217R,DI00A004216R,DI00A004217R,DI00AC04216R,DI00AC04217R,DI00AM04216R,DI00AM04217R,DI00AR04216R,DI00AR04217R,DI00AS04216R,DI00AS04217R,DI00AW04216R,DI00AW04217R,DL00A004216R,DL00A004217R,DL00AC04216R,DL00AC04217R,DL00AM04216R,DL00AM04217R,DL00AR04216R,DL00AR04217R,DL00AS04216R,DL00AS04217R,DL00AW04216R,DL00AW04217R,DM00A004216R,DM00A004217R,DM00AC04216R,DM00AC04217R,DM00AM04216R,DM00AM04217R,DM00AR04216R,DM00AR04217R,DM00AS04216R,DM00AS04217R,DM00AW04216R,DM00AW04217R,DR00A004216R,DR00A004217R,DR00AC04216R,DR00AC04217R,DR00AM04216R,DR00AM04217R,DR00AR04216R,DR00AR04217R,DR00AS04216R,DR00AS04217R,DR00AW04216R,DR00AW04217R,DS00A004216R,DS00A004217R,DS00AC04216R,DS00AC04217R,DS00AM04216R,DS00AM04217R,DS00AR04216R,DS00AR04217R,DS00AS04216R,DS00AS04217R,DS00AW04216R,DS00AW04217R,DW00A004216R,DW00A004217R,DW00AC04216R,DW00AC04217R,DW00AM04216R,DW00AM04217R,DW00AR04216R,DW00AR04217R,DW00AS04216R,DW00AS04217R,DW00AW04216R,DW00AW04217R
"108902",-1,-1,.,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,34,32,39,28,36,25,30,44,44,31,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,32,31,38,27,35,24,28,42,43,29,26,30,35,31,38,29,37,29,34,37,43,39,32,29,33,32,39,28,36,25,30,44,44,31,27,.,.,.,.,.,.,.,.,.,.,.,.,11,15,13,21,16,25,9,14,19,17,16,14,28,32,33,41,28,36,22,27,50,45,24,22,19,22,22,28,21,27,15,19,35,34,20,19,6,25,7,21,6,32,5,25,6,26,5,25,48,71,70,80,36,50,57,67,75,88,-1,-1
"108903",-1,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,35,33,39,32,36,31,35,39,37,33,30,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,32,35,33,40,32,36,31,35,39,37,33,30,34,38,34,37,33,37,37,40,32,37,41,34,32,35,33,39,32,36,31,35,39,37,33,30,.,-1,.,.,.,.,.,.,.,-1,.,.,11,17,9,18,17,26,10,17,20,16,17,21,30,33,31,42,31,35,25,31,44,37,25,26,17,18,20,23,18,20,16,17,27,28,14,13,3,26,10,17,3,31,-1,27,-1,21,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.
"108904",39,72,31,79,48,70,47,67,-1,-1,-1,-1,81,89,86,90,92,87,84,88,70,86,87,81,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,40,45,45,51,43,50,43,45,36,44,46,43,53,64,42,55,50,64,61,61,-1,63,-1,58,36,41,41,47,39,47,39,41,32,40,42,40,43,48,44,50,44,53,48,49,31,40,54,49,40,45,45,51,42,50,43,45,35,44,46,42,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,21,24,21,25,30,36,23,24,6,11,28,28,38,43,46,51,41,48,38,41,41,47,38,36,19,25,22,30,24,31,22,25,19,28,23,22,7,27,7,29,13,33,8,27,10,28,13,26,49,57,61,54,52,61,54,58,57,47,33,60
"108905",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,41,39,44,36,47,36,40,32,35,40,33,-1,-1,-1,.,-1,-1,-1,-1,.,-1,.,.,32,38,37,42,35,45,33,37,30,32,37,31,36,41,41,41,39,48,41,43,28,29,45,36,34,41,39,44,37,48,36,40,32,35,40,33,.,.,.,.,.,.,.,.,.,.,.,.,13,18,13,22,21,32,15,18,11,14,22,15,32,41,37,46,34,47,30,37,37,42,33,30,16,21,19,24,21,31,18,20,16,21,25,13,-1,24,-1,30,-1,30,-1,23,-1,23,-1,32,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.
"108906",60,71,67,57,63,72,63,70,75,71,-1,60,81,81,77,95,87,87,80,81,78,88,81,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,48,53,47,52,43,51,48,52,50,57,49,49,39,50,47,53,27,45,43,43,45,38,40,64,40,45,40,44,36,44,40,44,43,48,42,41,50,55,45,51,44,53,54,56,46,54,58,57,46,52,46,51,42,50,47,51,49,55,48,48,-1,45,-1,-1,-1,35,26,38,-1,-1,-1,-1,25,30,21,26,28,38,27,32,19,21,33,33,45,51,48,54,42,50,43,48,54,59,41,41,26,31,26,30,24,31,27,29,29,38,30,29,6,25,8,24,7,29,8,24,6,27,8,26,67,70,69,68,61,64,67,70,72,83,63,66
"108907",-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,30,35,34,40,32,38,30,34,35,35,25,25,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,27,32,32,36,30,36,26,30,28,32,21,24,32,35,35,40,32,40,32,37,30,27,28,29,30,35,34,40,32,38,30,34,34,35,25,25,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,8,13,6,14,18,23,9,11,-1,8,9,15,29,35,34,40,32,37,27,32,39,42,22,21,16,18,18,24,19,22,15,16,21,21,13,10,3,25,8,26,6,28,4,24,-1,31,-1,19,43,32,-1,-1,38,-1,42,32,-1,-1,-1,-1
"108908",-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,71,100,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,38,42,39,41,38,44,40,43,36,37,37,35,60,50,-1,-1,-1,-1,-1,70,-1,.,-1,-1,35,38,37,39,35,40,37,40,35,35,34,31,41,44,39,40,39,45,46,48,33,33,42,41,38,42,39,41,38,44,40,43,36,37,37,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,13,19,13,19,18,26,14,21,11,11,18,15,36,40,39,43,37,43,35,39,39,41,32,30,17,21,18,21,20,25,19,22,21,22,16,16,6,24,7,26,8,26,6,23,13,31,-1,24,47,44,56,58,40,39,52,46,42,-1,-1,-1
"108909",.,.,.,.,.,.,.,.,.,.,.,.,77,72,100,67,86,78,78,78,86,71,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,37,41,40,43,39,44,36,40,35,35,40,37,57,45,-1,-1,38,40,47,42,-1,-1,-1,-1,34,38,38,41,36,42,33,38,33,33,37,35,40,43,42,44,41,47,41,44,31,32,46,43,37,41,40,43,39,44,36,40,35,34,40,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,22,24,23,27,29,33,23,26,12,11,32,31,34,38,39,43,36,42,31,36,39,37,33,32,23,25,24,26,27,32,23,25,21,20,27,24,5,23,7,23,7,26,6,23,6,23,6,22,50,45,49,60,53,51,53,50,33,54,59,38
"108910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,36,35,36,37,41,29,35,36,29,32,36,.,.,.,.,.,.,.,.,.,.,.,.,31,35,35,36,36,40,28,35,36,29,32,36,35,39,37,34,40,45,33,40,29,27,42,46,31,36,34,36,37,41,29,35,36,29,32,36,.,.,.,.,.,.,.,.,.,.,.,.,10,13,7,15,19,27,9,14,-1,10,27,17,27,32,32,37,34,37,24,30,44,32,22,26,14,16,18,17,21,27,12,17,15,10,25,20,-1,20,-1,23,-1,22,-1,22,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1
"108911",38,63,-1,83,-1,58,71,64,-1,-1,-1,-1,87,88,84,86,91,94,89,83,86,88,81,86,83,-1,-1,-1,83,-1,100,-1,.,-1,-1,.,61,64,62,66,65,71,61,64,58,59,66,56,50,64,-1,67,43,65,44,72,-1,63,71,-1,52,57,54,60,58,65,52,56,48,51,61,49,62,66,62,65,65,71,66,70,51,55,72,61,59,63,61,65,63,70,59,63,57,58,65,55,-1,-1,-1,.,-1,.,-1,-1,-1,.,.,.,29,33,29,39,43,50,31,34,19,20,44,34,59,63,63,68,64,70,55,60,64,63,61,51,31,32,31,36,43,46,34,33,28,28,41,29,15,34,13,36,23,51,15,34,11,29,40,30,80,81,80,79,79,82,79,83,73,71,78,75
"108912",-1,-1,.,.,.,.,-1,.,.,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,32,38,36,41,38,47,32,37,32,36,35,38,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,31,37,35,40,37,45,31,35,31,36,34,36,35,41,36,41,39,49,36,41,29,34,42,45,32,38,36,41,38,47,32,37,32,36,36,38,-1,.,.,.,-1,.,-1,.,.,.,-1,.,19,24,17,24,27,36,20,24,6,13,31,32,30,35,36,41,36,44,27,32,34,37,29,30,21,26,23,27,27,35,21,25,20,26,27,28,4,20,5,23,7,28,4,20,5,18,7,20,29,31,-1,-1,28,42,36,-1,-1,-1,-1,-1
"108913",.,-1,.,-1,.,-1,.,-1,.,.,.,.,50,80,-1,-1,58,100,74,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,33,37,40,46,39,47,34,38,34,37,32,32,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,32,35,41,35,43,28,33,28,33,27,27,34,39,38,43,40,48,39,41,29,35,38,37,33,37,39,46,39,47,34,38,33,37,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,21,18,24,26,35,14,20,10,13,17,20,32,35,41,48,38,45,30,35,38,40,26,26,15,18,19,26,22,30,15,19,18,21,15,14,4,16,7,19,8,22,4,17,4,11,5,18,54,56,68,69,55,59,55,55,78,56,55,45
"108914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,19,18,18,16,13,28,27,17,16,12,13,.,.,.,.,.,.,.,.,.,.,.,.,17,19,18,18,15,13,27,26,18,16,11,12,20,21,20,21,14,11,34,33,17,11,13,-1,18,19,18,18,16,13,28,27,17,16,12,13,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,16,16,16,16,18,15,23,22,17,23,-1,19,4,5,8,-1,4,7,14,14,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"108915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,29,36,26,31,37,29,30,32,31,20,23,.,.,.,.,.,.,.,.,.,.,.,.,28,27,35,24,29,35,26,27,29,28,18,21,37,36,40,19,38,43,38,38,25,37,27,32,31,29,36,25,31,37,29,29,32,31,20,22,.,.,.,.,.,.,.,.,.,.,.,.,9,11,19,15,14,23,5,7,16,15,-1,-1,25,23,32,32,24,31,22,22,39,26,15,15,8,9,13,12,12,18,7,8,14,13,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"108916",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,58,57,60,55,61,51,54,38,52,63,62,.,.,.,.,.,.,.,.,.,.,.,.,51,56,55,59,53,60,50,52,36,50,62,60,55,61,57,57,58,61,57,58,35,52,72,70,53,58,57,60,55,61,51,54,37,52,63,62,.,.,.,.,.,.,.,.,.,.,.,.,38,42,42,44,46,52,41,43,14,21,57,57,50,54,57,63,53,61,46,50,40,51,54,54,37,42,41,43,45,50,39,41,18,33,56,55,10,25,17,26,13,29,11,24,-1,34,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"109901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,55,43,49,49,58,50,62,38,50,47,33,.,-1,.,.,.,-1,.,-1,.,.,.,-1,19,36,-1,36,33,31,35,54,-1,-1,-1,-1,53,65,44,54,57,64,63,73,37,55,58,26,-1,68,-1,78,46,56,57,79,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,45,41,43,41,53,35,50,41,42,-1,37,-1,20,-1,43,19,22,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,55,47,46,51,61,50,60,41,52,50,30
"109902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,36,42,39,35,38,41,35,44,40,18,27,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,26,31,37,35,27,32,35,29,35,50,-1,-1,43,46,50,46,44,48,51,40,42,-1,-1,38,21,23,-1,-1,28,28,37,23,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,25,27,36,32,26,27,32,29,46,-1,-1,-1,17,14,28,23,18,18,24,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,47,57,50,45,46,48,43,52,-1,-1,-1
"109903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,46,32,55,34,42,41,47,28,44,31,33,.,.,.,.,.,.,.,.,.,.,.,.,30,44,33,43,28,37,36,45,21,69,-1,25,39,44,41,48,33,38,48,47,31,31,37,36,32,57,33,56,29,33,39,53,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,31,47,24,64,34,45,33,47,-1,56,-1,29,11,16,-1,37,10,20,9,17,26,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,35,43,31,57,34,43,40,45,27,41,28,33
"109904",35,28,-1,56,-1,26,32,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,31,34,39,38,29,29,35,37,27,37,28,25,18,18,19,22,11,10,22,19,24,19,14,-1,25,28,36,34,26,25,29,32,24,28,19,22,31,34,40,40,30,28,39,39,22,38,31,31,27,32,38,36,31,31,33,36,23,33,24,22,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,-1,6,-1,-1,-1,14,-1,8,-1,-1,-1,-1,31,34,38,36,29,31,32,36,33,36,24,20,11,12,22,17,12,9,14,16,10,17,6,7,-1,25,-1,26,8,27,5,24,-1,17,-1,34,47,47,51,51,37,38,48,51,40,51,42,37
"109905",-1,-1,.,-1,.,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,40,43,42,39,36,43,46,38,44,55,40,28,29,-1,-1,-1,-1,32,32,-1,-1,-1,-1,33,33,33,34,38,33,40,38,24,39,65,31,40,44,39,41,34,37,46,49,35,45,64,53,41,40,38,29,48,49,41,49,-1,-1,55,63,-1,-1,.,.,.,.,-1,.,.,-1,.,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,40,37,46,43,42,35,41,43,42,42,50,29,11,16,-1,19,14,16,15,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,43,47,46,39,35,45,48,44,54,50,39
"109907",-1,41,-1,63,-1,35,47,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,44,49,54,32,40,44,48,41,36,38,31,21,33,-1,42,-1,23,22,35,-1,-1,-1,-1,30,39,37,46,23,33,33,44,33,31,30,30,43,48,49,52,31,40,50,56,38,36,48,50,35,38,40,55,26,31,38,48,31,23,44,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,25,24,-1,-1,30,24,28,34,-1,-1,-1,-1,38,41,49,56,32,41,38,41,43,37,30,15,24,23,32,33,20,19,26,29,22,18,29,17,-1,24,-1,31,-1,15,-1,26,-1,-1,-1,-1,48,51,63,53,40,50,51,51,52,49,37,33
"109908",.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,39,-1,75,31,41,42,41,-1,-1,53,35,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,27,43,-1,75,27,43,46,45,-1,-1,62,38,32,26,-1,-1,32,30,53,35,-1,-1,63,-1,36,44,-1,63,32,44,45,44,-1,-1,63,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,23,50,-1,100,31,50,35,46,-1,-1,-1,38,17,18,-1,-1,20,18,27,18,-1,-1,-1,-1,-1,50,-1,-1,-1,50,-1,42,-1,-1,.,56,-1,40,-1,-1,35,45,45,40,-1,-1,-1,-1
"109910",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,27,32,36,34,30,28,31,22,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,26,27,35,34,29,25,27,20,29,-1,-1,16,21,-1,-1,34,25,16,32,-1,-1,-1,-1,30,32,-1,-1,47,35,26,36,-1,-1,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,32,48,64,33,35,37,30,27,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,26,41,43,33,33,32,32,-1,50,-1,-1
"109911",45,30,-1,63,38,35,41,32,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,39,37,50,48,36,42,39,36,42,38,29,26,-1,13,-1,-1,-1,32,-1,15,-1,-1,-1,-1,30,30,42,38,29,37,30,30,30,33,20,20,43,37,52,45,34,40,44,38,40,29,34,29,36,30,55,34,38,39,30,29,37,23,24,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,35,37,47,52,38,43,32,34,44,47,23,23,17,12,27,24,15,21,17,15,21,13,8,6,-1,15,-1,16,-1,19,-1,13,-1,-1,-1,-1,42,41,52,54,38,44,43,40,47,45,32,28
"109912",-1,-1,-1,.,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,48,45,40,41,55,42,54,39,19,44,39,-1,-1,.,.,.,-1,.,-1,-1,.,.,.,31,45,39,36,36,47,36,51,40,-1,40,40,39,47,42,40,39,53,48,57,-1,-1,59,47,25,39,-1,-1,29,35,38,45,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,39,48,50,40,43,57,35,51,50,-1,29,32,11,22,18,23,13,32,17,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,50,48,43,43,59,42,57,42,17,46,40
"109913",-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,42,39,39,39,55,39,47,33,33,33,28,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,30,39,34,30,32,51,35,42,26,24,28,33,35,47,33,39,41,56,40,56,24,43,48,41,35,39,42,-1,47,62,41,43,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,-1,-1,-1,.,-1,.,-1,-1,-1,.,.,.,34,38,44,39,38,54,39,40,39,24,-1,-1,14,25,17,38,17,35,17,26,-1,18,-1,21,-1,21,-1,-1,-1,41,18,22,-1,-1,-1,-1,34,43,38,42,39,53,39,48,37,37,31,31
"109914",-1,-1,-1,.,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,37,50,40,37,42,36,36,29,27,24,32,-1,.,.,.,.,.,-1,.,-1,.,.,.,31,31,47,35,38,38,35,32,29,32,33,23,25,32,43,28,38,38,40,37,-1,-1,-1,-1,14,30,43,40,22,47,28,33,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,35,40,55,48,36,45,32,35,43,30,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,35,-1,30,-1,-1,-1,-1,38,41,52,41,42,40,38,37,36,38,31,39
"110901",-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,22,43,24,35,20,25,27,31,44,24,15,-1,-1,-1,-1,50,-1,-1,-1,-1,.,-1,-1,22,19,41,22,31,19,20,24,31,38,21,-1,25,22,42,30,30,21,24,29,-1,30,-1,-1,18,23,31,21,29,21,21,26,24,41,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,26,22,44,-1,40,19,27,26,31,58,-1,-1,-1,-1,19,-1,14,6,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,31,70,-1,50,-1,44,38,-1,45,-1,-1
"110902",-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,32,36,40,43,34,39,37,39,48,51,28,22,11,24,-1,23,17,21,18,30,-1,25,-1,-1,23,29,29,35,26,32,29,31,38,45,22,16,33,36,39,41,31,38,41,41,45,46,37,23,27,32,35,38,29,35,32,34,39,43,23,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,18,21,-1,26,21,25,18,20,-1,-1,-1,-1,30,36,41,46,37,40,33,36,50,55,18,21,12,15,17,24,15,17,16,16,27,29,10,6,4,22,-1,25,6,23,6,22,18,30,-1,26,47,49,56,61,48,51,54,54,65,75,44,28
"110905",-1,-1,.,-1,-1,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,48,42,52,36,42,53,59,34,40,45,43,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,21,28,23,32,20,25,32,38,-1,-1,-1,-1,47,61,44,56,44,49,67,71,28,43,69,50,20,23,25,23,16,25,33,33,26,-1,-1,20,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,29,36,39,50,28,35,41,46,43,38,30,36,-1,18,-1,22,-1,17,19,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,64,52,67,49,54,66,75,39,45,61,67
"110906",-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,38,29,40,28,45,38,43,39,31,19,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,20,31,22,34,20,41,31,36,31,29,13,14,26,38,16,38,25,45,37,44,26,17,23,24,21,31,24,34,24,42,28,37,31,38,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,37,42,42,31,44,38,42,48,42,17,-1,12,18,16,23,7,21,20,23,23,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,46,33,50,32,49,47,50,49,19,21,20
"110907",-1,-1,-1,.,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,60,65,54,60,69,73,54,62,55,61,62,38,-1,-1,-1,-1,-1,86,-1,-1,.,.,.,-1,45,51,48,49,59,64,40,50,32,48,47,31,65,70,54,60,72,82,62,67,47,55,68,49,48,54,46,47,62,67,44,52,37,50,53,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,50,-1,36,.,.,-1,-1,55,60,55,61,66,66,46,58,60,67,56,29,36,45,21,41,49,54,36,43,22,43,38,-1,19,16,-1,-1,38,26,-1,24,-1,-1,-1,-1,74,79,62,79,80,82,68,78,70,72,77,52
