DISTRICT,D200A001513R,D200A001S14R,D200AC01513R,D200AC01S14R,D200AM01513R,D200AM01S14R,D200AR01513R,D200AR01S14R,D200AS01513R,D200AS01S14R,D200AW01513R,D200AW01S14R,D300A001513R,D300A001S14R,D300AC01513R,D300AC01S14R,D300AM01513R,D300AM01S14R,D300AR01513R,D300AR01S14R,D300AS01513R,D300AS01S14R,D300AW01513R,D300AW01S14R,D400A001513R,D400A001S14R,D400AC01513R,D400AC01S14R,D400AM01513R,D400AM01S14R,D400AR01513R,D400AR01S14R,D400AS01513R,D400AS01S14R,D400AW01513R,D400AW01S14R,DA00A001513R,DA00A001S14R,DA00AC01513R,DA00AC01S14R,DA00AM01513R,DA00AM01S14R,DA00AR01513R,DA00AR01S14R,DA00AS01513R,DA00AS01S14R,DA00AW01513R,DA00AW01S14R,DB00A001513R,DB00A001S14R,DB00AC01513R,DB00AC01S14R,DB00AM01513R,DB00AM01S14R,DB00AR01513R,DB00AR01S14R,DB00AS01513R,DB00AS01S14R,DB00AW01513R,DB00AW01S14R,DE00A001513R,DE00A001S14R,DE00AC01513R,DE00AC01S14R,DE00AM01513R,DE00AM01S14R,DE00AR01513R,DE00AR01S14R,DE00AS01513R,DE00AS01S14R,DE00AW01513R,DE00AW01S14R,DF00A001513R,DF00A001S14R,DF00AC01513R,DF00AC01S14R,DF00AM01513R,DF00AM01S14R,DF00AR01513R,DF00AR01S14R,DF00AS01513R,DF00AS01S14R,DF00AW01513R,DF00AW01S14R,DH00A001513R,DH00A001S14R,DH00AC01513R,DH00AC01S14R,DH00AM01513R,DH00AM01S14R,DH00AR01513R,DH00AR01S14R,DH00AS01513R,DH00AS01S14R,DH00AW01513R,DH00AW01S14R,DI00A001513R,DI00A001S14R,DI00AC01513R,DI00AC01S14R,DI00AM01513R,DI00AM01S14R,DI00AR01513R,DI00AR01S14R,DI00AS01513R,DI00AS01S14R,DI00AW01513R,DI00AW01S14R,DL00A001513R,DL00A001S14R,DL00AC01513R,DL00AC01S14R,DL00AM01513R,DL00AM01S14R,DL00AR01513R,DL00AR01S14R,DL00AS01513R,DL00AS01S14R,DL00AW01513R,DL00AW01S14R,DM00A001513R,DM00A001S14R,DM00AC01513R,DM00AC01S14R,DM00AM01513R,DM00AM01S14R,DM00AR01513R,DM00AR01S14R,DM00AS01513R,DM00AS01S14R,DM00AW01513R,DM00AW01S14R,DR00A001513R,DR00A001S14R,DR00AC01513R,DR00AC01S14R,DR00AM01513R,DR00AM01S14R,DR00AR01513R,DR00AR01S14R,DR00AS01513R,DR00AS01S14R,DR00AW01513R,DR00AW01S14R,DS00A001513R,DS00A001S14R,DS00AC01513R,DS00AC01S14R,DS00AM01513R,DS00AM01S14R,DS00AR01513R,DS00AR01S14R,DS00AS01513R,DS00AS01S14R,DS00AW01513R,DS00AW01S14R,DW00A001513R,DW00A001S14R,DW00AC01513R,DW00AC01S14R,DW00AM01513R,DW00AM01S14R,DW00AR01513R,DW00AR01S14R,DW00AS01513R,DW00AS01S14R,DW00AW01513R,DW00AW01S14R
"223904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,84,76,82,72,80,90,88,87,89,79,78,.,.,.,.,.,.,.,.,.,.,.,.,77,79,73,76,66,74,86,83,90,94,72,73,80,87,73,76,74,90,90,92,75,76,82,88,74,77,68,71,64,71,85,82,80,85,76,83,.,.,.,.,.,.,.,.,.,.,.,.,55,76,-1,83,-1,67,71,77,.,-1,-1,-1,81,81,78,94,71,70,89,85,100,100,75,71,61,75,50,76,49,67,79,83,63,80,58,71,71,68,-1,-1,65,65,82,78,-1,-1,-1,-1,84,88,81,89,77,87,92,93,92,91,80,73
"224901",-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,77,81,63,82,70,82,85,82,79,73,83,.,.,.,.,.,.,.,.,.,.,.,.,75,69,71,64,74,57,83,81,70,67,73,70,79,77,68,55,83,74,85,86,76,64,75,90,72,67,70,-1,68,47,85,81,60,-1,70,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,77,88,69,82,67,80,84,85,86,71,75,68,70,65,65,64,57,74,80,80,71,58,78,59,82,-1,-1,-1,-1,63,-1,-1,-1,-1,-1,83,80,84,64,86,76,82,86,90,81,73,80
"224902",-1,88,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,86,92,64,79,87,86,88,81,100,53,86,.,.,.,.,.,.,.,.,.,.,.,.,81,88,95,80,80,90,90,87,84,100,50,71,84,90,92,-1,88,89,89,96,82,100,62,88,67,91,82,-1,73,-1,81,91,70,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,84,92,70,74,86,85,82,80,100,48,83,67,82,89,62,72,81,78,85,62,100,-1,-1,76,93,75,-1,100,100,91,86,-1,-1,-1,.,84,86,96,64,81,87,88,87,86,100,67,83
"225902",84,83,86,100,89,77,86,82,80,88,73,75,86,85,-1,-1,91,87,82,89,-1,-1,-1,89,.,.,.,.,.,.,.,.,.,.,.,.,69,72,75,67,72,75,72,72,69,78,49,68,60,62,65,62,58,62,65,65,65,69,43,51,66,70,72,63,69,73,69,70,67,76,45,64,70,74,75,66,73,75,73,75,68,74,53,75,66,71,72,61,71,76,69,70,66,76,45,67,90,90,100,100,92,88,92,80,100,100,67,-1,50,58,55,39,56,68,54,59,41,48,31,52,68,71,76,67,71,75,71,69,71,83,44,61,55,63,63,52,60,67,60,62,54,68,31,58,52,59,56,54,53,65,57,54,48,68,36,55,81,83,90,85,80,82,84,84,81,87,63,79
"225905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,46,58,31,60,48,60,55,-1,33,52,35,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,.,58,45,57,31,62,48,59,54,-1,33,55,33,58,43,46,26,60,44,60,50,-1,-1,63,38,58,47,55,33,60,48,62,58,-1,36,52,36,.,.,.,.,.,.,.,.,.,.,.,.,44,33,-1,-1,50,39,44,36,.,-1,53,-1,58,51,73,-1,60,53,60,62,-1,-1,-1,33,44,37,-1,22,47,41,47,44,-1,-1,48,28,-1,65,.,-1,-1,-1,-1,-1,.,-1,-1,.,52,36,-1,-1,56,-1,-1,-1,.,-1,-1,-1
"225906",80,90,-1,-1,90,89,80,89,-1,-1,-1,83,100,100,-1,-1,100,-1,100,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,87,89,91,92,89,88,89,89,86,91,73,81,98,87,100,-1,92,92,100,93,100,-1,100,-1,78,82,87,83,82,82,82,84,76,84,58,74,90,92,92,92,90,92,93,94,88,92,83,89,77,81,86,83,82,85,81,81,74,80,57,73,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,66,72,69,77,73,81,68,70,61,59,51,53,83,85,91,91,88,84,85,85,85,91,61,70,72,77,79,79,79,78,77,77,68,80,52,59,63,79,70,78,72,82,66,76,59,65,37,100,91,92,94,95,92,90,93,93,92,97,82,85
"225907",70,88,.,-1,-1,100,-1,100,.,-1,-1,-1,100,100,-1,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,80,77,78,85,79,88,85,58,51,81,76,-1,100,-1,-1,-1,-1,-1,-1,-1,.,.,-1,80,75,70,75,85,76,85,81,46,47,81,69,85,82,73,79,87,79,91,88,60,52,86,86,77,72,65,72,82,73,81,76,42,48,80,68,88,-1,-1,.,-1,-1,-1,-1,.,.,-1,-1,67,57,67,65,79,61,62,59,-1,-1,65,47,81,77,81,76,84,80,84,83,56,50,76,67,70,66,59,67,77,67,74,73,31,-1,69,55,70,71,100,-1,64,73,64,82,-1,-1,-1,-1,89,86,87,84,88,84,94,94,72,54,85,82
"226801",85,81,83,100,90,76,86,70,80,100,80,-1,78,81,-1,-1,67,86,89,88,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,69,82,68,73,64,81,77,79,71,54,58,80,72,80,-1,80,58,94,88,78,-1,60,-1,66,65,71,65,62,62,75,73,71,59,49,51,72,69,79,59,69,63,80,78,69,60,57,70,65,62,67,61,62,58,73,70,71,56,46,51,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,77,70,85,78,76,66,83,76,86,80,52,47,58,52,72,55,53,44,62,60,63,58,32,34,57,54,63,48,56,50,64,61,64,46,33,50,83,76,95,75,81,71,88,84,85,79,59,62
"226901",98,88,100,100,92,83,100,86,100,-1,100,-1,100,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,85,85,87,89,79,90,86,77,91,75,84,100,.,-1,.,-1,.,-1,.,-1,.,-1,.,83,80,83,91,89,75,93,81,71,82,63,75,85,84,86,86,86,77,91,87,78,82,77,88,79,74,82,79,87,67,85,77,67,94,65,61,83,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,85,86,85,88,92,81,89,86,76,98,72,79,63,67,62,74,66,52,72,70,50,81,55,69,47,46,36,71,59,-1,56,38,-1,-1,-1,.,86,87,85,88,89,82,91,89,77,91,76,93
"226903",77,80,76,87,75,77,83,82,83,85,65,68,91,92,92,92,96,96,93,92,91,78,78,100,78,79,-1,-1,-1,-1,83,-1,-1,.,-1,-1,74,74,80,77,77,75,77,74,74,71,59,72,71,67,75,70,71,65,76,68,72,68,54,66,67,68,73,71,70,69,70,67,65,59,50,65,77,77,80,76,79,77,80,78,72,68,66,79,69,69,74,72,72,71,72,68,67,63,53,65,79,82,78,92,77,82,88,78,71,-1,63,88,48,51,48,45,60,61,47,47,49,45,31,47,72,72,80,77,75,73,75,69,75,74,52,64,52,57,60,61,56,59,55,57,52,55,31,47,50,51,57,56,52,54,55,50,53,53,28,40,84,85,90,86,86,85,86,84,85,83,69,83
"226905",83,91,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,88,85,92,87,87,86,92,87,84,82,78,80,63,-1,-1,.,-1,-1,-1,.,-1,-1,-1,-1,83,77,88,77,80,78,92,83,79,70,70,70,92,91,93,92,90,90,98,88,88,92,85,94,80,79,86,73,87,81,83,93,58,56,73,78,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,82,92,83,85,83,88,87,80,74,74,72,73,71,74,71,73,74,83,73,57,71,68,56,69,68,-1,60,68,71,83,78,67,63,57,-1,89,87,94,89,87,89,94,86,89,87,80,82
"226906",100,96,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,100,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,94,95,93,90,97,98,95,96,86,88,90,95,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,84,87,78,60,96,94,90,85,61,88,78,92,94,95,90,92,98,98,95,96,82,86,96,96,87,90,82,78,94,94,92,92,69,64,83,98,100,.,-1,.,-1,.,-1,.,-1,.,-1,.,85,73,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,94,95,95,87,97,98,95,97,89,89,86,94,81,84,81,65,93,90,84,86,71,73,63,86,73,84,79,50,90,92,70,90,57,71,53,88,95,96,94,92,98,99,96,97,88,92,92,94
"226907",85,83,-1,-1,-1,100,100,-1,-1,-1,-1,-1,100,100,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,.,.,72,70,81,74,71,72,74,68,81,77,54,56,55,57,-1,-1,71,-1,63,-1,-1,-1,-1,-1,67,64,75,67,65,67,68,63,78,68,48,51,71,71,79,69,69,73,73,71,76,73,61,67,69,67,75,67,66,72,70,65,81,73,54,57,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,39,41,-1,-1,-1,45,-1,41,-1,-1,-1,-1,73,69,83,78,73,71,75,66,84,81,47,48,58,57,65,60,57,62,60,55,69,64,34,41,46,47,54,57,54,46,47,44,46,63,18,30,75,72,84,78,74,72,76,71,81,79,55,54
"226908",-1,100,.,.,-1,-1,-1,-1,.,.,.,-1,75,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,80,78,80,75,82,77,82,81,84,79,63,74,.,.,.,.,.,.,.,.,.,.,.,.,78,73,74,70,81,73,78,75,89,78,64,60,84,83,82,82,86,76,85,90,88,72,71,95,74,76,67,67,79,75,75,86,78,67,67,63,.,-1,.,-1,.,-1,.,-1,.,.,.,.,33,33,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,76,73,77,69,79,78,80,72,79,85,56,58,56,56,50,46,52,57,62,55,64,72,48,50,51,56,50,42,59,74,54,55,58,-1,-1,-1,83,79,86,81,84,77,88,77,86,85,62,79
"227801",.,-1,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,36,-1,47,-1,26,54,33,-1,43,-1,.,-1,-1,.,.,.,-1,-1,-1,.,-1,.,.,-1,38,-1,50,-1,-1,-1,33,-1,45,-1,.,-1,44,-1,67,-1,-1,-1,36,-1,53,-1,.,21,31,-1,-1,-1,-1,-1,31,-1,40,-1,.,.,-1,.,.,.,.,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,46,24,-1,-1,-1,-1,-1,29,-1,-1,-1,.,25,35,-1,50,-1,24,50,32,-1,43,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,72,-1,-1,.,-1,-1,-1,-1,-1,-1,.
"227803",100,87,-1,-1,100,89,100,89,-1,-1,-1,.,81,97,-1,-1,83,100,83,100,-1,.,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,87,72,90,69,83,70,90,78,97,55,82,68,69,49,-1,-1,-1,33,83,61,-1,-1,-1,56,80,65,89,71,73,63,84,70,94,53,73,60,87,73,91,60,80,70,92,82,93,43,87,71,81,64,92,62,77,63,82,69,94,57,74,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,42,.,-1,.,44,.,48,.,-1,.,30,87,71,90,80,85,70,88,73,100,67,77,65,76,55,-1,48,67,54,81,61,-1,-1,89,49,96,84,100,100,88,78,100,85,-1,-1,100,83,94,90,85,80,90,86,99,96,100,-1,96,90
"227804",82,81,71,-1,80,70,91,100,-1,-1,-1,-1,90,94,86,100,92,91,88,97,-1,100,100,78,.,.,.,.,.,.,.,.,.,.,.,.,86,86,85,87,86,86,91,89,90,83,76,75,73,72,68,75,72,77,84,72,67,74,63,50,78,83,75,82,79,84,85,88,84,79,65,64,85,87,83,86,85,87,90,90,85,77,77,85,81,82,82,84,81,82,85,86,90,80,65,61,-1,.,-1,.,-1,.,-1,.,.,.,.,.,56,70,58,67,60,70,57,79,80,-1,35,38,88,85,87,89,87,86,91,87,96,90,74,66,67,71,60,68,69,73,75,77,76,63,52,39,64,50,48,38,67,51,75,63,50,38,56,28,94,93,93,93,93,93,96,95,96,86,85,90
"227805",61,92,-1,.,86,100,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,80,76,91,75,81,74,77,78,57,61,81,73,78,76,91,74,80,77,76,76,55,63,79,70,77,81,90,71,78,72,75,78,47,56,79,73,86,75,93,76,88,75,88,63,-1,66,79,80,91,-1,-1,86,88,-1,88,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,73,77,90,75,73,74,66,84,60,57,84,46,63,58,78,44,65,45,59,67,47,-1,64,55,63,-1,71,62,71,50,57,-1,-1,-1,-1,-1,100,.,-1,-1,-1,-1,-1,.,.,-1,.
"227806",48,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,44,57,55,67,39,55,56,52,45,63,27,59,38,43,46,-1,26,45,45,32,49,67,24,-1,41,48,54,60,33,44,53,44,44,60,20,43,48,63,56,82,44,57,58,59,46,71,38,60,41,57,48,72,42,59,51,55,35,44,26,60,43,-1,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,26,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,42,52,54,56,35,53,55,46,44,58,19,58,42,49,54,60,33,44,53,44,46,60,21,47,35,35,48,-1,28,38,48,28,32,50,18,-1,50,64,60,73,44,60,66,59,46,70,30,71
"227814",100,100,-1,-1,-1,-1,-1,-1,-1,.,.,-1,96,97,100,-1,100,100,94,95,100,-1,86,89,.,.,.,.,.,.,.,.,.,.,.,.,93,95,94,90,93,96,96,96,90,92,90,96,90,100,100,-1,82,100,90,100,86,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,93,94,90,88,91,94,97,97,88,86,95,97,90,94,84,88,85,93,98,97,78,93,96,100,100,100,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,93,96,98,94,95,99,95,95,91,100,80,96,.,85,.,63,.,88,.,95,.,-1,.,-1,73,77,-1,-1,71,-1,71,-1,-1,-1,-1,-1,94,94,95,90,95,97,96,95,92,90,87,96
"227816",88,91,81,88,87,92,94,93,100,92,75,87,95,92,90,89,96,92,98,94,94,90,93,91,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,81,80,82,77,83,79,88,84,77,72,69,74,79,80,85,75,75,77,85,85,76,72,68,85,76,72,76,70,78,73,84,77,69,63,61,64,82,79,81,73,82,79,90,85,72,65,73,80,75,71,75,69,77,72,83,75,69,63,60,59,100,94,-1,-1,-1,100,-1,100,-1,.,-1,-1,58,54,52,47,66,59,65,57,39,26,39,42,81,80,82,81,84,79,86,82,82,79,65,69,66,61,63,60,75,62,72,66,52,53,44,45,62,56,67,51,62,50,70,69,60,42,42,50,89,89,91,92,89,86,94,93,87,87,77,81
"227817",.,-1,.,.,.,-1,.,-1,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,76,71,73,84,82,77,77,83,75,63,59,73,79,63,-1,79,82,74,87,83,-1,64,55,73,76,63,71,82,82,73,77,75,75,55,59,79,76,81,64,82,83,78,76,85,-1,71,74,77,74,74,73,86,82,77,72,78,71,61,58,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,67,68,60,54,83,85,63,60,-1,-1,43,50,75,77,59,82,86,82,76,77,-1,90,55,50,67,68,45,60,82,76,64,64,-1,83,50,54,89,85,63,-1,100,88,93,82,-1,-1,-1,71,89,100,-1,100,89,100,89,100,-1,-1,-1,-1
"227819",.,-1,.,.,.,-1,.,-1,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,83,84,67,80,80,76,91,93,.,.,85,86,79,91,-1,100,78,75,89,100,.,.,-1,100,80,80,64,78,76,70,90,91,.,.,81,80,81,83,75,73,76,72,88,93,.,.,78,92,82,80,65,70,80,73,89,89,.,.,88,81,.,.,.,.,.,.,.,.,.,.,.,.,74,64,-1,-1,77,50,92,81,.,.,-1,-1,86,85,58,86,85,80,94,93,.,.,94,78,78,77,60,61,71,69,93,88,.,.,71,82,71,60,-1,-1,76,62,94,77,.,.,83,-1,91,94,-1,100,84,85,100,100,.,.,86,100
"227820",-1,79,-1,75,-1,77,-1,85,.,.,.,.,89,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,84,82,82,75,88,85,83,79,86,93,73,88,79,80,80,75,78,81,87,79,76,90,55,83,84,81,82,75,88,85,83,78,87,93,74,87,84,84,81,76,89,86,82,82,85,93,73,94,84,82,82,75,89,86,83,79,86,93,74,88,.,.,.,.,.,.,.,.,.,.,.,.,68,69,63,55,79,78,67,65,46,76,53,78,84,80,83,75,87,85,83,76,87,94,74,81,73,73,68,63,81,80,72,69,71,86,63,80,71,75,60,69,78,83,81,70,55,85,63,70,96,82,100,86,100,81,94,79,100,-1,-1,-1
"227821",82,100,-1,.,-1,-1,100,-1,.,.,.,-1,71,.,-1,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,80,82,81,87,72,73,90,89,.,.,76,83,59,61,-1,-1,47,-1,73,75,.,.,-1,-1,73,77,67,92,67,67,83,86,.,.,70,-1,81,79,80,77,70,67,92,88,.,.,80,91,70,68,63,-1,58,59,83,85,.,.,67,60,-1,.,-1,.,-1,.,-1,.,.,.,.,.,60,86,-1,.,-1,-1,-1,-1,.,.,-1,.,80,84,83,92,72,78,88,89,.,.,75,77,64,76,67,79,53,73,80,86,.,.,50,-1,65,67,-1,-1,59,53,68,89,.,.,-1,-1,86,87,89,97,79,79,94,91,.,.,81,94
"227824",80,75,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,57,63,61,69,59,63,62,67,62,31,38,59,55,63,61,71,44,62,64,66,76,47,37,58,57,62,59,69,59,64,61,66,62,31,37,59,58,65,55,68,59,64,65,72,58,31,43,64,57,62,60,68,60,63,61,67,60,29,38,60,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,33,50,18,55,44,56,38,50,28,24,13,45,57,60,66,70,59,63,59,61,67,32,33,53,43,55,50,62,49,58,46,57,48,22,17,48,39,50,30,47,43,50,43,53,45,26,29,62,80,59,60,-1,88,62,94,60,67,-1,-1,-1
"227825",.,-1,.,.,.,-1,.,-1,.,.,.,-1,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,64,.,.,78,71,63,61,.,.,.,55,72,51,.,.,67,50,78,50,.,.,.,-1,68,62,.,.,76,69,60,59,.,.,.,59,68,65,.,.,78,72,58,62,.,.,.,55,69,64,.,.,79,72,60,60,.,.,.,53,-1,.,.,.,-1,.,-1,.,.,.,.,.,53,53,.,.,68,64,37,49,.,.,.,34,72,63,.,.,78,70,67,60,.,.,.,55,54,51,.,.,68,62,39,46,.,.,.,39,-1,48,.,.,-1,58,-1,53,.,.,.,-1,100,90,.,.,-1,100,-1,88,.,.,.,-1
"227901",89,90,92,92,88,89,92,92,90,88,82,87,93,90,94,93,95,91,92,89,93,90,88,86,79,76,86,75,71,82,88,75,88,75,63,-1,78,78,82,81,81,79,80,78,75,75,63,72,64,64,71,70,66,64,69,65,62,63,48,54,67,68,73,71,73,71,70,67,62,61,50,59,79,80,82,80,82,80,83,81,74,73,69,77,71,71,75,74,76,74,73,71,66,65,53,63,77,75,81,76,79,73,84,78,75,77,57,68,53,57,54,54,65,66,53,55,37,36,38,50,76,76,82,81,80,78,78,75,76,76,58,66,63,62,70,64,69,65,65,62,61,61,43,48,60,63,57,61,64,68,66,65,53,52,45,51,94,94,96,95,94,93,96,95,94,94,87,92
"227904",86,87,91,92,85,85,89,88,86,88,75,83,91,91,92,92,93,94,90,89,91,94,83,87,90,85,95,100,92,89,88,80,93,100,73,-1,81,79,84,82,83,80,84,79,81,82,65,71,74,71,79,74,74,71,78,71,75,76,57,62,73,72,77,74,76,73,77,72,72,75,56,61,82,81,85,82,84,81,86,83,80,81,72,78,76,75,80,78,80,76,80,75,76,78,59,65,83,85,88,93,87,91,84,86,83,80,62,64,61,65,60,63,70,71,64,64,48,53,46,53,79,77,84,82,81,79,82,76,81,83,60,64,66,65,71,67,69,67,71,66,66,68,44,50,57,57,57,62,58,59,62,56,59,61,40,43,90,89,93,93,91,90,91,89,91,91,79,80
"227907",73,61,85,67,71,58,76,67,69,-1,59,50,89,90,92,87,88,92,90,91,85,100,88,83,96,93,-1,-1,100,-1,100,100,-1,.,-1,-1,65,63,72,68,68,62,69,65,62,65,45,53,61,58,69,66,62,55,66,59,59,62,41,49,62,61,68,66,66,60,66,62,58,61,40,50,66,66,69,67,70,64,72,69,59,62,50,60,64,63,70,68,69,62,67,64,61,65,43,51,67,50,67,-1,58,-1,85,54,56,-1,67,-1,44,47,47,48,54,51,45,48,31,43,27,33,64,61,74,70,67,60,66,60,65,68,40,46,56,53,64,58,61,53,58,54,53,57,34,38,42,46,40,54,46,44,49,47,36,48,29,35,78,77,85,81,79,77,82,79,80,73,59,69
"227909",97,97,100,95,96,95,98,98,98,96,92,98,98,97,99,98,98,98,98,98,98,96,95,95,86,75,-1,-1,71,-1,86,-1,-1,-1,-1,-1,96,96,97,96,96,96,98,97,95,96,92,95,91,91,100,80,84,92,91,97,96,89,84,-1,89,89,95,85,88,87,93,95,92,90,76,74,97,97,97,95,97,95,99,98,95,96,96,97,94,94,95,91,94,94,96,96,94,92,90,91,91,97,100,100,81,93,94,100,100,-1,-1,-1,82,78,94,65,80,83,84,82,80,71,76,69,95,96,97,97,95,96,97,97,96,97,88,93,86,86,92,84,87,86,91,87,82,86,72,77,79,84,80,83,80,84,85,84,73,85,65,80,96,97,97,97,96,96,98,98,95,98,92,95
"227910",73,75,83,83,75,77,78,72,66,86,51,63,89,67,87,69,85,73,97,61,95,-1,67,71,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,.,.,67,67,79,76,73,70,67,64,64,63,47,55,63,63,79,73,65,62,63,61,63,65,44,49,66,66,78,76,72,70,66,63,62,62,46,54,70,70,80,76,74,73,71,70,63,60,54,64,67,67,78,76,73,71,66,64,63,61,47,55,73,72,86,-1,82,73,67,71,-1,-1,-1,-1,51,55,58,66,64,63,49,51,34,44,34,42,64,64,78,77,71,67,63,59,66,66,40,46,56,57,69,67,63,62,54,54,52,50,33,43,45,50,51,54,49,54,46,48,44,45,27,34,76,73,85,84,76,72,79,72,78,82,55,64
"227912",84,80,100,75,87,92,80,87,100,-1,-1,-1,94,100,-1,-1,100,100,-1,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,88,86,90,84,90,90,90,89,89,80,75,73,69,69,-1,-1,78,88,89,88,-1,-1,-1,.,80,77,82,79,81,83,82,80,86,64,63,54,89,87,89,83,88,90,92,91,88,76,85,76,83,78,79,86,88,83,86,80,81,73,73,57,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,56,58,-1,-1,79,76,64,48,-1,.,-1,47,87,85,91,86,92,89,89,87,90,83,67,70,68,67,71,60,75,74,72,70,70,65,40,36,63,59,55,50,64,63,68,68,65,33,56,43,90,88,93,85,91,91,92,91,91,84,77,78
"227913",95,97,94,96,95,98,97,97,92,98,92,96,97,98,96,97,98,99,99,97,99,96,95,99,100,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,94,94,97,94,95,94,96,95,94,97,88,91,92,89,100,84,92,88,92,89,94,91,73,100,83,81,89,80,85,82,85,82,82,89,70,75,95,95,96,94,94,94,97,96,93,96,91,95,88,87,92,84,90,87,90,87,86,92,78,85,96,98,86,100,100,94,100,100,83,100,92,-1,68,67,74,52,79,73,71,66,47,75,49,68,94,94,97,94,95,94,95,93,95,97,85,88,85,83,92,83,87,83,87,81,86,93,68,69,82,84,90,79,83,86,84,85,82,82,71,79,96,96,98,96,96,96,97,96,96,97,90,92
