DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD000AC01218R,DD000AC01318R,DD000AC01S18R,DD000AM01218R,DD000AM01318R,DD000AM01S18R,DD000AR01218R,DD000AR01318R,DD000AR01S18R,DD000AS01218R,DD000AS01318R,DD000AS01S18R,DD000AW01218R,DD000AW01318R,DD000AW01S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNC00AC01218R,DNC00AC01318R,DNC00AC01S18R,DNC00AM01218R,DNC00AM01318R,DNC00AM01S18R,DNC00AR01218R,DNC00AR01318R,DNC00AR01S18R,DNC00AS01218R,DNC00AS01318R,DNC00AS01S18R,DNC00AW01218R,DNC00AW01318R,DNC00AW01S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNM00AC01218R,DNM00AC01318R,DNM00AC01S18R,DNM00AM01218R,DNM00AM01318R,DNM00AM01S18R,DNM00AR01218R,DNM00AR01318R,DNM00AR01S18R,DNM00AS01218R,DNM00AS01318R,DNM00AS01S18R,DNM00AW01218R,DNM00AW01318R,DNM00AW01S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R,DNS00AC01218R,DNS00AC01318R,DNS00AC01S18R,DNS00AM01218R,DNS00AM01318R,DNS00AM01S18R,DNS00AR01218R,DNS00AR01318R,DNS00AR01S18R,DNS00AS01218R,DNS00AS01318R,DNS00AS01S18R,DNS00AW01218R,DNS00AW01318R,DNS00AW01S18R
"223904",30,11,66,33,0,50,29,14,76,33,11,61,-1,-1,-1,33,17,67,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,17,82,45,9,79,45,20,85,48,19,82,52,21,76,55,8,84,43,29,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,14,76,33,6,64,38,18,80,41,16,78,36,0,59,54,11,82,49,14,86,48,3,82,41,14,87,53,20,86,53,20,80,56,8,88,38,10,75,32,8,64,35,11,76,41,13,78,38,0,67,44,6,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,14,58,-1,-1,-1,18,18,71,21,14,50,-1,-1,-1,33,17,67,46,20,80,42,15,76,48,25,84,43,18,79,52,22,74,54,8,77,28,12,67,28,8,61,23,14,74,31,12,66,33,11,56,24,6,71,26,23,54,-1,-1,-1,27,27,53,21,21,50,-1,-1,-1,-1,-1,-1,57,23,90,54,10,88,54,27,94,56,25,87,65,40,85,68,11,95,49,17,83,49,5,73,44,20,85,50,21,85,57,17,78,55,5,91,46,17,81,41,14,86,45,19,85,45,14,78,47,26,74,56,13,75,31,13,69,-1,-1,-1,20,20,60,60,20,80,-1,-1,-1,-1,-1,-1
"224901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,14,67,42,15,79,31,13,62,36,16,71,25,10,60,33,10,52,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,30,8,59,42,5,68,26,10,60,30,11,64,25,0,38,27,0,40,34,17,72,50,13,75,33,21,67,34,19,78,18,9,73,29,14,57,36,7,81,50,0,88,38,13,75,31,13,88,29,0,57,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,12,63,35,18,82,30,8,59,36,14,66,33,11,44,36,7,50,15,1,49,20,0,60,10,0,48,18,3,55,-1,-1,-1,10,0,20,33,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,35,16,65,43,22,78,32,14,62,37,16,68,25,17,67,35,12,47,38,17,68,46,17,88,37,15,63,40,22,73,27,13,53,35,12,53,22,4,63,33,11,56,13,7,60,24,0,67,20,0,80,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"224902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,15,75,33,3,69,47,20,86,42,15,73,45,24,76,18,0,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,10,66,25,0,58,43,14,79,34,12,66,22,11,61,13,0,31,49,23,76,33,0,67,61,32,88,55,31,81,38,13,75,15,0,31,40,16,75,40,0,80,48,29,90,45,18,64,17,0,83,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,9,74,33,5,71,34,9,84,34,5,68,48,29,76,22,0,67,23,6,66,17,4,58,27,4,79,24,8,63,28,11,61,11,0,33,20,0,40,-1,-1,-1,20,0,40,29,0,57,-1,-1,-1,-1,-1,-1,42,15,75,32,4,68,48,17,84,42,15,75,52,30,74,22,0,50,39,15,76,20,5,70,45,20,82,42,15,78,62,31,77,20,0,53,43,14,73,50,0,69,50,19,92,43,16,66,31,19,75,14,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"225902",35,12,72,28,7,65,45,17,84,32,10,69,26,10,56,32,8,65,39,9,72,0,0,55,53,16,89,35,8,69,0,0,20,54,0,62,59,43,86,57,57,100,75,56,88,53,37,89,44,33,67,60,20,80,50,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,16,76,37,11,73,48,20,85,39,13,73,47,26,72,34,8,65,31,9,67,31,2,69,34,14,77,29,8,61,30,10,65,27,6,52,39,14,74,34,8,70,46,18,83,36,11,71,43,22,69,32,7,62,44,17,79,35,9,74,49,21,87,44,16,78,42,23,70,39,9,70,40,14,75,33,8,70,47,19,85,37,11,72,45,24,71,32,7,65,35,6,65,60,20,80,-1,-1,-1,33,0,67,-1,-1,-1,-1,-1,-1,32,11,69,20,5,57,43,17,83,29,10,66,15,5,42,32,8,64,40,15,73,39,12,71,47,20,83,34,10,68,51,29,75,28,7,60,32,10,69,25,5,65,41,15,81,29,8,66,27,10,58,26,6,58,23,6,47,23,2,48,32,11,61,19,4,40,18,3,44,16,4,34,57,27,83,60,25,85,62,29,89,54,24,82,66,44,84,43,13,71,42,16,77,37,11,72,49,20,86,39,13,74,47,26,71,34,7,66,39,15,70,39,10,75,45,19,78,36,11,66,45,26,75,29,10,56,41,12,78,50,11,72,52,17,87,34,7,78,-1,-1,-1,11,0,56
"225906",34,9,70,35,5,77,40,15,79,37,7,67,8,4,42,24,5,54,70,43,93,57,29,86,78,67,100,64,36,91,-1,-1,-1,-1,-1,-1,84,32,100,-1,-1,-1,83,33,100,100,33,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,22,82,57,19,89,55,25,87,56,23,82,36,19,66,44,8,68,33,3,78,63,13,75,25,0,92,29,0,79,-1,-1,-1,-1,-1,-1,39,13,72,44,11,81,41,17,77,41,13,70,23,9,57,32,6,55,60,27,85,63,25,90,60,28,89,64,30,86,41,22,66,55,15,73,39,13,73,40,8,83,44,18,78,39,13,71,21,9,56,30,4,60,100,40,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,27,6,61,27,2,71,33,10,71,30,4,59,0,0,35,13,7,43,47,16,79,50,13,88,50,22,84,49,17,78,30,15,66,36,3,64,31,8,66,39,9,78,33,10,73,32,8,65,15,8,46,14,3,36,29,7,48,38,4,69,27,8,53,25,7,41,63,25,75,20,0,25,63,27,87,66,27,94,62,29,91,68,30,89,46,25,72,51,10,72,54,22,84,61,20,92,56,25,88,57,23,83,26,15,61,45,8,73,52,22,78,48,18,84,55,25,82,55,23,79,50,25,73,40,9,56,45,20,86,40,0,100,50,25,95,55,25,85,.,.,.,0,0,50
"225907",33,14,71,20,11,58,34,16,74,41,17,79,6,6,41,29,7,67,36,9,59,-1,-1,-1,57,14,71,29,0,57,-1,-1,-1,-1,-1,-1,100,86,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,19,78,34,13,74,46,21,81,52,25,84,32,19,64,38,7,65,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,38,16,73,27,12,69,40,17,77,46,20,80,26,17,54,33,7,60,51,21,83,34,14,78,53,22,84,60,28,89,28,20,68,48,11,76,37,17,74,25,15,68,39,19,76,45,21,82,25,18,61,28,8,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,66,14,3,51,25,9,69,33,10,74,0,0,33,20,6,61,38,17,73,34,12,71,40,20,77,44,21,79,36,18,61,28,3,55,25,7,65,13,4,58,24,7,70,35,11,74,4,0,40,21,5,49,11,4,33,-1,-1,-1,12,6,41,-1,-1,-1,.,.,.,-1,-1,-1,53,20,83,43,8,80,53,23,86,60,29,88,36,18,68,49,6,69,47,21,79,36,15,76,51,24,81,53,26,84,33,20,62,37,7,67,38,13,76,28,6,69,34,12,80,48,21,84,25,13,75,40,5,60,35,10,75,-1,-1,-1,22,0,78,67,33,83,.,.,.,-1,-1,-1
"226801",26,6,57,24,3,53,31,10,64,25,5,60,17,8,33,15,4,42,41,18,74,42,16,84,37,10,76,50,29,69,17,17,100,33,17,33,69,33,92,64,27,100,84,53,95,62,24,86,43,0,86,-1,-1,-1,60,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,34,13,68,30,9,63,35,14,72,38,16,71,29,14,59,28,7,57,22,8,55,12,4,37,25,8,64,26,10,61,5,0,16,16,4,42,29,11,62,25,7,55,30,11,68,32,13,65,22,14,50,23,4,51,36,15,69,28,9,59,35,14,71,41,20,74,20,10,50,38,10,63,30,11,65,25,6,58,31,11,70,33,13,67,23,8,51,23,6,55,30,20,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,18,3,51,12,0,42,24,6,59,19,1,55,0,0,20,13,0,39,33,12,68,33,10,67,34,14,73,36,12,68,37,17,66,18,4,52,18,4,54,15,2,48,19,5,59,21,5,58,15,5,41,13,1,41,25,9,44,18,7,39,27,12,45,26,6,44,15,4,37,34,11,46,45,19,77,43,14,75,43,20,77,51,21,81,39,23,70,42,10,70,39,15,73,36,11,69,38,16,76,42,17,76,38,19,66,35,10,65,31,12,64,26,8,59,32,13,69,35,15,67,20,8,51,25,6,53,22,7,58,20,10,30,26,9,63,28,8,64,0,0,17,8,0,69
"226901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,45,16,84,60,20,100,36,9,82,57,29,93,20,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,20,82,52,18,85,44,18,84,56,24,86,43,18,71,43,12,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,13,69,33,8,71,36,12,73,38,10,75,33,22,56,27,20,50,49,20,83,45,20,83,45,16,84,60,27,88,33,14,67,44,13,78,34,8,71,25,4,71,29,11,71,44,7,79,32,5,47,29,12,65,43,14,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,19,81,58,15,87,44,20,83,53,22,84,54,22,76,42,11,56,19,4,63,18,0,65,17,5,65,24,4,70,9,5,50,10,5,29,18,9,43,0,0,22,15,9,45,24,9,56,20,20,20,22,11,22,55,23,85,59,22,88,49,20,87,60,29,87,51,25,79,48,13,69,53,21,85,55,18,88,46,18,85,61,25,90,44,22,71,51,18,76,44,17,77,47,17,81,43,17,82,48,22,79,43,11,71,33,6,58,26,16,89,-1,-1,-1,29,29,100,29,14,71,-1,-1,-1,-1,-1,-1
"226903",23,7,57,20,4,60,28,9,66,21,7,52,12,4,39,19,5,50,44,20,72,45,22,74,36,18,74,46,17,71,57,37,69,51,15,63,66,32,88,70,30,88,74,38,97,59,29,83,75,44,81,54,21,79,53,27,87,-1,-1,-1,60,40,100,50,17,67,-1,-1,-1,-1,-1,-1,37,14,68,40,15,73,35,14,71,36,13,65,40,22,68,34,8,60,28,8,60,36,9,58,26,7,64,26,7,56,32,13,65,28,2,60,28,9,60,31,9,66,28,9,64,27,9,56,27,12,58,25,4,52,39,15,71,41,14,74,36,14,74,41,15,71,39,21,68,39,10,66,30,9,62,31,10,67,29,10,66,29,9,59,31,14,62,28,5,55,34,15,71,40,13,93,39,15,73,29,11,63,38,38,75,-1,-1,-1,13,3,44,11,3,49,19,5,57,12,3,36,4,1,31,6,1,28,34,13,64,40,16,71,35,14,69,32,11,59,40,22,68,29,6,54,15,3,48,18,3,56,15,3,53,14,2,43,19,6,52,9,1,32,15,4,33,17,3,43,16,6,39,14,3,27,17,5,39,15,2,21,50,23,78,57,24,85,48,22,81,50,22,76,56,36,80,45,12,70,37,14,68,41,15,73,35,14,71,36,13,65,39,22,68,34,8,60,36,14,68,38,14,71,36,14,73,35,13,64,42,21,68,33,8,61,33,10,63,37,15,76,32,11,68,33,10,60,44,20,64,29,0,45
"226905",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,65,35,81,-1,-1,-1,50,20,70,64,36,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,20,83,65,33,87,39,13,84,52,23,82,48,27,84,37,6,78,20,10,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,17,78,54,26,77,34,10,84,46,22,76,40,20,76,21,4,68,54,22,86,70,33,89,38,12,84,65,31,88,47,21,84,52,9,87,36,11,81,45,14,82,33,5,86,39,10,78,46,38,69,9,0,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,42,18,80,63,33,85,39,14,84,39,15,75,48,32,84,23,4,69,30,9,73,56,16,79,19,7,73,33,8,71,26,15,74,18,5,68,22,8,47,0,0,0,27,9,50,22,13,52,20,0,20,20,0,80,51,22,85,73,38,90,40,15,85,55,26,84,42,19,92,47,9,76,50,21,83,63,39,86,39,13,85,56,25,82,46,23,88,46,9,77,43,17,82,69,23,88,38,12,82,41,17,81,50,33,78,14,0,79,78,22,94,-1,-1,-1,83,17,100,83,0,100,-1,-1,-1,-1,-1,-1
"226906",30,15,74,-1,-1,-1,20,10,100,45,18,73,.,.,.,-1,-1,-1,78,52,100,-1,-1,-1,71,71,100,89,56,100,-1,-1,-1,-1,-1,-1,92,85,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,37,96,81,42,97,86,46,99,75,35,95,55,22,91,65,23,89,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,53,18,89,50,19,88,68,18,97,52,22,88,35,9,83,18,6,71,79,41,96,84,44,98,86,48,99,80,42,96,55,19,94,66,28,85,64,28,91,69,29,93,72,37,98,66,28,90,49,19,81,31,3,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,6,65,-1,-1,-1,14,0,100,17,17,50,.,.,.,-1,-1,-1,75,34,95,79,40,96,86,45,99,71,29,95,56,26,88,63,19,92,44,14,83,42,13,84,59,15,94,43,16,81,25,9,72,18,4,57,43,13,71,53,18,76,47,17,86,37,9,60,33,0,83,38,13,38,80,39,97,84,44,98,89,48,99,77,36,97,57,23,94,72,28,91,78,38,96,82,42,97,87,48,99,77,36,96,54,22,92,68,23,89,73,36,94,80,39,96,81,42,97,70,34,95,64,24,88,52,24,88,68,19,97,40,20,80,82,27,100,73,18,100,-1,-1,-1,-1,-1,-1
"226907",17,4,45,26,5,42,18,3,55,16,5,48,13,13,25,0,0,11,41,11,70,-1,-1,-1,42,17,67,47,13,80,-1,-1,-1,-1,-1,-1,100,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,10,63,33,12,66,31,11,68,31,8,61,45,20,68,25,3,47,16,8,60,-1,-1,-1,13,13,50,20,0,70,.,.,.,-1,-1,-1,26,8,58,26,8,62,26,9,64,24,7,55,42,17,65,17,0,38,31,9,65,35,13,65,28,10,69,33,8,66,36,11,63,29,1,53,29,10,62,30,10,66,28,11,68,27,7,59,43,22,68,22,3,44,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,11,2,36,14,0,29,16,3,48,8,3,38,-1,-1,-1,0,0,13,32,12,61,32,12,68,34,13,68,30,9,56,52,28,72,21,4,42,15,3,48,16,2,55,15,4,55,14,2,45,26,10,51,8,1,24,16,7,36,13,7,40,16,9,41,17,6,34,15,5,35,16,6,23,35,11,63,36,14,67,34,11,69,34,10,61,46,18,67,27,3,46,34,12,65,37,14,71,34,13,72,33,9,60,52,24,75,22,4,44,28,7,60,26,9,59,27,8,63,29,7,62,29,10,51,30,0,52,25,8,60,33,17,50,25,13,63,33,6,72,0,0,40,-1,-1,-1
"226908",27,9,67,0,0,86,31,13,75,26,5,58,40,20,60,38,13,63,89,44,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,16,81,31,11,89,45,16,84,54,17,79,38,19,71,52,12,79,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,38,12,80,23,10,90,37,13,80,44,9,76,38,24,71,46,15,85,54,16,83,41,14,95,48,15,85,66,17,80,47,24,82,48,14,71,41,15,81,21,11,82,43,10,84,46,19,81,32,23,64,57,10,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,18,10,58,0,0,86,25,8,67,15,8,38,-1,-1,-1,-1,-1,-1,41,15,80,25,9,84,42,17,83,44,17,78,32,16,64,57,10,86,23,5,67,11,0,83,26,4,72,29,9,62,10,5,45,15,5,60,24,14,45,17,0,67,31,23,38,24,10,38,20,20,60,-1,-1,-1,51,16,80,39,9,96,48,19,84,59,15,77,47,18,76,47,11,68,52,19,81,32,10,87,48,17,83,59,21,80,50,29,71,61,18,82,37,9,81,30,13,91,41,13,87,43,8,76,14,0,71,36,0,71,40,0,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"227803",21,6,57,13,2,48,26,8,69,23,7,57,9,4,39,13,4,37,50,27,72,44,22,78,44,26,74,52,41,70,-1,-1,-1,58,0,67,68,47,84,71,14,86,77,62,100,69,62,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,32,13,64,25,8,62,34,14,71,35,16,64,26,14,56,26,5,46,20,9,51,8,0,62,22,10,50,19,9,49,40,20,100,24,10,38,24,8,57,19,5,52,28,10,68,26,9,57,17,8,47,19,5,36,32,14,66,24,6,64,32,14,71,38,19,69,26,11,54,25,5,49,26,9,60,20,6,55,28,10,69,29,11,60,21,9,51,17,3,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,18,5,53,10,1,44,24,7,67,17,4,53,6,3,35,12,2,27,32,12,62,26,11,61,35,14,71,33,13,60,27,16,58,26,4,42,19,5,53,13,1,47,21,6,62,20,6,53,16,5,42,12,2,33,13,3,30,11,0,18,11,3,43,10,2,23,33,8,46,10,0,10,53,26,81,45,18,86,51,24,82,60,34,82,48,32,76,48,13,66,36,16,69,26,9,64,39,17,75,39,20,68,29,17,56,34,8,59,27,10,59,24,7,60,27,10,66,31,12,60,24,11,56,18,2,35,20,7,64,-1,-1,-1,13,13,75,24,6,71,.,.,.,27,0,36
"227804",44,18,77,23,4,65,54,23,85,41,21,75,21,14,57,41,11,73,63,37,88,0,0,57,80,35,95,65,40,85,63,38,100,67,58,92,82,45,99,77,23,100,88,53,100,75,50,96,89,44,100,82,36,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,31,87,64,28,86,65,33,91,64,31,88,69,43,87,56,22,76,49,16,81,46,11,82,54,20,85,42,17,80,64,9,82,53,16,63,43,14,77,40,8,69,50,17,85,38,17,78,43,17,70,33,4,58,64,31,88,58,23,84,63,31,91,70,34,92,63,32,82,61,28,78,45,15,78,45,5,79,46,18,83,49,16,78,50,28,75,29,4,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,11,71,11,0,61,44,15,78,30,11,70,20,10,50,36,4,68,64,32,86,70,33,88,66,35,90,59,28,83,74,54,93,51,16,73,34,10,72,32,7,67,36,12,79,34,9,74,43,14,70,18,2,50,18,4,47,15,0,35,13,7,57,19,2,40,33,7,67,21,0,36,78,44,94,80,45,91,77,45,96,79,42,95,77,57,91,75,30,89,63,31,86,64,26,83,64,33,90,64,32,87,70,44,84,55,20,75,66,31,90,64,32,92,68,31,93,65,28,88,66,43,94,60,29,77,61,27,91,83,33,83,50,28,94,60,25,90,100,40,100,43,14,86
