DISTRICT,D200A001S15R,D200AC01S15R,D200AM01S15R,D200AR01S15R,D200AS01S15R,D200AW01S15R,D300A001S15R,D300AC01S15R,D300AM01S15R,D300AR01S15R,D300AS01S15R,D300AW01S15R,D400A001S15R,D400AC01S15R,D400AM01S15R,D400AR01S15R,D400AS01S15R,D400AW01S15R,DA00A001S15R,DA00AC01S15R,DA00AM01S15R,DA00AR01S15R,DA00AS01S15R,DA00AW01S15R,DB00A001S15R,DB00AC01S15R,DB00AM01S15R,DB00AR01S15R,DB00AS01S15R,DB00AW01S15R,DE00A001S15R,DE00AC01S15R,DE00AM01S15R,DE00AR01S15R,DE00AS01S15R,DE00AW01S15R,DF00A001S15R,DF00AC01S15R,DF00AM01S15R,DF00AR01S15R,DF00AS01S15R,DF00AW01S15R,DH00A001S15R,DH00AC01S15R,DH00AM01S15R,DH00AR01S15R,DH00AS01S15R,DH00AW01S15R,DI00A001S15R,DI00AC01S15R,DI00AM01S15R,DI00AR01S15R,DI00AS01S15R,DI00AW01S15R,DL00A001S15R,DL00AC01S15R,DL00AM01S15R,DL00AR01S15R,DL00AS01S15R,DL00AW01S15R,DM00A001S15R,DM00AC01S15R,DM00AM01S15R,DM00AR01S15R,DM00AS01S15R,DM00AW01S15R,DR00A001S15R,DR00AC01S15R,DR00AM01S15R,DR00AR01S15R,DR00AS01S15R,DR00AW01S15R,DS00A001S15R,DS00AC01S15R,DS00AM01S15R,DS00AR01S15R,DS00AS01S15R,DS00AW01S15R,DW00A001S15R,DW00AC01S15R,DW00AM01S15R,DW00AR01S15R,DW00AS01S15R,DW00AW01S15R
"201904",88,-1,.,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,67,83,86,60,80,92,-1,.,100,-1,-1,79,64,87,85,59,82,79,68,93,86,50,76,77,46,100,85,-1,-1,.,.,.,.,.,.,57,-1,.,74,-1,-1,81,65,75,86,73,85,67,39,67,77,50,63,46,-1,-1,-1,-1,-1,80,76,77,83,67,82
"201907",-1,.,-1,-1,-1,.,-1,.,.,-1,.,.,.,.,.,.,.,.,81,80,89,84,66,74,74,60,100,85,-1,-1,82,84,93,82,81,62,84,84,100,88,67,57,86,90,-1,79,-1,.,88,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,78,77,76,80,65,84,70,71,81,74,56,46,33,-1,-1,-1,-1,-1,81,82,86,84,63,83
"201908",38,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,70,72,45,71,68,78,49,45,-1,57,56,-1,64,59,45,66,63,71,71,75,47,71,61,82,53,-1,-1,59,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,.,-1,70,69,44,72,73,69,57,57,28,59,54,80,53,-1,-1,-1,-1,-1,77,79,57,78,73,85
"201910",79,100,-1,72,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,80,80,82,80,79,83,74,74,71,74,73,80,75,73,76,74,72,80,82,80,79,83,82,86,81,81,81,81,76,91,-1,.,-1,-1,.,-1,65,65,-1,63,-1,84,79,80,84,78,77,81,63,60,65,64,53,69,48,50,-1,38,83,50,83,82,87,83,85,83
"201913",-1,-1,.,-1,.,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,76,66,81,77,76,83,88,-1,.,90,-1,-1,73,63,84,73,72,83,77,68,88,78,72,87,70,61,76,69,72,86,-1,-1,-1,-1,.,.,57,50,67,52,50,81,75,65,74,76,80,80,66,58,73,65,67,79,57,-1,.,67,-1,-1,82,73,86,87,80,81
"201914",67,-1,.,63,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,70,88,75,70,75,59,46,90,61,50,69,71,68,89,72,66,68,78,69,91,80,71,80,73,70,87,73,67,70,50,-1,.,83,-1,-1,50,-1,-1,57,-1,50,71,70,85,71,68,70,61,49,80,63,59,57,42,-1,-1,48,-1,-1,80,77,88,80,77,81
"202903",74,67,100,72,-1,89,100,-1,.,-1,.,-1,.,.,.,.,.,.,79,76,88,81,75,73,61,60,83,66,50,46,73,66,85,76,65,67,78,69,84,80,70,81,79,79,100,76,78,86,-1,-1,.,-1,.,.,65,-1,.,67,-1,-1,80,82,91,81,80,63,67,63,82,69,56,66,53,56,-1,57,-1,-1,81,78,85,83,79,74
"202905",87,100,-1,92,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,69,72,65,71,65,64,39,38,-1,38,-1,-1,65,66,62,67,61,61,69,68,64,73,58,70,58,-1,-1,77,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,69,77,67,69,75,56,56,58,59,58,48,44,26,-1,-1,36,-1,-1,72,75,69,73,67,67
"203901",47,-1,-1,50,.,-1,88,-1,-1,-1,-1,.,.,.,.,.,.,.,55,67,61,56,42,42,49,63,58,50,21,37,51,63,57,51,33,39,59,67,70,61,36,50,58,63,64,57,47,60,.,.,.,.,.,.,28,-1,-1,27,-1,-1,51,67,54,51,48,33,44,55,52,44,37,28,40,-1,-1,40,.,-1,67,78,64,68,75,50
"203902",71,-1,.,89,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,63,51,77,68,50,48,-1,-1,.,-1,.,.,59,51,78,63,45,45,69,57,71,75,54,65,57,-1,-1,56,.,-1,.,.,.,.,.,.,86,-1,.,-1,.,-1,57,45,82,63,47,37,54,46,65,62,40,29,-1,-1,-1,-1,.,-1,62,49,77,68,50,47
"204901",79,-1,.,84,-1,67,-1,-1,.,-1,-1,.,.,.,.,.,.,.,69,66,72,70,76,57,60,60,63,59,57,65,62,59,69,63,67,51,72,66,76,74,73,68,67,59,64,71,68,60,82,-1,-1,100,-1,.,52,-1,-1,44,-1,-1,66,67,69,66,79,49,60,56,66,62,67,43,50,-1,-1,50,-1,-1,72,70,77,73,84,55
"204904",62,-1,.,69,.,-1,70,-1,-1,-1,-1,-1,.,.,.,.,.,.,66,72,78,65,74,47,66,52,77,66,67,71,63,65,78,62,75,44,72,72,83,72,74,60,62,65,87,61,70,44,-1,-1,.,-1,.,-1,33,22,80,37,-1,-1,61,73,73,59,75,36,54,60,67,54,64,29,45,-1,-1,44,-1,-1,68,78,75,67,78,46
"205901",74,-1,-1,80,-1,-1,-1,.,.,-1,-1,.,-1,.,.,-1,.,.,66,59,61,69,68,61,68,67,-1,65,100,-1,63,58,62,67,63,56,69,58,61,75,62,69,62,55,54,67,58,62,47,-1,-1,-1,.,-1,52,47,38,55,-1,65,62,61,61,63,73,51,53,46,51,59,54,39,25,24,-1,27,-1,-1,72,67,73,74,82,62
"205902",89,100,-1,88,85,82,88,100,-1,82,83,100,-1,.,.,.,-1,.,82,82,82,82,83,79,80,71,83,82,75,-1,72,70,70,74,70,66,84,84,80,85,81,86,76,74,73,77,77,74,91,83,-1,94,83,-1,36,-1,-1,42,-1,38,80,80,85,79,84,72,66,65,71,67,63,59,46,49,48,52,22,32,89,91,95,88,91,84
"205903",82,91,-1,75,100,75,63,89,-1,42,82,-1,-1,-1,.,-1,.,.,79,82,83,78,82,76,73,63,100,76,-1,-1,74,77,82,72,77,69,82,81,89,81,82,81,76,80,77,74,80,73,86,-1,-1,-1,-1,-1,56,57,75,51,67,50,77,84,78,74,82,70,64,71,73,62,69,53,47,58,-1,47,75,33,85,85,89,85,84,79
"205904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,49,80,59,44,43,33,-1,-1,-1,-1,-1,51,45,78,55,42,41,57,46,84,62,47,50,54,48,78,59,44,43,.,.,.,.,.,.,46,-1,-1,53,-1,45,52,51,76,57,40,35,38,27,67,44,27,28,33,33,-1,38,-1,-1,62,62,100,65,-1,56
"205905",-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,79,82,80,80,76,76,100,-1,.,-1,-1,-1,77,83,80,75,74,70,78,77,77,79,71,79,78,81,77,78,76,75,-1,-1,-1,-1,.,.,51,83,-1,50,.,50,81,86,84,80,81,72,67,73,70,67,58,63,48,-1,-1,56,-1,-1,89,88,100,90,80,85
"205906",86,-1,-1,78,-1,-1,91,-1,-1,-1,-1,-1,.,.,.,.,.,.,70,77,74,68,69,67,94,100,.,89,-1,100,64,71,73,62,60,62,70,76,69,70,67,68,66,74,71,65,64,62,-1,.,.,-1,-1,.,31,-1,.,28,-1,-1,70,78,78,66,71,66,56,65,67,54,56,47,63,85,-1,56,-1,.,86,91,86,84,86,92
"205907",100,-1,-1,-1,-1,-1,86,-1,-1,-1,-1,.,.,.,.,.,.,.,67,69,76,64,75,62,-1,-1,.,-1,.,.,65,67,73,62,74,57,69,66,80,67,71,71,65,66,73,62,75,61,.,.,.,.,.,.,40,-1,-1,-1,-1,-1,65,71,72,60,80,52,54,57,68,51,61,47,58,67,-1,53,-1,-1,88,87,100,88,85,75
"206901",-1,-1,.,-1,-1,.,-1,.,.,-1,.,-1,.,.,.,.,.,.,87,90,80,88,76,88,-1,-1,.,-1,-1,-1,85,86,86,88,66,85,92,94,90,94,81,93,82,82,73,86,62,86,-1,.,.,-1,.,.,58,50,-1,65,-1,100,81,86,70,82,70,83,67,75,64,72,41,55,67,83,-1,71,.,-1,93,100,89,92,90,89
"206902",100,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,83,79,77,61,62,-1,-1,-1,-1,.,.,71,82,67,71,64,60,81,91,-1,80,67,100,59,-1,-1,73,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,71,78,80,75,55,-1,56,-1,-1,55,71,-1,46,-1,-1,50,-1,-1,77,95,73,75,67,64
"206903",-1,.,.,-1,.,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,63,54,69,74,42,46,-1,.,.,-1,-1,-1,56,48,56,64,44,-1,66,50,-1,79,56,-1,38,38,-1,59,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,60,57,67,70,-1,-1,55,56,64,59,44,-1,24,-1,-1,-1,-1,-1,75,64,100,80,67,-1
"207901",78,-1,.,83,-1,.,100,-1,-1,-1,-1,.,.,.,.,.,.,.,78,70,91,75,86,85,-1,.,.,-1,.,.,69,55,83,68,74,77,78,65,91,78,81,88,72,61,90,71,80,83,.,.,.,.,.,.,26,-1,.,30,-1,-1,77,77,91,73,90,82,62,52,82,59,76,72,22,-1,.,-1,-1,-1,92,100,92,89,95,91
"208901",60,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,68,65,82,70,64,59,.,.,.,.,.,.,74,85,86,75,75,54,77,65,100,83,55,73,61,65,78,60,62,45,.,.,.,.,.,.,73,-1,-1,83,.,-1,60,66,63,58,68,47,69,71,88,70,64,-1,41,63,-1,40,-1,-1,73,68,88,76,68,67
"208902",59,-1,-1,69,-1,-1,86,-1,-1,91,-1,-1,.,.,.,.,.,.,58,53,67,63,46,48,61,73,100,59,-1,42,49,40,62,55,38,41,62,52,77,67,47,59,52,43,58,57,41,43,64,-1,-1,64,-1,-1,40,25,50,44,36,43,55,54,60,60,44,38,44,34,55,50,35,30,21,22,-1,23,-1,-1,70,69,80,74,53,58
"208903",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,89,100,91,87,83,.,.,.,.,.,.,87,89,100,86,100,70,94,92,100,95,89,89,88,73,100,90,-1,83,.,.,.,.,.,.,-1,-1,.,-1,.,.,86,85,100,87,85,78,81,77,100,85,71,67,-1,.,.,-1,-1,-1,91,94,100,91,85,83
"209901",100,-1,.,100,-1,-1,-1,.,.,-1,.,.,-1,.,.,-1,.,-1,85,73,93,89,79,86,100,-1,.,-1,-1,-1,76,61,83,81,63,83,82,60,96,88,69,85,76,47,100,83,64,86,-1,.,.,-1,.,-1,-1,.,-1,-1,.,.,88,84,87,90,88,87,75,72,81,75,75,74,58,-1,-1,58,-1,-1,86,77,91,89,80,86
"209902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,80,67,86,64,-1,.,.,.,.,.,.,78,87,75,85,-1,-1,85,87,-1,97,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,-1,-1,71,86,-1,75,86,-1,78,-1,-1,-1,-1,.,-1,.,-1,77,80,67,86,64,-1
"210901",75,-1,-1,-1,-1,-1,55,55,86,48,-1,-1,-1,-1,-1,-1,.,.,69,72,76,69,68,62,55,63,63,55,53,39,65,67,74,64,61,58,72,71,78,74,66,71,67,66,81,67,65,63,-1,.,.,-1,.,.,50,45,67,52,23,55,66,74,75,64,72,53,53,53,66,54,46,47,29,.,-1,34,-1,-1,81,87,81,81,82,71
"210902",100,-1,.,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,85,85,82,89,73,81,93,100,-1,95,-1,100,83,83,70,89,68,80,85,87,78,89,76,85,78,70,-1,88,57,100,.,.,.,.,.,.,63,63,-1,72,-1,.,84,83,86,89,71,77,76,71,73,81,68,68,47,.,-1,50,-1,-1,85,87,87,89,76,78
"210903",78,100,-1,77,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,84,87,88,85,85,73,71,68,77,70,74,64,79,79,85,79,78,78,83,82,79,84,84,83,83,75,100,86,80,71,.,.,.,.,.,.,71,-1,-1,74,-1,-1,85,93,97,85,86,62,71,73,82,71,71,58,63,-1,-1,64,-1,-1,89,93,89,89,90,78
"210904",76,-1,-1,75,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,69,66,78,72,67,55,57,52,69,62,50,46,68,65,77,70,66,54,73,79,80,77,68,44,71,72,92,69,77,56,.,.,.,.,.,.,55,50,.,60,-1,53,65,53,76,68,66,63,61,66,70,61,60,45,29,-1,-1,29,-1,-1,76,73,73,84,70,58
"210905",82,-1,-1,89,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,72,88,79,52,75,57,43,83,60,42,72,70,64,91,74,39,71,77,74,88,82,55,76,76,60,-1,85,-1,69,.,.,.,.,.,.,64,.,.,71,.,-1,74,70,88,76,47,73,58,50,78,63,30,54,59,-1,-1,74,-1,-1,81,83,87,84,57,76
"210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,69,.,85,-1,100,-1,.,.,.,.,-1,74,70,.,76,-1,100,87,-1,.,86,-1,100,83,-1,.,-1,.,-1,.,.,.,.,.,.,-1,.,.,-1,.,.,73,67,.,84,-1,100,66,-1,.,79,-1,100,-1,-1,.,-1,-1,.,78,67,.,86,-1,100
"211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,.,67,.,76,.,.,.,.,.,.,69,.,.,65,.,75,81,.,.,75,.,90,67,.,.,58,.,80,.,.,.,.,.,.,78,.,.,64,.,100,62,.,.,61,.,64,64,.,.,58,.,72,-1,.,.,-1,.,-1,76,.,.,80,.,-1
"211902",-1,-1,.,-1,-1,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,82,76,95,82,89,78,100,-1,-1,-1,.,.,79,70,90,79,86,80,83,73,100,83,89,83,79,71,91,79,87,80,.,.,.,.,.,.,48,-1,-1,51,-1,53,82,80,91,82,90,75,63,55,86,63,67,62,63,-1,-1,-1,.,-1,88,85,100,89,95,75
"212801",65,-1,-1,69,-1,75,78,56,.,91,-1,70,.,.,.,.,.,.,71,52,100,81,46,69,66,60,-1,70,45,65,61,40,-1,74,32,57,72,44,100,84,42,72,61,30,-1,76,30,57,.,.,.,.,.,.,59,-1,.,73,-1,58,70,60,100,78,50,65,50,21,-1,66,14,45,34,-1,.,47,-1,-1,76,58,100,85,53,74
"212804",85,-1,-1,88,-1,-1,86,-1,-1,78,-1,-1,.,.,.,.,.,.,85,80,95,90,68,80,78,-1,-1,75,-1,-1,77,73,86,82,63,71,83,72,85,89,65,87,69,56,.,83,-1,57,-1,-1,.,-1,.,.,50,-1,-1,-1,-1,-1,86,86,100,91,69,74,74,69,83,83,48,70,58,-1,.,75,-1,-1,87,82,94,92,70,83
"212901",88,83,-1,83,-1,-1,100,.,-1,100,.,-1,.,.,.,.,.,.,78,74,81,79,79,70,59,50,-1,63,67,63,71,73,72,72,65,66,81,75,87,84,76,75,77,78,80,80,83,50,.,.,.,.,.,.,77,.,-1,86,.,-1,75,73,76,76,81,66,61,56,68,62,58,54,35,-1,63,36,-1,-1,80,77,88,82,79,73
"212902",90,90,-1,88,92,100,87,-1,-1,83,-1,-1,.,.,.,.,.,.,85,87,90,86,79,83,72,78,100,68,62,80,77,82,79,77,67,75,88,87,90,89,79,89,75,79,85,76,68,69,80,-1,.,83,-1,-1,58,-1,.,64,-1,-1,83,87,90,83,78,77,69,69,78,71,60,63,50,48,83,53,36,46,86,88,90,88,80,84
"212903",88,90,100,91,88,73,93,91,-1,100,-1,-1,100,-1,.,-1,-1,.,88,89,95,89,89,76,77,76,95,78,89,48,81,83,92,84,83,66,89,86,95,91,87,85,82,81,95,84,79,73,94,-1,-1,89,-1,-1,61,63,-1,66,75,42,87,91,94,87,91,68,71,71,84,74,76,47,55,61,80,60,67,32,90,91,94,91,92,79
"212904",94,100,-1,94,-1,-1,100,100,-1,100,-1,.,-1,-1,.,-1,-1,.,89,94,95,89,89,78,82,90,100,83,69,64,84,88,95,85,83,74,90,93,95,90,85,83,81,84,91,79,94,64,86,.,.,-1,-1,-1,76,86,-1,74,-1,70,88,96,94,87,92,72,85,91,92,85,76,74,70,-1,-1,74,67,-1,91,96,94,91,90,82
"212905",79,75,89,81,77,68,92,98,94,90,97,91,100,-1,-1,-1,.,-1,69,69,76,69,69,65,61,60,70,61,63,54,63,63,72,64,60,59,72,70,80,74,66,71,65,66,74,65,62,62,70,70,-1,65,88,-1,49,47,56,51,26,53,66,68,71,65,72,58,54,52,61,55,52,48,35,39,34,32,48,22,88,86,87,90,88,84
"212906",88,100,87,87,100,65,96,96,95,94,100,96,88,-1,.,-1,-1,-1,87,90,86,87,85,85,69,72,62,66,70,77,77,82,73,77,75,76,88,88,85,89,84,90,87,90,83,86,92,85,63,50,-1,68,55,-1,69,62,-1,69,-1,78,86,91,86,85,87,79,71,76,70,71,68,62,54,69,59,56,31,42,90,92,89,90,87,87
"212909",78,82,-1,78,78,86,85,75,-1,88,89,-1,.,.,.,.,.,.,75,77,84,75,75,73,67,68,76,65,63,67,70,72,79,69,71,67,79,77,85,79,74,83,72,73,82,71,73,70,71,-1,.,-1,-1,-1,53,55,56,54,22,54,73,78,83,71,76,63,62,63,73,61,62,59,37,44,-1,32,78,-1,84,86,91,83,83,77
"212910",77,.,.,71,-1,-1,100,-1,.,-1,.,-1,.,.,.,.,.,.,75,81,79,77,72,56,69,64,83,75,65,50,71,75,76,75,72,50,77,85,74,79,76,59,74,80,65,76,69,71,.,.,.,.,.,.,50,-1,-1,54,-1,-1,72,76,86,76,67,53,61,62,60,69,52,40,29,-1,-1,39,-1,-1,77,87,84,79,76,49
"213801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,89,57,69,78,.,-1,.,.,-1,-1,.,75,100,55,76,74,.,76,-1,58,82,72,.,64,-1,-1,55,71,.,.,.,.,.,.,.,.,.,.,.,.,.,67,83,55,60,83,.,71,89,57,69,77,.,-1,.,-1,-1,-1,.,71,88,55,70,78,.
"213901",88,-1,-1,95,-1,89,95,83,.,100,-1,.,-1,.,.,-1,.,.,88,86,95,90,83,81,90,-1,.,-1,-1,-1,82,79,93,86,67,73,89,86,94,92,80,88,82,83,92,83,69,77,91,100,-1,91,-1,-1,60,57,-1,69,-1,50,86,86,95,87,88,75,78,76,89,82,73,62,76,100,.,71,-1,-1,90,87,96,93,89,82
"214901",-1,.,.,-1,.,.,89,83,-1,92,-1,-1,.,.,.,.,.,.,73,74,86,72,73,74,-1,-1,.,-1,.,.,72,72,85,70,74,72,76,73,89,76,69,81,73,74,86,72,73,74,-1,.,.,-1,.,.,62,62,77,62,50,67,71,74,82,67,78,67,64,63,77,63,58,67,55,60,58,51,64,-1,84,71,.,91,.,-1
"214902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,77,92,83,74,83,.,.,.,.,.,.,82,80,92,82,83,81,87,78,100,90,73,93,81,77,92,83,74,83,.,.,.,.,.,.,80,89,86,79,-1,-1,78,76,88,78,74,75,74,73,87,76,59,72,26,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.
"214903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,79,79,75,77,80,.,.,.,.,.,.,75,77,78,74,75,79,80,79,84,79,76,88,77,79,79,75,77,80,.,.,.,.,.,.,67,67,68,67,57,72,74,78,75,72,78,72,71,73,78,70,61,74,57,82,-1,68,-1,-1,.,.,.,.,.,.
"215901",78,-1,-1,92,-1,-1,-1,.,.,-1,-1,.,-1,-1,.,-1,-1,.,75,77,86,77,63,69,86,-1,-1,87,-1,-1,68,69,77,71,50,64,78,77,96,81,61,72,71,68,88,72,55,73,100,100,-1,100,-1,-1,67,61,-1,69,-1,74,72,77,79,73,65,67,61,65,78,61,52,51,46,50,-1,38,57,.,76,81,86,78,66,65
"216901",71,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,72,81,64,75,64,65,.,.,.,.,.,.,65,74,-1,67,55,63,78,82,64,83,61,84,62,69,38,67,55,52,.,.,.,.,.,.,-1,-1,.,-1,.,.,68,79,64,70,67,52,46,63,46,45,39,37,23,-1,-1,-1,-1,.,84,91,91,82,79,81
"217901",-1,.,.,.,-1,.,-1,-1,.,-1,-1,.,.,.,.,.,.,.,86,96,82,84,95,68,82,-1,.,-1,-1,-1,81,95,83,79,92,62,90,96,83,89,95,75,70,89,75,67,100,45,.,.,.,.,.,.,-1,.,.,-1,.,-1,81,95,-1,78,94,63,73,88,-1,73,82,-1,53,-1,-1,-1,-1,-1,93,97,-1,93,93,82
"218901",85,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,.,.,.,.,.,.,.,80,86,78,79,83,75,-1,-1,.,-1,-1,.,74,81,65,73,76,71,84,87,88,84,79,85,77,81,75,76,78,72,.,.,.,.,.,.,57,69,.,49,-1,73,76,83,70,75,87,66,66,70,63,66,71,56,46,-1,-1,46,-1,-1,88,95,81,87,92,80
"219901",89,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,86,90,96,89,67,80,100,-1,.,-1,-1,.,79,86,92,84,50,72,87,94,92,90,70,70,67,75,-1,68,-1,-1,.,.,.,.,.,.,-1,.,.,-1,.,-1,85,86,100,89,65,85,71,74,-1,76,43,75,22,-1,.,-1,-1,-1,90,92,96,93,69,91
"219903",100,-1,-1,100,-1,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,75,67,76,75,83,76,62,60,-1,60,76,62,70,61,71,71,80,72,76,65,80,77,78,83,71,60,71,71,82,74,-1,.,.,-1,.,-1,56,-1,-1,49,-1,79,73,70,71,73,89,68,58,39,55,61,70,60,46,-1,-1,41,-1,-1,86,84,89,88,87,80
"219905",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,.,70,56,71,77,72,58,46,-1,.,63,-1,-1,69,55,67,76,68,58,76,67,-1,84,83,57,69,39,86,72,65,83,.,.,.,.,.,.,-1,-1,.,-1,.,.,66,47,86,72,62,59,49,-1,-1,54,50,-1,28,-1,-1,32,-1,-1,76,86,-1,85,86,40
"220801",80,90,-1,80,-1,-1,86,-1,-1,88,.,-1,-1,.,.,-1,.,-1,86,89,81,87,85,74,81,100,-1,81,-1,-1,92,100,-1,96,-1,-1,86,84,100,86,77,89,89,100,-1,85,100,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,86,95,63,88,94,64,74,73,71,74,-1,-1,48,-1,-1,57,-1,-1,88,83,71,92,92,78
"220802",94,100,-1,93,-1,-1,96,100,100,97,88,91,-1,.,.,-1,.,.,92,91,96,94,88,88,88,83,89,91,92,85,82,84,88,85,78,73,93,91,93,95,82,90,91,86,100,93,73,91,86,-1,.,83,.,.,86,90,.,85,.,86,91,92,100,92,94,84,79,76,90,78,88,76,65,-1,.,62,.,71,94,95,100,95,93,86
"220809",97,100,-1,100,-1,100,100,-1,.,100,-1,-1,.,.,.,.,.,.,96,94,100,97,93,98,93,86,100,92,93,100,90,83,-1,93,79,100,96,93,100,97,94,99,94,93,100,96,83,95,-1,-1,-1,-1,.,.,.,.,.,.,.,.,96,98,100,95,91,96,95,-1,-1,92,-1,-1,80,-1,-1,75,.,-1,97,95,100,97,97,98
"220810",96,-1,-1,100,-1,100,99,100,100,98,100,100,.,.,.,.,.,.,98,95,99,99,99,95,100,100,-1,100,-1,100,.,.,.,.,.,.,97,95,100,98,98,97,95,85,91,100,100,92,-1,-1,.,-1,.,.,-1,.,.,-1,.,.,98,96,97,100,100,93,91,79,90,97,100,83,84,-1,-1,88,-1,-1,98,97,100,99,99,94
"220811",-1,-1,.,-1,.,-1,88,-1,.,89,.,-1,-1,-1,.,-1,.,.,69,52,.,74,.,74,71,64,.,72,.,74,64,49,.,70,.,67,74,50,.,81,.,83,69,35,.,79,.,82,.,.,.,.,.,.,59,-1,.,69,.,62,65,55,.,68,.,68,58,38,.,65,.,58,-1,-1,.,-1,.,-1,62,-1,.,67,.,-1
"220814",75,-1,-1,-1,-1,-1,79,-1,-1,83,-1,-1,.,.,.,.,.,.,82,75,93,91,68,68,77,67,-1,88,67,-1,82,86,-1,100,-1,-1,84,74,100,91,71,77,84,82,-1,89,88,63,-1,-1,.,-1,.,-1,-1,-1,.,-1,-1,.,78,77,-1,91,62,41,67,-1,.,82,-1,-1,53,-1,.,88,-1,-1,87,82,-1,95,57,78
"220815",86,-1,.,88,.,-1,-1,.,.,-1,.,-1,.,.,.,.,.,.,75,59,.,83,.,69,71,52,.,79,.,67,69,56,.,77,.,56,76,50,.,86,.,68,80,73,.,86,.,64,.,.,.,.,.,.,83,.,.,-1,.,-1,75,67,.,79,.,70,64,-1,.,70,.,-1,-1,-1,.,-1,.,-1,81,70,.,88,.,71
"220816",93,91,-1,92,-1,100,99,100,100,99,100,100,-1,.,.,-1,.,-1,81,80,97,82,76,75,81,80,95,80,76,80,79,78,97,80,73,71,82,81,97,85,73,77,78,76,97,80,72,68,-1,.,-1,-1,.,-1,68,58,98,73,53,58,80,79,97,79,79,72,70,68,95,72,61,62,41,50,75,38,-1,-1,94,97,100,94,95,90
"220817",81,-1,-1,89,-1,-1,87,89,-1,87,-1,88,.,.,.,.,.,.,82,87,82,84,64,79,76,90,92,75,68,61,77,85,87,78,57,71,82,86,80,86,60,78,81,87,64,85,62,78,-1,-1,.,-1,-1,-1,67,86,-1,67,-1,59,82,87,90,82,69,80,70,77,100,72,-1,65,89,-1,-1,-1,-1,.,87,86,86,89,68,92
"220818",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,50,-1,68,-1,.,52,50,-1,66,-1,.,63,-1,-1,78,-1,.,48,-1,-1,78,-1,.,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,-1,-1,64,-1,.,61,-1,-1,67,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.
"220901",81,81,78,82,82,77,88,91,94,87,89,84,66,56,85,65,73,67,73,74,74,73,77,66,66,66,66,66,72,59,67,67,69,67,70,60,77,75,78,78,76,74,67,68,70,68,71,60,72,71,68,74,74,70,54,52,55,56,49,49,69,73,70,69,78,59,61,61,63,61,68,50,37,39,30,37,45,28,86,87,86,86,88,79
"220902",83,84,91,81,84,84,86,93,88,84,87,85,72,64,-1,79,67,70,81,84,84,81,80,74,75,78,75,75,78,67,74,78,80,75,72,66,83,84,87,84,78,80,74,77,81,74,72,66,71,77,73,73,75,55,60,61,64,62,49,55,78,84,82,77,82,68,67,72,72,67,69,57,47,55,48,46,56,30,87,91,89,87,86,82
