DISTRICT,D200A001S15R,D200AC01S15R,D200AM01S15R,D200AR01S15R,D200AS01S15R,D200AW01S15R,D300A001S15R,D300AC01S15R,D300AM01S15R,D300AR01S15R,D300AS01S15R,D300AW01S15R,D400A001S15R,D400AC01S15R,D400AM01S15R,D400AR01S15R,D400AS01S15R,D400AW01S15R,DA00A001S15R,DA00AC01S15R,DA00AM01S15R,DA00AR01S15R,DA00AS01S15R,DA00AW01S15R,DB00A001S15R,DB00AC01S15R,DB00AM01S15R,DB00AR01S15R,DB00AS01S15R,DB00AW01S15R,DE00A001S15R,DE00AC01S15R,DE00AM01S15R,DE00AR01S15R,DE00AS01S15R,DE00AW01S15R,DF00A001S15R,DF00AC01S15R,DF00AM01S15R,DF00AR01S15R,DF00AS01S15R,DF00AW01S15R,DH00A001S15R,DH00AC01S15R,DH00AM01S15R,DH00AR01S15R,DH00AS01S15R,DH00AW01S15R,DI00A001S15R,DI00AC01S15R,DI00AM01S15R,DI00AR01S15R,DI00AS01S15R,DI00AW01S15R,DL00A001S15R,DL00AC01S15R,DL00AM01S15R,DL00AR01S15R,DL00AS01S15R,DL00AW01S15R,DM00A001S15R,DM00AC01S15R,DM00AM01S15R,DM00AR01S15R,DM00AS01S15R,DM00AW01S15R,DR00A001S15R,DR00AC01S15R,DR00AM01S15R,DR00AR01S15R,DR00AS01S15R,DR00AW01S15R,DS00A001S15R,DS00AC01S15R,DS00AM01S15R,DS00AR01S15R,DS00AS01S15R,DS00AW01S15R,DW00A001S15R,DW00AC01S15R,DW00AM01S15R,DW00AR01S15R,DW00AS01S15R,DW00AW01S15R
"057809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,.,.,71,.,.,-1,.,.,-1,.,.,73,.,.,73,.,.,78,.,.,78,.,.,80,.,.,80,.,.,.,.,.,.,.,.,86,.,.,86,.,.,-1,.,.,-1,.,.,80,.,.,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,21,.,68,18,60,56,18,.,73,-1,67,51,20,.,72,16,66,50,-1,.,70,-1,71,46,23,.,61,24,47,.,.,.,.,.,.,30,-1,.,47,-1,-1,53,30,.,67,33,52,43,10,.,64,-1,48,-1,.,.,-1,.,-1,.,.,.,.,.,.
"057811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,52,.,82,.,66,75,51,.,82,.,65,75,51,.,82,.,65,75,50,.,81,.,67,78,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,54,.,83,.,63,-1,.,.,-1,.,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.
"057813",-1,-1,.,-1,.,.,75,-1,.,-1,.,-1,.,.,.,.,.,.,62,65,95,66,30,59,65,-1,.,64,-1,-1,62,64,95,66,30,58,64,64,100,68,32,64,62,65,95,66,29,59,-1,-1,.,-1,.,-1,52,53,-1,56,15,52,60,65,90,64,27,54,55,57,86,60,21,50,33,-1,.,-1,-1,-1,-1,.,.,-1,.,-1
"057814",-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,23,23,20,25,-1,-1,23,-1,-1,33,-1,-1,23,21,22,25,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,19,-1,-1,.,.,.,.,.,.,33,-1,-1,45,-1,-1,24,27,22,24,-1,-1,23,20,21,26,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,.,.
"057815",50,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,-1,.,.,-1,.,.,51,46,71,52,54,40,48,37,67,50,53,40,51,46,72,52,54,40,53,47,72,55,54,46,52,51,72,53,54,40,-1,.,-1,-1,.,.,47,48,68,47,45,36,48,46,70,48,54,34,48,45,69,48,50,36,22,32,32,19,19,-1,37,-1,-1,29,-1,-1
"057816",-1,.,.,-1,.,.,.,.,.,.,.,.,100,.,.,-1,.,-1,68,62,100,72,52,66,69,62,100,72,54,66,66,59,100,69,48,63,72,61,100,77,58,68,65,-1,-1,71,-1,-1,-1,-1,.,-1,-1,.,-1,-1,.,-1,.,-1,64,62,100,66,46,64,68,61,100,71,53,66,29,23,.,36,-1,21,-1,.,.,-1,.,.
"057817",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,50,57,55,43,67,55,49,53,55,45,67,55,50,57,55,43,67,57,47,42,58,45,70,53,55,-1,51,-1,-1,.,.,.,.,.,.,36,-1,.,50,-1,-1,54,52,75,53,41,63,44,46,52,44,32,47,23,-1,-1,26,-1,.,.,.,.,.,.,.
"057819",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,73,75,70,77,58,68,63,-1,67,-1,-1,72,71,83,73,82,61,70,71,-1,71,70,69,68,71,-1,70,67,61,.,.,.,.,.,.,64,69,-1,65,75,-1,69,78,-1,68,-1,45,68,67,-1,70,80,50,-1,.,.,.,-1,.,85,-1,-1,-1,-1,-1
"057827",-1,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,70,53,.,76,42,78,65,51,.,69,-1,75,70,53,.,77,40,78,73,51,.,78,37,86,73,54,.,79,46,80,.,.,.,.,.,.,63,27,.,68,-1,69,68,55,.,73,50,66,61,37,.,67,-1,69,-1,.,.,-1,.,-1,63,-1,.,-1,.,-1
"057828",67,-1,-1,82,-1,.,45,.,-1,-1,-1,.,-1,.,-1,-1,-1,.,58,69,37,54,71,.,48,57,18,49,62,.,54,66,33,51,68,.,63,77,37,65,68,.,54,70,37,46,70,.,72,-1,-1,-1,-1,.,34,69,-1,33,38,.,52,63,37,44,75,.,56,68,36,53,70,.,49,67,-1,48,44,.,71,76,53,71,81,.
"057829",48,-1,-1,58,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,62,51,80,67,50,60,44,-1,.,44,-1,71,62,51,81,67,49,58,64,43,82,72,44,70,63,52,80,68,50,59,.,.,.,.,.,.,44,26,-1,51,-1,43,61,60,78,62,59,51,56,39,75,61,54,46,26,27,50,21,40,-1,65,-1,-1,70,67,-1
"057830",-1,-1,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,69,64,78,72,48,82,73,68,100,72,50,100,69,65,78,73,47,81,69,60,79,75,36,89,69,64,76,72,47,81,-1,.,.,-1,.,.,55,55,74,56,21,65,69,69,77,69,58,74,59,58,74,60,37,66,37,24,45,41,-1,65,64,-1,-1,-1,-1,-1
"057831",.,.,.,.,.,.,-1,.,.,-1,.,.,.,.,.,.,.,.,61,59,60,64,48,60,61,59,61,64,47,60,59,58,61,62,42,60,61,54,63,65,41,62,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,-1,.,.,-1,.,.,61,64,58,63,53,57,49,45,47,53,38,49,27,-1,-1,20,56,-1,-1,.,.,-1,-1,-1
"057832",-1,.,-1,.,.,.,56,-1,-1,-1,-1,.,.,.,.,.,.,.,43,41,46,41,47,-1,44,-1,56,40,64,-1,43,44,46,41,43,-1,37,38,-1,37,38,-1,40,54,-1,40,29,.,-1,-1,-1,-1,-1,.,-1,.,.,-1,-1,.,48,43,50,46,55,.,40,42,43,35,46,-1,31,-1,-1,-1,-1,.,38,-1,-1,-1,-1,.
"057833",83,-1,.,-1,-1,-1,79,-1,.,91,-1,63,.,.,.,.,.,.,64,46,.,71,39,65,53,-1,.,56,-1,67,62,53,.,70,38,63,67,42,.,75,47,75,60,50,.,66,-1,65,.,.,.,.,.,.,48,56,.,48,-1,-1,60,52,.,67,-1,55,48,34,.,56,-1,46,23,-1,.,26,-1,-1,68,48,.,78,-1,64
"057834",-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,39,55,31,31,65,.,37,52,28,29,60,.,38,52,28,30,62,.,40,56,28,33,62,.,36,46,25,33,60,.,35,-1,-1,-1,-1,.,17,-1,-1,16,-1,.,38,54,33,29,69,.,38,54,30,31,63,.,13,-1,-1,-1,-1,.,57,80,57,39,93,.
"057835",.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,.,.,.,.,.,62,66,.,65,38,61,67,.,.,71,.,-1,63,68,.,65,39,61,62,60,.,67,35,60,62,66,.,64,38,62,.,.,.,.,.,.,56,60,.,57,32,57,63,73,.,63,42,63,57,59,.,59,34,60,42,-1,.,-1,.,-1,83,.,.,-1,.,-1
"057836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,67,.,89,72,98,85,67,.,89,72,98,81,63,.,85,63,98,80,59,.,84,65,97,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,90,77,.,94,81,100,71,39,.,84,57,100,-1,-1,.,-1,-1,-1,.,.,.,.,.,.
"057837",100,-1,-1,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,69,51,83,71,83,71,63,39,81,69,74,69,68,51,83,70,85,69,71,51,83,76,74,76,71,58,83,72,87,71,.,.,.,.,.,.,66,51,77,66,84,69,66,52,83,65,94,65,64,47,76,66,81,69,28,-1,-1,35,-1,-1,-1,.,.,-1,.,.
"057838",90,-1,-1,92,-1,-1,92,-1,-1,93,-1,-1,.,.,.,.,.,.,77,80,87,78,72,67,69,69,81,74,51,60,76,79,87,77,73,65,79,77,88,81,69,76,77,80,88,78,74,67,-1,.,.,-1,.,-1,63,66,82,65,50,57,75,82,87,75,75,58,65,69,76,68,57,51,56,53,90,57,67,28,86,100,-1,85,-1,71
"057839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,54,100,72,46,58,-1,.,.,.,.,-1,64,54,100,70,44,59,71,60,100,78,44,71,64,54,100,71,45,58,.,.,.,.,.,.,47,31,.,57,-1,41,58,47,100,65,48,47,51,37,.,61,21,44,38,-1,.,68,-1,-1,89,-1,.,100,-1,-1
"057840",86,.,.,.,86,.,100,.,.,-1,100,.,-1,.,.,.,-1,.,100,.,.,100,100,.,100,.,.,-1,100,.,100,.,.,-1,100,.,99,.,.,-1,99,.,100,.,.,-1,100,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,100,.,.,-1,100,.,100,.,.,-1,100,.,.,.,.,.,.,.,100,.,.,.,100,.
"057841",-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,50,.,57,.,65,55,-1,.,-1,.,-1,57,50,.,57,.,65,66,62,.,63,.,82,58,50,.,57,.,72,.,.,.,.,.,.,54,44,.,54,.,65,46,-1,.,50,.,-1,53,45,.,53,.,61,-1,-1,.,-1,.,-1,45,-1,.,56,.,-1
"057842",67,-1,.,-1,.,-1,100,-1,-1,100,.,.,.,.,.,.,.,.,69,65,78,72,67,58,63,70,53,65,73,35,69,65,78,72,66,57,72,66,79,77,63,62,70,65,80,73,67,59,.,.,.,.,.,.,62,52,79,66,57,50,67,65,77,68,71,53,63,56,72,68,58,53,44,43,52,45,36,38,75,-1,.,-1,.,-1
"057843",78,-1,.,89,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,69,62,81,71,78,55,67,60,79,69,75,52,67,61,84,69,79,51,74,64,83,77,77,67,73,66,83,74,84,61,-1,-1,.,-1,.,.,65,44,71,66,84,64,62,58,76,63,81,39,61,52,76,65,71,45,41,36,-1,44,-1,-1,83,-1,-1,82,-1,-1
"057844",92,-1,.,88,.,-1,86,81,.,91,60,83,.,.,.,.,.,.,81,72,.,86,61,77,74,68,.,80,-1,61,79,63,.,83,80,74,83,73,.,88,71,80,73,-1,.,92,-1,-1,.,.,.,.,.,.,65,50,.,69,-1,67,78,71,.,84,-1,73,71,56,.,77,58,69,100,-1,.,100,.,-1,79,68,.,84,-1,76
"057845",88,-1,.,88,-1,-1,97,88,-1,100,-1,-1,-1,.,.,-1,.,.,82,69,87,87,79,86,64,41,-1,79,-1,-1,74,65,-1,74,-1,84,79,57,93,86,75,81,72,52,-1,76,-1,81,.,.,.,.,.,.,63,-1,-1,55,.,-1,86,79,75,89,86,92,55,33,-1,65,-1,60,28,-1,-1,31,-1,-1,90,79,93,94,86,95
"057846",80,-1,-1,91,-1,-1,82,100,-1,82,-1,70,.,.,.,.,.,.,62,56,81,63,48,64,55,41,64,57,47,64,59,51,82,61,46,64,65,60,79,67,47,71,60,54,82,61,47,64,-1,.,.,-1,.,.,49,44,80,50,30,58,58,50,83,60,49,58,50,44,80,52,36,50,24,45,-1,16,-1,-1,73,79,87,80,47,54
"057847",67,58,-1,74,-1,86,100,-1,-1,100,-1,-1,.,.,.,.,.,.,74,75,67,76,53,79,66,72,55,69,-1,71,63,59,58,67,35,75,76,71,69,80,49,89,73,68,71,75,54,87,-1,-1,-1,-1,-1,.,69,-1,-1,78,-1,-1,71,80,65,70,58,68,71,-1,-1,80,-1,-1,67,-1,-1,-1,-1,-1,82,88,78,83,74,76
"057848",91,92,-1,90,-1,94,90,84,100,93,94,84,-1,.,.,-1,.,.,80,77,86,84,70,77,77,73,76,81,71,75,74,69,86,78,60,69,81,76,84,85,66,80,76,73,86,80,57,73,96,100,-1,92,-1,-1,57,39,53,63,26,58,79,77,89,82,74,74,62,48,62,68,58,57,50,47,-1,55,-1,44,88,85,95,90,84,84
"057903",83,86,89,85,74,77,93,92,98,93,92,92,87,100,-1,90,-1,-1,79,80,85,80,78,71,74,73,77,76,74,63,75,76,82,76,73,65,82,80,88,84,78,79,76,77,85,76,73,66,86,92,100,78,91,89,63,62,64,66,49,59,76,81,82,77,78,63,67,67,73,69,66,56,58,60,56,62,56,43,90,92,90,91,90,84
"057904",80,84,75,79,82,81,89,92,100,89,94,75,-1,.,.,-1,-1,-1,71,73,70,71,77,69,70,70,68,69,74,67,67,68,69,67,71,64,75,77,73,74,78,75,73,75,75,72,78,71,76,-1,.,86,-1,-1,63,50,-1,67,46,68,68,69,68,67,75,62,59,59,58,59,66,51,31,37,26,29,33,26,78,76,85,76,92,67
"057905",79,85,82,78,88,66,71,81,76,64,84,75,85,90,89,81,88,88,67,70,75,66,72,62,59,62,66,58,66,51,66,68,74,65,70,61,71,71,77,70,71,70,69,71,77,67,72,63,71,76,73,66,85,71,59,60,66,60,49,59,64,70,73,62,73,54,58,60,66,58,62,53,34,39,37,33,44,22,88,92,89,87,93,82
"057906",79,84,89,80,67,69,89,-1,-1,92,-1,-1,67,.,.,-1,-1,-1,68,70,69,68,67,64,69,70,69,69,68,65,65,66,68,66,64,60,71,71,72,73,66,70,65,66,69,65,67,59,50,-1,-1,-1,-1,-1,52,50,53,52,59,50,65,69,67,65,69,59,56,56,59,57,51,47,38,42,40,40,29,31,65,71,70,67,50,59
"057907",78,81,75,81,60,81,87,90,91,85,91,87,75,-1,-1,-1,-1,.,70,70,67,73,71,63,66,68,61,68,68,57,68,68,66,71,67,60,73,70,67,76,67,68,72,69,70,75,71,65,77,82,-1,83,-1,60,54,45,51,60,37,51,68,70,66,69,74,57,61,58,56,63,63,52,46,44,26,50,51,37,82,89,81,81,86,72
"057909",83,85,86,84,82,71,91,93,96,90,90,88,75,56,-1,77,-1,88,77,76,82,78,77,71,71,69,77,72,73,64,71,71,78,72,69,65,79,77,83,81,75,77,72,71,78,74,70,67,79,91,81,76,88,65,57,51,52,62,33,56,74,76,80,74,78,65,64,65,73,65,65,52,40,43,45,41,46,24,87,88,89,87,89,79
"057910",87,86,97,88,86,81,91,93,97,90,93,80,76,-1,-1,81,-1,-1,74,75,80,74,76,63,73,75,80,73,78,60,70,71,76,71,72,58,77,76,81,79,76,70,71,72,77,72,73,60,73,78,83,82,67,46,61,61,68,63,59,52,70,74,78,70,76,55,65,65,71,66,68,50,42,44,38,45,51,24,84,86,86,84,89,73
"057911",97,90,-1,99,100,100,99,99,100,100,100,98,100,-1,.,100,-1,-1,97,92,99,98,96,96,84,-1,-1,89,-1,78,-1,.,-1,.,.,.,97,92,99,99,96,99,92,87,96,96,86,91,100,-1,-1,100,-1,-1,88,71,-1,100,-1,88,96,92,99,98,96,93,82,64,96,88,78,84,85,74,92,89,75,86,97,92,99,98,96,96
"057912",77,77,83,77,85,71,88,86,94,89,85,88,87,87,-1,87,88,82,71,73,78,71,72,61,69,67,75,72,65,59,69,72,78,69,69,59,74,74,81,75,69,69,69,73,77,69,70,59,69,71,83,66,70,57,54,55,65,55,45,44,68,72,75,68,74,52,62,66,71,63,62,47,34,39,49,35,32,14,78,84,79,77,83,67
"057913",78,100,-1,76,.,-1,82,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,71,78,64,68,80,68,69,77,62,67,79,66,70,77,64,67,79,68,74,78,64,73,78,73,75,79,74,72,84,77,65,80,45,61,73,83,62,62,41,63,47,64,68,77,64,63,82,64,62,69,53,61,70,55,34,45,21,32,48,-1,74,80,-1,73,100,73
"057914",78,76,89,79,80,69,93,95,95,91,95,91,71,-1,-1,67,75,-1,77,80,83,77,75,70,71,73,79,71,70,62,74,77,82,74,71,66,80,79,87,81,74,77,77,81,84,77,74,70,87,77,78,92,79,95,64,65,63,67,40,61,74,81,80,73,77,62,63,66,72,64,58,53,40,50,46,41,44,21,84,88,89,83,85,76
"057916",85,91,92,84,90,71,88,93,88,87,90,86,69,-1,-1,69,-1,-1,79,82,83,79,82,72,71,72,73,71,75,63,70,74,76,70,73,61,82,82,85,82,81,78,72,75,80,72,74,61,84,93,63,80,100,85,54,54,62,56,55,47,77,82,81,76,83,66,61,66,68,61,67,45,39,42,39,42,37,30,94,95,94,94,95,89
"057919",93,89,-1,94,100,91,96,96,100,97,96,89,-1,.,.,.,-1,.,92,92,99,93,92,87,80,74,86,82,82,76,79,76,100,78,76,79,93,93,98,93,88,95,88,92,100,89,78,78,.,.,.,.,.,.,50,-1,-1,50,-1,-1,92,92,100,93,96,80,73,72,100,75,65,63,68,91,-1,69,-1,47,93,93,100,93,94,89
"057922",92,87,93,94,93,91,97,96,99,97,97,95,100,-1,-1,100,-1,-1,92,90,95,93,93,88,81,74,86,84,87,68,76,70,82,78,81,67,93,89,95,95,93,92,84,81,89,85,89,74,95,93,100,93,100,100,71,61,70,76,66,63,91,91,94,92,94,84,74,68,80,78,76,63,49,49,49,52,53,34,92,90,94,94,93,87
"058902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,57,75,79,69,70,.,.,.,.,.,.,66,44,-1,74,-1,67,69,-1,-1,79,75,75,68,44,-1,75,70,67,-1,.,.,-1,.,.,-1,-1,.,-1,-1,-1,76,81,83,79,63,64,53,46,-1,58,-1,-1,-1,.,.,-1,.,-1,78,73,-1,85,-1,73
"058905",-1,.,.,.,-1,.,-1,.,.,-1,.,-1,.,.,.,.,.,.,95,94,100,96,91,94,-1,.,.,-1,.,-1,90,88,100,91,82,90,93,93,100,94,82,100,93,84,100,96,90,100,-1,-1,.,-1,-1,.,-1,.,.,-1,.,-1,96,96,100,97,100,85,88,88,-1,85,-1,83,-1,.,.,-1,.,.,96,100,100,95,95,90
"058906",63,-1,-1,67,-1,-1,85,-1,.,86,-1,-1,.,.,.,.,.,.,61,65,61,63,56,57,62,61,91,60,43,89,58,62,57,59,50,54,64,65,64,67,55,66,58,62,56,60,50,53,67,-1,.,64,-1,-1,45,44,54,51,-1,42,59,65,58,59,57,47,51,56,56,53,39,40,24,36,-1,18,26,-1,80,78,87,81,83,74
"058909",-1,-1,-1,-1,-1,.,-1,.,.,-1,.,.,.,.,.,.,.,.,89,88,94,91,88,80,.,.,.,.,.,.,86,82,100,87,80,92,89,86,100,91,86,78,86,86,90,88,80,78,-1,-1,.,-1,.,.,61,-1,.,55,.,-1,90,90,89,91,92,81,79,74,86,82,71,76,100,-1,-1,-1,.,-1,91,90,100,92,93,81
"059901",65,-1,-1,67,71,-1,91,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,66,64,73,67,62,66,57,-1,-1,62,-1,-1,63,52,31,72,33,63,70,63,75,72,55,77,64,60,70,65,57,65,91,-1,-1,100,-1,-1,49,40,56,53,36,47,63,65,70,62,70,55,55,51,63,57,51,51,33,39,-1,38,-1,-1,85,90,86,84,87,78
"059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,86,.,91,.,100,.,.,.,.,.,.,89,82,.,88,.,100,92,78,.,93,.,100,90,82,.,88,.,100,.,.,.,.,.,.,-1,.,.,-1,.,-1,92,100,.,88,.,100,74,-1,.,69,.,100,.,.,.,.,.,.,100,-1,.,100,.,100
"060902",48,-1,-1,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,75,72,87,76,71,68,48,-1,-1,50,60,-1,65,59,78,68,61,60,75,69,90,78,63,76,68,53,-1,73,75,-1,82,-1,.,100,-1,.,-1,-1,.,-1,.,-1,74,76,84,74,80,62,57,53,76,58,56,38,32,-1,-1,63,-1,-1,79,79,92,80,73,72
"060914",-1,.,.,-1,.,.,-1,-1,.,-1,.,.,.,.,.,.,.,.,75,68,91,78,85,47,58,-1,-1,69,-1,-1,71,64,89,74,85,44,74,75,89,71,100,42,83,.,.,-1,-1,-1,-1,.,.,-1,.,.,-1,-1,.,-1,.,.,76,60,-1,82,71,-1,61,47,83,69,77,-1,44,-1,-1,63,-1,-1,84,82,100,85,81,75
"061802",73,-1,.,83,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,58,46,.,67,41,56,61,46,.,71,-1,56,54,40,.,61,42,54,57,34,.,69,30,65,48,31,.,54,36,52,-1,.,.,-1,.,-1,30,-1,.,39,-1,30,60,60,.,64,58,48,47,34,.,57,30,44,27,-1,.,50,-1,-1,70,66,.,79,44,59
"061804",100,-1,.,100,.,-1,96,100,.,96,.,94,.,.,.,.,.,.,93,93,.,94,.,88,79,-1,.,90,.,-1,85,-1,.,93,.,-1,94,85,.,96,.,91,88,-1,.,91,.,79,-1,.,.,-1,.,-1,47,-1,.,55,.,-1,92,100,.,93,.,84,67,-1,.,69,.,-1,86,.,.,90,.,-1,93,93,.,94,.,90
"061901",85,88,-1,87,75,79,93,94,94,93,94,92,65,82,-1,64,-1,-1,81,83,83,81,81,77,71,74,74,72,66,69,70,73,75,70,66,65,84,83,86,85,79,83,72,73,76,71,71,68,78,88,93,76,84,56,56,57,60,56,48,55,79,83,81,79,83,71,63,66,67,64,61,56,44,47,42,47,42,32,89,91,90,89,90,83
"061902",87,87,92,88,87,79,92,92,96,92,92,92,85,86,-1,95,-1,63,85,84,91,86,85,78,74,72,83,76,74,63,69,67,83,70,68,57,87,83,92,89,84,83,73,72,85,75,73,63,83,93,91,82,86,70,52,50,71,55,45,42,83,84,90,83,86,73,65,63,79,68,62,51,53,56,56,54,56,37,91,90,94,92,91,85
"061903",70,-1,-1,81,-1,-1,90,-1,.,-1,-1,-1,100,-1,-1,-1,-1,.,79,72,87,80,76,78,85,89,-1,85,90,-1,70,61,84,73,60,72,78,71,82,81,75,80,71,63,85,73,59,76,-1,.,.,-1,.,-1,49,38,90,55,25,50,79,73,92,80,77,77,64,56,77,69,49,59,79,-1,-1,87,83,-1,84,79,87,86,85,82
"061905",83,83,-1,88,-1,-1,91,-1,-1,100,-1,-1,.,.,.,.,.,.,83,83,87,86,77,75,77,71,-1,73,100,86,72,71,79,76,62,62,85,82,89,88,73,84,74,73,88,77,69,57,100,-1,-1,-1,-1,-1,56,78,56,55,63,35,81,84,85,83,81,65,65,63,69,68,59,53,65,68,67,65,50,67,86,85,87,88,79,81
"061906",71,-1,-1,82,-1,-1,-1,-1,.,-1,.,.,-1,.,.,.,-1,.,84,83,86,85,88,80,83,-1,-1,83,-1,-1,76,77,77,76,86,63,85,79,85,89,82,84,80,71,78,82,83,81,83,-1,-1,-1,-1,.,58,-1,.,78,-1,-1,84,88,86,81,94,77,65,61,70,66,71,57,75,100,-1,65,100,-1,86,87,88,85,88,81
"061907",82,-1,-1,81,-1,-1,91,100,-1,90,-1,-1,-1,-1,.,-1,-1,.,89,91,92,89,89,87,86,79,83,91,80,83,82,82,80,85,71,79,92,94,91,92,90,93,83,85,83,82,84,82,75,-1,-1,82,-1,-1,51,55,-1,55,-1,-1,87,88,93,86,89,81,70,69,78,70,68,68,69,79,-1,65,100,55,91,93,94,91,93,87
"061908",74,65,-1,78,79,-1,82,100,-1,77,-1,-1,-1,-1,.,-1,.,.,82,84,85,81,82,76,65,60,-1,61,71,-1,73,75,74,73,72,68,85,83,89,87,80,83,73,82,73,69,79,71,64,-1,-1,64,-1,-1,49,53,-1,52,-1,46,79,84,81,76,84,70,66,75,75,62,67,55,59,70,71,53,-1,63,85,85,89,86,84,79
"061910",98,100,100,100,-1,-1,100,-1,.,100,-1,-1,.,.,.,.,.,.,94,95,99,95,93,86,100,-1,-1,100,-1,.,81,95,100,78,94,57,94,94,99,96,90,88,87,95,100,85,93,73,77,-1,-1,71,-1,-1,56,-1,-1,50,-1,-1,94,96,99,94,95,85,74,78,100,79,67,53,74,72,-1,85,79,40,95,95,99,96,93,88
"061911",87,85,77,90,88,83,93,94,96,92,94,90,88,73,100,100,-1,100,87,89,88,87,90,81,81,80,82,83,85,72,75,80,80,75,79,64,89,88,90,90,88,87,80,82,82,79,84,73,88,88,100,87,87,88,58,57,63,59,57,51,85,90,87,84,92,76,70,73,71,70,78,57,48,53,49,46,63,34,89,92,90,89,93,84
"061912",85,89,82,84,90,78,96,95,100,95,100,92,-1,.,.,-1,.,-1,84,84,82,85,89,77,75,75,69,77,85,65,77,74,77,78,81,70,87,86,82,89,87,83,79,74,81,80,84,78,66,-1,-1,63,-1,-1,54,40,67,55,55,63,82,82,82,82,92,72,67,61,55,70,74,57,53,49,64,58,61,25,87,89,84,88,92,78
"061914",81,73,84,86,75,79,90,87,73,93,91,92,80,-1,-1,75,-1,-1,77,78,75,79,75,73,72,74,64,72,73,72,70,72,71,72,67,64,82,79,79,84,76,82,71,72,69,73,68,65,74,-1,-1,79,-1,-1,56,49,50,63,35,47,73,78,71,74,75,64,63,65,60,64,67,53,48,38,62,53,46,39,85,86,86,86,82,80
"062901",75,80,-1,82,82,-1,69,-1,.,83,-1,-1,.,.,.,.,.,.,70,59,81,74,65,65,53,40,63,59,50,42,57,39,74,64,48,55,74,58,83,80,64,74,64,43,75,72,57,60,-1,-1,-1,-1,-1,.,49,-1,-1,56,-1,-1,67,60,80,69,65,58,55,40,73,59,55,43,23,-1,-1,25,-1,-1,81,81,91,82,75,79
"062902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,62,63,63,67,55,75,-1,-1,-1,-1,.,63,50,-1,66,67,56,67,53,-1,70,69,70,56,55,-1,60,-1,67,.,.,.,.,.,.,.,.,.,.,.,.,57,71,-1,56,64,-1,55,52,-1,56,56,53,-1,-1,-1,-1,-1,-1,66,65,-1,66,79,-1
"062903",92,-1,-1,100,-1,-1,100,-1,-1,-1,-1,.,.,.,.,.,.,.,76,83,77,77,72,61,58,50,-1,65,40,67,72,80,72,74,63,58,77,81,73,80,71,64,72,82,70,75,66,57,.,.,.,.,.,.,60,65,75,67,46,39,75,85,81,74,73,58,63,68,60,67,59,47,40,-1,-1,47,-1,-1,86,92,91,84,88,73
"062904",-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,70,73,86,74,64,45,35,-1,-1,-1,-1,-1,57,55,76,64,50,29,74,76,85,78,63,58,59,63,81,63,50,32,-1,.,.,-1,.,.,-1,-1,.,-1,-1,-1,66,69,86,69,66,32,53,56,76,55,52,19,35,-1,-1,-1,-1,-1,85,88,95,87,85,64
"062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,80,.,91,-1,100,-1,-1,.,-1,.,-1,91,100,.,89,-1,100,86,-1,.,90,-1,100,88,88,.,88,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,-1,.,96,100,.,92,-1,-1,100,-1,.,-1,-1,.,-1,.,.,-1,.,-1,100,-1,.,100,.,100
